SA2_MAINCODE_2016,M_NegNilInc_E,M_NegNilInc_OM_IE,M_NegNilInc_OM_UIE,M_NegNilInc_CFW,M_NegNilInc_ES_NS,M_NegNilInc_Tot,M_1_149_E,M_1_149_OM_IE,M_1_149_OM_UIE,M_1_149_CFW,M_1_149_ES_NS,M_1_149_Tot,M_150_299_E,M_150_299_OM_IE,M_150_299_OM_UIE,M_150_299_CFW,M_150_299_ES_NS,M_150_299_Tot,M_300_399_E,M_300_399_OM_IE,M_300_399_OM_UIE,M_300_399_CFW,M_300_399_ES_NS,M_300_399_Tot,M_400_499_E,M_400_499_OM_IE,M_400_499_OM_UIE,M_400_499_CFW,M_400_499_ES_NS,M_400_499_Tot,M_500_649_E,M_500_649_OM_IE,M_500_649_OM_UIE,M_500_649_CFW,M_500_649_ES_NS,M_500_649_Tot,M_650_799_E,M_650_799_OM_IE,M_650_799_OM_UIE,M_650_799_CFW,M_650_799_ES_NS,M_650_799_Tot,M_800_999_E,M_800_999_OM_IE,M_800_999_OM_UIE,M_800_999_CFW,M_800_999_ES_NS,M_800_999_Tot,M_1000_1249_E,M_1000_1249_OM_IE,M_1000_1249_OM_UIE,M_1000_1249_CFW,M_1000_1249_ES_NS,M_1000_1249_Tot,M_1250_1499_E,M_1250_1499_OM_IE,M_1250_1499_OM_UIE,M_1250_1499_CFW,M_1250_1499_ES_NS,M_1250_1499_Tot,M_1500_1749_E,M_1500_1749_OM_IE,M_1500_1749_OM_UIE,M_1500_1749_CFW,M_1500_1749_ES_NS,M_1500_1749_Tot,M_1750_1999_E,M_1750_1999_OM_IE,M_1750_1999_OM_UIE,M_1750_1999_CFW,M_1750_1999_ES_NS,M_1750_1999_Tot,M_2000_2999_E,M_2000_2999_OM_IE,M_2000_2999_OM_UIE,M_2000_2999_CFW,M_2000_2999_ES_NS,M_2000_2999_Tot,M_3000mor_E,M_3000mor_OM_IE,M_3000mor_OM_UIE,M_3000mor_CFW,M_3000mor_ES_NS,M_3000mor_Tot,M_PersInc_NS_E,M_PersInc_NS_OM_IE,M_PersInc_NS_OM_UIE,M_PersInc_NS_CFW,M_PersInc_NS_ES_NS,M_PersInc_NS_Tot,M_Tot_E,M_Tot_OM_IE,M_Tot_OM_UIE,M_Tot_CFW,M_Tot_ES_NS,M_Tot_Tot,F_NegNilInc_E,F_NegNilInc_OM_IE,F_NegNilInc_OM_UIE,F_NegNilInc_CFW,F_NegNilInc_ES_NS,F_NegNilInc_Tot,F_1_149_E,F_1_149_OM_IE,F_1_149_OM_UIE,F_1_149_CFW,F_1_149_ES_NS,F_1_149_Tot,F_150_299_E,F_150_299_OM_IE,F_150_299_OM_UIE,F_150_299_CFW,F_150_299_ES_NS,F_150_299_Tot,F_300_399_E,F_300_399_OM_IE,F_300_399_OM_UIE,F_300_399_CFW,F_300_399_ES_NS,F_300_399_Tot,F_400_499_E,F_400_499_OM_IE,F_400_499_OM_UIE,F_400_499_CFW,F_400_499_ES_NS,F_400_499_Tot,F_500_649_E,F_500_649_OM_IE,F_500_649_OM_UIE,F_500_649_CFW,F_500_649_ES_NS,F_500_649_Tot,F_650_799_E,F_650_799_OM_IE,F_650_799_OM_UIE,F_650_799_CFW,F_650_799_ES_NS,F_650_799_Tot,F_800_999_E,F_800_999_OM_IE,F_800_999_OM_UIE,F_800_999_CFW,F_800_999_ES_NS,F_800_999_Tot,F_1000_1249_E,F_1000_1249_OM_IE,F_1000_1249_OM_UIE,F_1000_1249_CFW,F_1000_1249_ES_NS,F_1000_1249_Tot,F_1250_1499_E,F_1250_1499_OM_IE,F_1250_1499_OM_UIE,F_1250_1499_CFW,F_1250_1499_ES_NS,F_1250_1499_Tot,F_1500_1749_E,F_1500_1749_OM_IE,F_1500_1749_OM_UIE,F_1500_1749_CFW,F_1500_1749_ES_NS,F_1500_1749_Tot,F_1750_1999_E,F_1750_1999_OM_IE,F_1750_1999_OM_UIE,F_1750_1999_CFW,F_1750_1999_ES_NS,F_1750_1999_Tot,F_2000_2999_E,F_2000_2999_OM_IE,F_2000_2999_OM_UIE,F_2000_2999_CFW,F_2000_2999_ES_NS,F_2000_2999_Tot,F_3000mor_E,F_3000mor_OM_IE,F_3000mor_OM_UIE,F_3000mor_CFW,F_3000mor_ES_NS,F_3000mor_Tot,F_PersInc_NS_E,F_PersInc_NS_OM_IE,F_PersInc_NS_OM_UIE,F_PersInc_NS_CFW,F_PersInc_NS_ES_NS,F_PersInc_NS_Tot,F_Tot_E,F_Tot_OM_IE,F_Tot_OM_UIE,F_Tot_CFW,F_Tot_ES_NS,F_Tot_Tot,P_NegNilInc_E,P_NegNilInc_OM_IE,P_NegNilInc_OM_UIE,P_NegNilInc_CFW,P_NegNilInc_ES_NS,P_NegNilInc_Tot,P_1_149_E,P_1_149_OM_IE
101021007,0,0,3,12,0,15,14,0,5,0,0,23,5,0,9,11,4,27,9,7,10,6,6,41,5,7,20,3,0,38,24,3,17,8,0,55,21,4,12,8,0,43,35,5,12,5,0,62,48,5,15,4,3,79,22,3,14,4,3,44,14,13,13,6,0,41,13,0,7,0,0,24,18,4,12,3,3,34,0,4,7,0,0,15,10,6,5,4,3,17,233,57,155,74,24,543,3,0,0,16,0,19,18,0,3,8,0,23,13,0,8,12,0,30,22,3,8,3,0,40,25,3,14,6,0,49,39,4,12,12,0,67,56,3,11,3,0,67,43,3,9,3,0,59,32,0,8,7,0,48,20,0,5,0,0,30,9,0,3,0,0,17,12,0,6,0,0,17,13,0,4,0,0,22,0,4,3,0,0,4,5,0,0,4,0,10,295,27,104,69,10,509,3,0,3,22,0,27,29,0
101021008,4,0,0,0,0,4,19,0,0,0,0,19,21,0,0,0,0,20,10,0,5,0,0,16,11,5,3,0,0,14,23,0,8,0,0,34,24,7,5,0,0,34,27,5,4,0,0,38,27,4,6,0,0,44,25,4,9,0,0,41,20,4,3,0,0,26,33,3,3,0,0,38,18,3,0,0,0,20,3,0,3,0,0,10,3,3,0,0,0,8,268,37,47,5,9,362,0,0,0,0,0,0,26,0,0,0,0,27,16,0,3,0,0,18,22,0,3,0,0,25,24,0,3,3,0,36,32,0,0,0,0,36,45,3,8,0,3,53,32,0,7,0,0,45,33,4,4,0,0,45,46,0,3,0,0,49,26,0,5,0,0,30,34,0,0,0,0,35,26,0,3,0,0,27,0,0,0,0,0,0,4,0,0,0,0,4,364,12,48,3,6,430,4,0,0,0,0,4,39,0
101021009,3,0,0,3,0,9,78,0,0,3,0,84,49,0,7,0,0,58,53,9,4,0,0,70,82,8,14,0,3,103,123,11,12,0,3,153,204,16,11,5,0,239,315,24,32,3,4,382,317,13,17,0,3,358,204,34,12,0,0,251,190,27,14,0,0,235,130,25,3,0,0,162,267,21,11,3,0,301,61,31,14,0,3,102,24,0,3,0,0,27,2096,219,157,23,15,2513,11,0,0,3,0,15,134,0,4,3,0,143,124,3,9,3,0,138,126,4,9,3,3,144,159,4,7,4,0,170,247,9,14,0,0,263,337,3,10,4,4,360,359,7,19,3,3,392,362,17,4,0,3,390,248,3,6,0,3,258,204,7,4,0,0,212,153,3,0,0,0,154,152,7,5,0,0,170,30,9,4,0,0,43,29,0,0,0,0,34,2674,73,99,23,20,2889,14,0,0,4,0,25,213,0
101021010,0,0,0,3,0,9,63,3,0,0,0,69,32,4,0,0,0,33,34,3,7,0,0,40,41,0,7,0,0,46,96,8,5,0,0,109,177,3,17,0,3,200,320,23,12,0,0,354,356,38,10,0,0,405,215,25,11,0,0,255,141,36,7,0,0,187,86,20,3,0,0,110,102,24,4,0,0,130,21,18,6,3,0,54,17,5,0,0,0,26,1700,207,94,10,11,2033,10,0,0,3,0,9,55,0,0,0,0,61,32,3,0,0,0,40,24,3,0,3,0,36,41,0,3,0,0,44,42,5,0,0,0,51,104,3,0,0,0,109,81,7,0,5,0,94,81,9,3,0,0,91,56,3,3,4,0,67,15,7,0,0,0,24,21,3,3,0,0,26,15,3,4,0,0,20,3,3,3,0,0,4,15,0,0,0,5,18,594,53,26,17,13,707,10,0,0,7,0,13,116,3
101021011,3,0,3,16,0,24,38,0,6,4,0,55,25,0,8,0,0,33,25,3,15,9,0,46,35,4,15,3,0,60,43,10,25,3,3,86,60,8,29,0,0,104,106,29,21,7,3,162,134,44,40,5,6,228,126,29,18,3,3,187,126,33,16,5,0,180,105,12,15,0,0,133,268,33,6,0,0,302,114,30,20,7,0,169,13,6,3,0,3,26,1225,242,239,65,20,1798,3,0,3,14,0,25,48,3,5,9,0,67,32,5,20,10,0,69,51,8,14,8,0,77,40,7,12,3,0,63,68,11,23,3,0,104,61,4,18,0,0,87,78,23,19,6,0,124,68,8,21,7,0,103,55,9,17,0,0,87,63,13,9,3,0,84,33,3,3,3,0,38,64,13,9,3,0,83,29,14,5,3,0,45,8,0,3,3,0,14,697,126,173,72,5,1073,8,3,8,23,0,47,85,3
101021012,3,0,0,3,0,6,36,0,4,0,0,39,20,3,5,3,0,30,23,0,3,0,3,31,30,0,4,0,0,41,54,14,3,0,0,79,75,13,13,0,0,106,153,17,12,0,0,187,188,31,13,3,0,228,159,28,12,0,3,197,110,39,17,0,0,160,78,25,5,0,0,101,67,36,11,0,0,113,20,36,9,0,0,62,22,0,3,0,0,23,1035,243,112,10,11,1411,3,0,0,0,0,6,27,3,3,0,0,30,28,0,11,3,0,38,32,0,6,0,0,33,42,0,5,0,0,47,46,4,16,0,0,64,62,0,10,0,0,74,85,6,6,0,0,100,71,3,12,3,0,87,44,4,3,0,0,52,32,14,3,0,0,50,21,12,0,0,0,33,10,7,3,0,0,22,7,8,5,0,0,19,10,0,0,0,0,10,514,60,78,12,4,674,5,0,0,6,0,12,63,3
101031013,3,0,0,4,0,6,7,0,4,4,0,13,3,0,3,6,0,14,14,0,4,5,0,22,16,0,3,0,0,21,21,3,6,7,0,36,30,5,10,9,0,58,71,3,22,3,4,101,70,5,11,3,0,92,50,9,10,0,0,64,36,10,8,0,0,56,19,3,5,5,0,26,19,0,5,0,0,27,8,3,4,0,0,15,3,0,3,4,0,12,365,41,93,47,14,566,0,0,0,14,0,11,17,0,0,3,3,20,21,0,7,3,0,38,22,0,3,3,0,25,27,3,3,7,0,38,54,3,3,0,0,63,55,5,4,0,0,70,39,6,9,0,3,54,29,5,8,3,0,44,28,3,3,0,0,29,13,3,3,0,0,23,13,0,0,3,0,16,12,0,0,0,0,9,0,0,0,0,0,7,7,0,3,0,0,14,344,31,48,36,7,466,0,0,0,15,0,21,21,0
101031014,4,0,3,3,0,13,59,0,4,0,0,62,39,0,16,0,0,51,42,4,9,4,0,58,62,3,16,0,0,83,110,3,28,5,0,145,144,7,22,0,3,181,182,12,24,0,3,225,166,29,19,5,0,218,97,15,10,3,0,126,85,15,3,0,0,106,72,13,10,0,0,92,107,8,4,0,0,118,50,11,8,4,0,68,16,5,5,0,3,31,1233,119,180,30,17,1576,3,0,0,8,0,12,70,0,3,3,0,77,73,7,15,7,0,95,77,4,4,0,3,97,122,6,11,3,0,143,208,5,19,6,4,238,259,8,11,0,0,282,239,11,12,0,0,264,171,3,6,0,0,186,120,9,4,0,0,133,77,5,3,3,0,91,73,3,0,0,0,76,59,3,6,0,0,60,11,4,3,0,0,22,23,0,5,0,0,37,1581,80,107,35,18,1822,9,0,3,11,0,23,125,0
101031015,0,0,3,0,0,7,0,0,0,3,3,11,3,0,5,8,3,18,3,4,14,5,0,24,11,3,9,11,0,32,15,3,26,6,0,50,11,0,18,9,0,37,37,4,13,0,0,62,30,11,13,4,0,59,21,7,8,3,0,47,15,5,6,3,0,31,4,0,4,3,0,13,14,0,7,3,0,26,0,7,4,4,0,21,0,0,0,0,0,6,177,40,134,66,16,428,0,0,3,5,0,9,7,0,0,3,0,11,14,0,4,7,0,21,15,3,6,3,0,32,15,3,9,4,0,25,18,5,11,6,0,42,14,3,10,3,0,27,9,3,7,3,0,25,3,3,3,0,0,14,3,7,0,3,0,9,3,3,3,0,0,9,3,0,0,0,0,5,3,0,0,0,0,8,4,0,0,0,0,9,4,0,0,3,0,9,119,32,62,51,3,266,0,0,6,8,3,16,12,0
101031016,10,0,0,8,0,15,45,0,4,3,0,58,56,0,15,0,0,72,93,3,4,4,0,106,109,3,14,12,0,143,224,13,26,5,0,276,314,14,29,4,0,365,327,26,25,11,10,395,272,35,39,3,0,351,152,12,20,6,0,187,96,24,20,3,0,147,75,10,12,3,0,100,82,15,12,0,0,114,14,16,12,3,0,47,30,7,4,0,3,46,1904,183,241,60,25,2415,11,0,0,12,0,27,71,0,3,6,3,90,68,3,13,3,0,83,109,7,16,0,0,135,130,5,14,9,0,162,330,8,33,7,0,375,342,10,29,5,0,388,256,19,19,3,0,293,178,23,16,0,4,216,94,5,12,0,0,113,52,20,6,5,0,82,36,3,0,3,0,40,36,3,4,0,0,47,8,14,10,0,0,27,29,0,3,0,0,35,1739,122,176,59,17,2123,16,3,5,21,0,42,115,3
