SA2_MAINCODE_2016,ClAW_150_299_A_65_74,ClAW_150_299_A_75ov,ClAW_150_299_Tot,ClAW_300_399_A_15_19,ClAW_300_399_A_20_24,ClAW_300_399_A_25_34,ClAW_300_399_A_35_44,ClAW_300_399_A_45_54,ClAW_300_399_A_55_64,ClAW_300_399_A_65_74,ClAW_300_399_A_75ov,ClAW_300_399_Tot,ClAW_400_499_A_15_19,ClAW_400_499_A_20_24,ClAW_400_499_A_25_34,ClAW_400_499_A_35_44,ClAW_400_499_A_45_54,ClAW_400_499_A_55_64,ClAW_400_499_A_65_74,ClAW_400_499_A_75ov,ClAW_400_499_Tot,ClAW_500_649_A_15_19,ClAW_500_649_A_20_24,ClAW_500_649_A_25_34,ClAW_500_649_A_35_44,ClAW_500_649_A_45_54,ClAW_500_649_A_55_64,ClAW_500_649_A_65_74,ClAW_500_649_A_75ov,ClAW_500_649_Tot,ClAW_650_799_A_15_19,ClAW_650_799_A_20_24,ClAW_650_799_A_25_34,ClAW_650_799_A_35_44,ClAW_650_799_A_45_54,ClAW_650_799_A_55_64,ClAW_650_799_A_65_74,ClAW_650_799_A_75ov,ClAW_650_799_Tot,ClAW_800_999_A_15_19,ClAW_800_999_A_20_24,ClAW_800_999_A_25_34,ClAW_800_999_A_35_44,ClAW_800_999_A_45_54,ClAW_800_999_A_55_64,ClAW_800_999_A_65_74,ClAW_800_999_A_75ov,ClAW_800_999_Tot,ClAW_1000_1249_A_15_19,ClAW_1000_1249_A_20_24,ClAW_1000_1249_A_25_34,ClAW_1000_1249_A_35_44,ClAW_1000_1249_A_45_54,ClAW_1000_1249_A_55_64,ClAW_1000_1249_A_65_74,ClAW_1000_1249_A_75ov,ClAW_1000_1249_Tot,ClAW_1250_1499_A_15_19,ClAW_1250_1499_A_20_24,ClAW_1250_1499_A_25_34,ClAW_1250_1499_A_35_44,ClAW_1250_1499_A_45_54,ClAW_1250_1499_A_55_64,ClAW_1250_1499_A_65_74,ClAW_1250_1499_A_75ov,ClAW_1250_1499_Tot,ClAW_1500_1749_A_15_19,ClAW_1500_1749_A_20_24,ClAW_1500_1749_A_25_34,ClAW_1500_1749_A_35_44,ClAW_1500_1749_A_45_54,ClAW_1500_1749_A_55_64,ClAW_1500_1749_A_65_74,ClAW_1500_1749_A_75ov,ClAW_1500_1749_Tot,ClAW_1750_1999_A_15_19,ClAW_1750_1999_A_20_24,ClAW_1750_1999_A_25_34,ClAW_1750_1999_A_35_44,ClAW_1750_1999_A_45_54,ClAW_1750_1999_A_55_64,ClAW_1750_1999_A_65_74,ClAW_1750_1999_A_75ov,ClAW_1750_1999_Tot,ClAW_2000_2999_A_15_19,ClAW_2000_2999_A_20_24,ClAW_2000_2999_A_25_34,ClAW_2000_2999_A_35_44,ClAW_2000_2999_A_45_54,ClAW_2000_2999_A_55_64,ClAW_2000_2999_A_65_74,ClAW_2000_2999_A_75ov,ClAW_2000_2999_Tot,ClAW_3000mo_A_15_19,ClAW_3000mo_A_20_24,ClAW_3000mo_A_25_34,ClAW_3000mo_A_35_44,ClAW_3000mo_A_45_54,ClAW_3000mo_A_55_64,ClAW_3000mo_A_65_74,ClAW_3000mo_A_75ov,ClAW_3000mo_Tot,ClAW_PINS_A_15_19,ClAW_PINS_A_20_24,ClAW_PINS_A_25_34,ClAW_PINS_A_35_44,ClAW_PINS_A_45_54,ClAW_PINS_A_55_64,ClAW_PINS_A_65_74,ClAW_PINS_A_75ov,ClAW_PINS_Tot,ClAW_Tot_A_15_19,ClAW_Tot_A_20_24,ClAW_Tot_A_25_34,ClAW_Tot_A_35_44,ClAW_Tot_A_45_54,ClAW_Tot_A_55_64,ClAW_Tot_A_65_74,ClAW_Tot_A_75ov,ClAW_Tot_Tot,SW_NNI_A_15_19,SW_NNI_A_20_24,SW_NNI_A_25_34,SW_NNI_A_35_44,SW_NNI_A_45_54,SW_NNI_A_55_64,SW_NNI_A_65_74,SW_NNI_A_75ov,SW_NNI_Tot,SW_1_149_A_15_19,SW_1_149_A_20_24,SW_1_149_A_25_34,SW_1_149_A_35_44,SW_1_149_A_45_54,SW_1_149_A_55_64,SW_1_149_A_65_74,SW_1_149_A_75ov,SW_1_149_Tot,SW_150_299_A_15_19,SW_150_299_A_20_24,SW_150_299_A_25_34,SW_150_299_A_35_44,SW_150_299_A_45_54,SW_150_299_A_55_64,SW_150_299_A_65_74,SW_150_299_A_75ov,SW_150_299_Tot,SW_300_399_A_15_19,SW_300_399_A_20_24,SW_300_399_A_25_34,SW_300_399_A_35_44,SW_300_399_A_45_54,SW_300_399_A_55_64,SW_300_399_A_65_74,SW_300_399_A_75ov,SW_300_399_Tot,SW_400_499_A_15_19,SW_400_499_A_20_24,SW_400_499_A_25_34,SW_400_499_A_35_44,SW_400_499_A_45_54,SW_400_499_A_55_64,SW_400_499_A_65_74,SW_400_499_A_75ov,SW_400_499_Tot,SW_500_649_A_15_19,SW_500_649_A_20_24,SW_500_649_A_25_34,SW_500_649_A_35_44,SW_500_649_A_45_54,SW_500_649_A_55_64,SW_500_649_A_65_74,SW_500_649_A_75ov,SW_500_649_Tot,SW_650_799_A_15_19,SW_650_799_A_20_24,SW_650_799_A_25_34,SW_650_799_A_35_44,SW_650_799_A_45_54,SW_650_799_A_55_64,SW_650_799_A_65_74,SW_650_799_A_75ov,SW_650_799_Tot,SW_800_999_A_15_19,SW_800_999_A_20_24,SW_800_999_A_25_34,SW_800_999_A_35_44,SW_800_999_A_45_54,SW_800_999_A_55_64,SW_800_999_A_65_74,SW_800_999_A_75ov,SW_800_999_Tot,SW_1000_1249_A_15_19,SW_1000_1249_A_20_24,SW_1000_1249_A_25_34,SW_1000_1249_A_35_44,SW_1000_1249_A_45_54,SW_1000_1249_A_55_64,SW_1000_1249_A_65_74,SW_1000_1249_A_75ov
101041017,0,0,9,0,3,3,8,3,9,3,0,26,0,3,6,12,9,12,3,0,50,3,7,7,11,14,14,0,0,62,3,3,29,20,29,17,3,0,114,0,3,14,18,33,29,3,0,105,3,3,25,29,43,23,3,0,133,0,0,8,17,18,9,0,0,58,0,3,0,5,10,7,0,0,22,0,0,0,4,8,6,0,0,13,0,0,0,0,8,0,0,0,7,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,7,16,29,99,131,187,134,19,0,620,3,0,0,0,0,0,0,0,10,90,8,0,3,3,7,0,0,102,36,8,4,3,3,5,0,0,61,8,9,4,8,7,16,0,0,52,3,14,12,8,18,18,3,0,67,0,17,23,19,25,16,3,0,113,0,5,21,20,28,19,9,0,98,0,5,21,10,33,19,5,0,97,0,3,6,13,16,14,3,0
101041018,3,0,3,0,0,0,0,0,0,3,0,8,0,0,0,4,0,6,0,0,10,0,0,0,3,9,6,0,0,25,0,3,3,4,9,3,7,0,23,0,0,7,4,3,11,3,0,21,0,0,0,3,0,8,0,0,8,0,0,0,0,3,4,0,0,10,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,13,24,26,43,15,0,124,3,0,0,0,0,0,0,0,3,23,0,0,0,0,0,0,0,28,6,0,0,0,0,3,0,0,14,0,0,0,0,0,0,0,0,3,3,0,0,0,3,0,0,0,12,0,3,0,3,8,3,0,0,15,0,0,5,6,3,0,0,0,16,0,3,0,0,6,0,0,0,13,0,0,0,0,0,0,0,0
101041019,0,0,20,0,0,3,6,7,8,0,0,29,3,0,9,9,11,8,4,0,47,3,5,11,11,20,18,8,0,75,0,10,12,18,35,23,3,0,105,0,4,20,20,46,33,5,0,129,0,0,10,15,37,38,5,0,111,0,0,6,12,29,14,0,0,68,0,0,3,7,15,7,0,0,43,0,0,0,3,7,3,0,0,10,0,0,3,3,4,5,0,0,17,0,0,0,0,0,0,0,0,4,0,0,0,0,0,3,0,0,11,6,25,93,118,213,182,35,6,684,3,0,0,0,0,0,0,0,3,71,0,3,0,0,0,0,0,75,22,3,4,3,3,7,0,0,45,10,7,6,7,9,3,0,0,38,14,11,10,11,10,10,4,0,66,4,13,15,10,24,17,3,0,86,0,14,19,10,31,20,3,0,97,0,0,5,5,22,14,0,0,45,0,0,4,4,15,5,0,0
101041020,3,0,15,0,0,0,0,0,0,0,0,4,0,0,0,0,3,4,3,0,7,0,0,0,3,0,0,0,0,10,0,0,4,0,11,0,0,0,15,0,0,0,0,0,3,0,0,8,0,0,0,0,3,7,0,0,8,0,0,0,3,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,13,19,26,23,11,0,90,0,0,0,0,0,0,0,0,3,7,0,0,0,0,3,0,0,8,3,0,0,0,0,0,0,0,3,0,0,0,0,3,4,0,0,8,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,7,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0
101041021,0,0,0,0,0,0,4,0,0,0,0,6,0,0,0,0,0,0,4,0,8,0,0,3,3,4,4,0,0,14,0,0,0,3,5,3,0,0,7,0,0,0,3,0,3,0,0,6,0,0,0,3,0,5,0,0,12,0,0,0,0,3,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,4,3,22,19,18,6,0,69,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,0,0,0,0,6,4,3,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,6,0,0,0,0,5,0,0,0,7,0,0,0,0,3,0,0,0
101041022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
101041023,3,0,7,0,0,0,0,3,4,0,0,11,0,0,0,0,3,4,0,0,14,0,0,0,8,8,12,4,0,31,0,0,0,7,3,3,0,0,14,0,0,7,4,7,7,3,0,26,0,0,0,7,4,3,0,0,21,0,0,0,0,3,6,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,14,26,30,49,14,0,136,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,15,3,3,0,0,0,4,0,0,14,0,0,0,0,0,0,0,0,9,0,0,4,7,8,8,0,0,27,0,3,0,10,5,5,3,0,24,0,0,3,3,9,4,0,0,21,0,0,0,0,0,4,3,0,16,0,0,0,0,0,0,0,0
101041024,3,0,12,0,0,0,0,0,0,0,0,5,0,0,0,0,3,4,0,0,7,0,0,5,0,3,0,0,0,12,0,0,0,7,3,3,0,0,11,0,0,0,4,3,0,0,0,13,0,0,0,0,0,5,0,0,11,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,9,21,19,22,10,0,73,3,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,7,0,0,0,3,3,0,0,0,8,0,0,0,4,0,3,3,0,12,0,0,0,0,0,5,0,0,6,0,0,0,3,0,0,0,0,4,0,0,3,0,3,0,0,0,8,0,0,0,0,0,0,0,0
101041025,0,0,15,0,0,0,3,4,6,3,0,19,3,0,5,6,9,9,3,0,31,5,3,6,12,20,16,4,0,63,0,0,13,18,20,17,0,0,73,0,4,4,15,25,16,0,0,72,0,0,6,10,19,21,9,0,57,0,0,3,4,5,0,0,0,16,0,0,3,3,3,0,0,0,11,0,0,0,3,3,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,5,0,0,0,0,0,3,0,0,7,11,9,40,81,119,106,25,3,396,3,0,0,0,0,3,0,0,6,71,0,0,3,0,0,3,0,83,12,7,4,0,4,12,5,0,45,3,4,3,4,12,9,7,0,37,18,10,9,3,6,11,10,0,68,3,10,8,11,23,13,3,0,74,0,3,16,13,29,18,3,4,90,0,3,10,5,9,13,9,0,58,0,3,7,10,12,3,4,0
101041026,0,0,16,4,0,0,0,3,3,3,0,18,6,3,3,13,9,10,3,0,48,5,16,4,17,16,11,3,0,69,4,15,12,15,22,18,3,0,90,0,3,15,17,24,24,3,0,85,0,8,10,16,24,24,0,0,77,0,0,3,5,14,13,0,0,35,0,0,0,0,6,6,0,0,13,0,0,0,3,0,4,0,0,7,0,0,0,0,3,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,24,44,48,93,124,119,20,0,475,5,0,0,0,0,0,0,0,5,47,4,0,0,0,0,0,0,55,10,5,0,0,3,10,0,0,27,9,4,3,3,3,9,0,0,30,8,0,0,9,7,9,0,0,37,3,12,3,12,10,10,3,0,47,0,11,10,5,20,9,5,0,63,0,6,3,5,10,12,0,0,36,0,0,6,0,11,3,0,0
