SA2_MAINCODE_2016,Tot_Const_Tot,Tot_WST_Bf_91,Tot_WST_91_95,Tot_WST_96_00,Tot_WST_01_05,Tot_WST_06_10,Tot_WST_11_15,Tot_WST_2016,Tot_WST_NS,Tot_WST_Tot,Tot_RetT_Bf_91,Tot_RetT_91_95,Tot_RetT_96_00,Tot_RetT_01_05,Tot_RetT_06_10,Tot_RetT_11_15,Tot_RetT_2016,Tot_RetT_NS,Tot_RetT_Tot,Tot_AcFd_Bf_91,Tot_AcFd_91_95,Tot_AcFd_96_00,Tot_AcFd_01_05,Tot_AcFd_06_10,Tot_AcFd_11_15,Tot_AcFd_2016,Tot_AcFd_NS,Tot_AcFd_Tot,Tot_TPW_Bf_91,Tot_TPW_91_95,Tot_TPW_96_00,Tot_TPW_01_05,Tot_TPW_06_10,Tot_TPW_11_15,Tot_TPW_2016,Tot_TPW_NS,Tot_TPW_Tot,Tot_IMT_Bf_91,Tot_IMT_91_95,Tot_IMT_96_00,Tot_IMT_01_05,Tot_IMT_06_10,Tot_IMT_11_15,Tot_IMT_2016,Tot_IMT_NS,Tot_IMT_Tot,Tot_FinIns_Bf_91,Tot_FinIns_91_95,Tot_FinIns_96_00,Tot_FinIns_01_05,Tot_FinIns_06_10,Tot_FinIns_11_15,Tot_FinIns_2016,Tot_FinIns_NS,Tot_FinIns_Tot,Tot_RHRE_Bf_91,Tot_RHRE_91_95,Tot_RHRE_96_00,Tot_RHRE_01_05,Tot_RHRE_06_10,Tot_RHRE_11_15,Tot_RHRE_2016,Tot_RHRE_NS,Tot_RHRE_Tot,Tot_ProSTS_Bf_91,Tot_ProSTS_91_95,Tot_ProSTS_96_00,Tot_ProSTS_01_05,Tot_ProSTS_06_10,Tot_ProSTS_11_15,Tot_ProSTS_2016,Tot_ProSTS_NS,Tot_ProSTS_Tot,Tot_AdSup_Bf_91,Tot_AdSup_91_95,Tot_AdSup_96_00,Tot_AdSup_01_05,Tot_AdSup_06_10,Tot_AdSup_11_15,Tot_AdSup_2016,Tot_AdSup_NS,Tot_AdSup_Tot,Tot_PubAS_Bf_91,Tot_PubAS_91_95,Tot_PubAS_96_00,Tot_PubAS_01_05,Tot_PubAS_06_10,Tot_PubAS_11_15,Tot_PubAS_2016,Tot_PubAS_NS,Tot_PubAS_Tot,Tot_EdTrn_Bf_91,Tot_EdTrn_91_95,Tot_EdTrn_96_00,Tot_EdTrn_01_05,Tot_EdTrn_06_10,Tot_EdTrn_11_15,Tot_EdTrn_2016,Tot_EdTrn_NS,Tot_EdTrn_Tot,Tot_HC_SA_Bf_91,Tot_HC_SA_91_95,Tot_HC_SA_96_00,Tot_HC_SA_01_05,Tot_HC_SA_06_10,Tot_HC_SA_11_15,Tot_HC_SA_2016,Tot_HC_SA_NS,Tot_HC_SA_Tot,Tot_ArtsR_Bf_91,Tot_ArtsR_91_95,Tot_ArtsR_96_00,Tot_ArtsR_01_05,Tot_ArtsR_06_10,Tot_ArtsR_11_15,Tot_ArtsR_2016,Tot_ArtsR_NS,Tot_ArtsR_Tot,Tot_OthSvs_Bf_91,Tot_OthSvs_91_95,Tot_OthSvs_96_00,Tot_OthSvs_01_05,Tot_OthSvs_06_10,Tot_OthSvs_11_15,Tot_OthSvs_2016,Tot_OthSvs_NS,Tot_OthSvs_Tot,Tot_IDNS_Bf_91,Tot_IDNS_91_95,Tot_IDNS_96_00,Tot_IDNS_01_05,Tot_IDNS_06_10,Tot_IDNS_11_15,Tot_IDNS_2016,Tot_IDNS_NS,Tot_IDNS_Tot,Tot_Tot_Bf_91,Tot_Tot_91_95,Tot_Tot_96_00,Tot_Tot_01_05,Tot_Tot_06_10,Tot_Tot_11_15,Tot_Tot_2016,Tot_Tot_NS,Tot_Tot_Tot
101021007,9,0,0,0,0,0,0,0,0,0,7,3,0,0,0,0,0,0,14,7,0,0,0,7,0,0,0,22,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,6,8,0,0,0,0,0,0,0,10,3,0,0,0,0,0,0,0,3,6,0,0,0,0,0,0,0,6,3,0,0,0,0,4,0,0,9,88,10,7,9,15,19,0,4,138
101021008,10,0,0,0,0,0,0,0,0,0,0,0,3,3,4,0,0,0,10,6,0,0,0,0,3,0,0,9,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,8,3,0,0,0,0,3,0,0,10,7,0,0,0,0,0,0,0,8,27,3,0,5,0,0,0,0,33,12,0,3,0,4,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,4,0,0,7,68,5,13,14,16,11,4,3,121
101021009,76,6,0,0,0,0,0,0,0,12,22,3,11,23,49,31,3,3,145,18,7,3,9,46,41,0,4,133,14,3,0,3,9,4,0,0,39,3,0,0,0,0,3,0,0,5,3,0,3,0,6,6,0,0,20,9,0,0,3,0,4,0,0,13,20,0,5,12,6,3,0,3,54,8,3,4,0,6,11,0,0,36,71,20,19,24,30,7,0,3,179,24,0,3,4,6,10,0,3,48,84,18,18,37,109,90,5,9,373,3,0,0,0,4,3,0,0,8,16,5,0,8,19,9,0,0,60,15,3,5,3,11,10,0,0,51,366,73,91,133,335,243,13,26,1288
101021010,106,6,3,0,0,5,5,0,0,23,13,0,0,7,11,9,0,0,41,8,0,0,6,28,14,0,4,70,26,3,3,4,14,6,0,0,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,9,13,0,0,4,15,3,0,0,29,7,0,0,0,3,0,0,0,13,4,0,4,3,6,0,0,0,18,9,0,0,0,0,0,0,0,8,4,0,0,0,0,3,0,0,5,3,0,0,0,0,0,0,0,3,8,0,0,0,9,4,3,0,27,17,0,0,0,8,7,0,0,34,204,18,27,35,137,114,13,15,562
101021011,71,0,0,0,0,0,0,0,0,0,15,0,0,3,3,3,0,0,30,7,0,5,0,13,8,3,0,42,9,0,0,0,4,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,7,0,0,0,0,0,0,0,0,3,26,3,3,6,0,0,0,3,40,12,3,0,3,0,0,0,0,20,58,3,8,14,9,12,0,0,103,14,0,0,3,0,4,0,0,21,7,0,0,3,8,0,0,0,17,11,0,0,0,0,0,0,0,12,4,3,0,3,0,0,0,0,14,11,0,3,4,3,0,0,0,22,252,19,38,49,55,53,7,13,490
101021012,74,0,0,0,0,6,3,0,0,9,10,3,6,3,9,7,0,0,38,5,0,3,0,3,0,0,0,10,16,0,0,0,9,0,0,0,25,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,17,3,0,0,5,3,0,0,29,3,0,0,0,3,0,0,0,7,3,0,0,3,0,0,0,0,9,10,0,3,0,0,9,0,0,21,10,3,3,0,3,11,0,0,38,0,0,0,0,0,0,0,0,0,7,0,0,0,11,6,0,0,22,12,0,3,0,8,3,0,0,30,157,25,26,32,77,73,3,7,394
101031013,3,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,5,4,3,0,0,0,0,0,0,3,4,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,4,9,0,0,0,0,0,0,0,6,0,0,0,0,3,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,5,44,4,0,6,11,12,0,4,81
101031014,12,4,0,0,0,0,0,0,0,4,26,3,4,3,5,7,0,0,56,19,3,5,8,3,8,0,3,50,6,0,0,0,0,0,0,0,9,3,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,4,0,0,0,3,0,0,0,0,7,14,0,4,0,0,6,0,0,17,5,0,0,0,0,0,0,0,5,26,0,3,0,0,0,0,0,35,28,4,0,4,0,0,0,0,41,41,9,4,5,13,3,0,0,82,3,0,0,0,0,0,0,0,9,8,0,0,0,0,0,0,0,15,6,0,0,3,4,0,0,3,16,232,32,28,39,49,35,0,22,431
101031015,8,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,7,11,0,0,0,0,0,0,0,16,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,5,67,3,4,4,3,7,0,4,91
101031016,8,4,0,0,0,0,0,0,0,6,19,0,4,3,7,3,0,5,38,68,14,16,16,37,83,17,20,267,14,0,0,0,0,3,0,0,19,3,0,0,0,0,0,0,0,7,3,0,0,0,0,0,0,0,3,5,0,0,0,0,4,4,3,20,7,0,0,3,4,0,0,0,16,4,0,3,0,0,19,0,7,39,8,0,0,0,3,0,0,0,14,18,3,4,0,3,8,3,0,38,13,3,0,3,4,3,0,3,27,35,4,9,0,14,16,7,13,100,8,0,3,0,3,0,0,0,14,7,0,0,0,4,3,0,3,19,241,37,46,41,80,156,36,49,688
