SA2_MAINCODE_2016,OIDNS_2000_2999_H_0,OIDNS_2000_2999_H_1_15,OIDNS_2000_2999_H_16_24,OIDNS_2000_2999_H_25_34,OIDNS_2000_2999_H_35_39,OIDNS_2000_2999_H_40,OIDNS_2000_2999_H_41_48,OIDNS_2000_2999_H_49mo,OIDNS_2000_2999_H_NS,OIDNS_2000_2999_H_Tot,OIDNS_3000mo_H_0,OIDNS_3000mo_H_1_15,OIDNS_3000mo_H_16_24,OIDNS_3000mo_H_25_34,OIDNS_3000mo_H_35_39,OIDNS_3000mo_H_40,OIDNS_3000mo_H_41_48,OIDNS_3000mo_H_49mo,OIDNS_3000mo_H_NS,OIDNS_3000mo_H_Tot,OIDNS_PINS_H_0,OIDNS_PINS_H_1_15,OIDNS_PINS_H_16_24,OIDNS_PINS_H_25_34,OIDNS_PINS_H_35_39,OIDNS_PINS_H_40,OIDNS_PINS_H_41_48,OIDNS_PINS_H_49mo,OIDNS_PINS_H_NS,OIDNS_PINS_H_Tot,OIDNS_Tot_H_0,OIDNS_Tot_H_1_15,OIDNS_Tot_H_16_24,OIDNS_Tot_H_25_34,OIDNS_Tot_H_35_39,OIDNS_Tot_H_40,OIDNS_Tot_H_41_48,OIDNS_Tot_H_49mo,OIDNS_Tot_H_NS,OIDNS_Tot_H_Tot,Tot_NNI_H_0,Tot_NNI_H_1_15,Tot_NNI_H_16_24,Tot_NNI_H_25_34,Tot_NNI_H_35_39,Tot_NNI_H_40,Tot_NNI_H_41_48,Tot_NNI_H_49mo,Tot_NNI_H_NS,Tot_NNI_H_Tot,Tot_1_149_H_0,Tot_1_149_H_1_15,Tot_1_149_H_16_24,Tot_1_149_H_25_34,Tot_1_149_H_35_39,Tot_1_149_H_40,Tot_1_149_H_41_48,Tot_1_149_H_49mo,Tot_1_149_H_NS,Tot_1_149_H_Tot,Tot_150_299_H_0,Tot_150_299_H_1_15,Tot_150_299_H_16_24,Tot_150_299_H_25_34,Tot_150_299_H_35_39,Tot_150_299_H_40,Tot_150_299_H_41_48,Tot_150_299_H_49mo,Tot_150_299_H_NS,Tot_150_299_H_Tot,Tot_300_399_H_0,Tot_300_399_H_1_15,Tot_300_399_H_16_24,Tot_300_399_H_25_34,Tot_300_399_H_35_39,Tot_300_399_H_40,Tot_300_399_H_41_48,Tot_300_399_H_49mo,Tot_300_399_H_NS,Tot_300_399_H_Tot,Tot_400_499_H_0,Tot_400_499_H_1_15,Tot_400_499_H_16_24,Tot_400_499_H_25_34,Tot_400_499_H_35_39,Tot_400_499_H_40,Tot_400_499_H_41_48,Tot_400_499_H_49mo,Tot_400_499_H_NS,Tot_400_499_H_Tot,Tot_500_649_H_0,Tot_500_649_H_1_15,Tot_500_649_H_16_24,Tot_500_649_H_25_34,Tot_500_649_H_35_39,Tot_500_649_H_40,Tot_500_649_H_41_48,Tot_500_649_H_49mo,Tot_500_649_H_NS,Tot_500_649_H_Tot,Tot_650_799_H_0,Tot_650_799_H_1_15,Tot_650_799_H_16_24,Tot_650_799_H_25_34,Tot_650_799_H_35_39,Tot_650_799_H_40,Tot_650_799_H_41_48,Tot_650_799_H_49mo,Tot_650_799_H_NS,Tot_650_799_H_Tot,Tot_800_999_H_0,Tot_800_999_H_1_15,Tot_800_999_H_16_24,Tot_800_999_H_25_34,Tot_800_999_H_35_39,Tot_800_999_H_40,Tot_800_999_H_41_48,Tot_800_999_H_49mo,Tot_800_999_H_NS,Tot_800_999_H_Tot,Tot_1000_1249_H_0,Tot_1000_1249_H_1_15,Tot_1000_1249_H_16_24,Tot_1000_1249_H_25_34,Tot_1000_1249_H_35_39,Tot_1000_1249_H_40,Tot_1000_1249_H_41_48,Tot_1000_1249_H_49mo,Tot_1000_1249_H_NS,Tot_1000_1249_H_Tot,Tot_1250_1499_H_0,Tot_1250_1499_H_1_15,Tot_1250_1499_H_16_24,Tot_1250_1499_H_25_34,Tot_1250_1499_H_35_39,Tot_1250_1499_H_40,Tot_1250_1499_H_41_48,Tot_1250_1499_H_49mo,Tot_1250_1499_H_NS,Tot_1250_1499_H_Tot,Tot_1500_1749_H_0,Tot_1500_1749_H_1_15,Tot_1500_1749_H_16_24,Tot_1500_1749_H_25_34,Tot_1500_1749_H_35_39,Tot_1500_1749_H_40,Tot_1500_1749_H_41_48,Tot_1500_1749_H_49mo,Tot_1500_1749_H_NS,Tot_1500_1749_H_Tot,Tot_1750_1999_H_0,Tot_1750_1999_H_1_15,Tot_1750_1999_H_16_24,Tot_1750_1999_H_25_34,Tot_1750_1999_H_35_39,Tot_1750_1999_H_40,Tot_1750_1999_H_41_48,Tot_1750_1999_H_49mo,Tot_1750_1999_H_NS,Tot_1750_1999_H_Tot,Tot_2000_2999_H_0,Tot_2000_2999_H_1_15,Tot_2000_2999_H_16_24,Tot_2000_2999_H_25_34,Tot_2000_2999_H_35_39,Tot_2000_2999_H_40,Tot_2000_2999_H_41_48,Tot_2000_2999_H_49mo,Tot_2000_2999_H_NS,Tot_2000_2999_H_Tot,Tot_3000mo_H_0,Tot_3000mo_H_1_15,Tot_3000mo_H_16_24,Tot_3000mo_H_25_34,Tot_3000mo_H_35_39,Tot_3000mo_H_40,Tot_3000mo_H_41_48,Tot_3000mo_H_49mo,Tot_3000mo_H_NS,Tot_3000mo_H_Tot,Tot_PINS_H_0,Tot_PINS_H_1_15,Tot_PINS_H_16_24,Tot_PINS_H_25_34,Tot_PINS_H_35_39,Tot_PINS_H_40,Tot_PINS_H_41_48,Tot_PINS_H_49mo,Tot_PINS_H_NS,Tot_PINS_H_Tot,Tot_Tot_H_0,Tot_Tot_H_1_15,Tot_Tot_H_16_24,Tot_Tot_H_25_34,Tot_Tot_H_35_39,Tot_Tot_H_40,Tot_Tot_H_41_48,Tot_Tot_H_49mo,Tot_Tot_H_NS,Tot_Tot_H_Tot
101021007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,0,0,3,3,0,0,3,0,15,26,0,3,6,0,0,0,0,16,0,27,0,26,3,4,0,3,0,3,4,46,3,23,11,9,3,0,0,13,5,60,3,18,8,6,5,6,3,20,3,78,3,17,26,13,5,9,4,23,0,91,6,19,22,20,9,15,6,17,0,120,3,9,20,32,14,15,8,15,0,114,0,6,13,21,19,25,13,21,3,120,6,11,3,9,14,30,26,33,3,133,0,6,5,10,14,16,3,25,0,71,4,0,0,7,8,8,10,18,0,56,3,0,0,4,4,6,10,10,0,41,3,6,3,5,8,8,9,15,0,52,0,0,3,0,0,3,4,8,0,25,0,5,0,4,0,0,3,5,12,27,40,145,120,135,104,148,90,231,35,1048
101021008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,9,3,0,0,0,0,0,0,0,0,4,0,37,0,0,0,0,0,0,0,43,0,20,7,6,0,0,0,0,0,41,3,15,11,0,0,0,0,6,0,37,0,16,16,6,3,3,0,0,0,50,3,10,13,12,8,9,0,4,0,68,3,10,11,29,21,12,5,3,0,95,0,4,6,22,15,10,3,18,0,88,0,12,4,3,26,18,5,11,4,86,3,3,0,17,20,13,5,18,3,85,0,0,0,9,5,14,5,9,0,58,4,0,0,4,15,21,10,20,0,70,3,0,3,0,8,11,7,22,0,54,0,0,0,0,0,4,0,0,0,6,0,0,0,0,0,7,0,5,0,13,24,128,87,112,124,126,57,110,13,794
101021009,0,0,0,0,3,0,3,0,0,4,0,0,0,0,0,0,0,0,3,5,0,0,0,0,3,0,0,0,9,11,3,9,3,6,18,20,9,5,28,105,4,7,3,0,0,3,3,4,3,25,13,189,14,0,0,0,0,4,3,223,10,124,40,16,9,0,0,0,0,192,8,75,61,20,12,6,0,7,5,209,3,53,94,50,25,18,9,11,9,279,7,59,99,116,57,34,12,9,11,415,20,40,51,120,198,70,38,38,9,598,22,27,59,102,249,147,65,85,16,768,25,14,47,69,244,170,77,95,5,745,18,10,18,48,149,116,64,81,6,510,13,9,22,43,102,112,53,93,0,445,17,0,6,20,83,86,32,64,4,314,19,6,13,18,112,111,77,122,0,472,3,5,0,14,11,28,21,61,6,149,3,9,6,3,11,15,3,3,15,62,190,635,527,646,1247,920,465,679,94,5407
101021010,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,8,0,0,3,4,6,3,0,0,20,41,3,4,4,0,0,0,0,3,0,13,3,101,8,0,0,0,0,0,5,130,3,40,17,12,0,3,0,0,0,72,4,24,21,11,8,4,0,3,0,78,9,19,23,18,10,5,5,5,3,93,7,14,21,29,34,27,13,10,4,155,5,7,17,37,113,66,32,24,5,309,12,6,22,54,113,124,62,54,4,451,16,11,7,26,113,140,93,90,0,499,8,4,7,8,66,88,60,93,5,329,0,3,5,0,37,53,33,77,0,214,0,0,0,4,18,26,24,62,0,136,3,3,3,3,4,26,26,84,0,153,0,0,3,8,0,10,3,37,3,61,3,9,0,3,3,10,3,7,7,45,73,249,162,205,508,575,358,552,49,2735
101021011,0,0,0,0,3,3,0,4,0,7,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,4,3,0,6,3,11,9,5,10,6,59,3,16,3,4,3,0,0,14,3,47,4,88,10,5,0,3,0,4,7,118,4,52,14,14,6,3,3,10,0,107,8,43,26,15,9,8,4,10,3,123,5,25,25,27,9,12,5,4,3,120,6,25,36,42,15,36,8,26,3,190,5,18,22,33,43,33,16,22,7,191,6,23,16,42,55,75,31,34,3,292,17,14,12,35,69,76,37,70,4,328,3,13,10,21,44,60,47,65,3,271,5,11,12,15,46,61,38,80,3,266,5,3,3,11,26,37,34,55,0,178,13,11,8,13,32,78,90,146,3,392,9,11,10,4,12,23,37,102,3,211,4,13,6,0,0,5,3,9,4,49,94,349,213,282,371,510,357,644,44,2873
101021012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,3,4,0,3,8,0,0,4,3,3,9,31,3,3,0,0,0,3,0,0,0,12,0,58,10,0,0,3,0,0,0,70,0,48,6,7,0,3,0,3,0,70,0,25,18,11,3,0,0,0,0,64,0,18,22,25,9,12,3,0,3,91,8,20,13,27,29,24,6,20,0,146,4,11,20,35,53,31,16,12,3,180,0,7,16,25,75,84,34,40,3,287,8,10,11,20,62,99,55,54,5,322,3,4,9,12,38,64,50,72,7,254,6,0,3,20,9,62,45,64,0,212,3,4,3,8,11,41,22,42,0,140,9,3,0,3,12,38,16,56,0,138,0,0,3,4,3,6,7,41,0,79,0,3,0,0,3,4,0,8,5,30,49,221,143,191,311,473,251,412,33,2086
101031013,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,6,6,3,0,0,3,0,3,4,4,26,0,3,0,0,3,3,4,7,3,21,0,23,3,4,0,0,0,0,0,31,0,16,4,3,0,3,0,12,0,49,3,13,8,5,10,4,8,3,0,48,4,13,20,5,4,5,4,7,7,60,0,9,28,20,11,10,8,12,0,101,6,11,15,24,16,17,9,21,0,125,4,3,5,14,33,22,24,36,3,151,5,6,4,8,24,10,29,47,3,140,6,5,6,4,16,12,11,33,0,96,3,3,0,0,16,12,13,24,0,79,0,0,0,9,8,10,9,22,0,46,3,0,0,0,8,5,3,19,0,41,0,0,0,3,0,0,3,9,3,20,0,3,3,0,0,6,3,4,0,20,42,104,106,105,149,119,119,255,25,1023
101031014,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,8,3,4,3,3,12,3,7,3,16,45,0,12,0,0,4,3,0,3,3,23,9,109,15,7,0,0,0,0,4,142,7,77,29,16,3,9,3,8,3,144,4,49,39,25,8,3,3,11,6,150,11,38,66,40,30,16,8,20,0,229,12,44,75,96,56,31,17,41,8,389,12,18,55,122,116,61,30,41,6,470,19,15,28,74,147,86,51,73,5,493,18,12,20,31,117,74,43,67,5,400,9,3,14,26,74,53,32,51,0,256,8,3,3,15,49,50,22,40,3,197,7,6,3,7,37,41,23,42,0,169,7,3,0,7,55,24,36,50,0,184,6,3,3,3,6,26,9,32,0,92,5,10,8,5,9,7,3,8,9,66,137,403,349,472,717,484,283,493,66,3403
101031015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,10,3,5,0,0,0,3,0,9,0,16,0,8,0,0,0,0,3,0,0,21,0,14,3,3,3,4,0,12,3,44,0,18,8,10,4,9,0,3,0,55,0,7,9,13,0,10,0,19,0,60,0,14,7,14,4,15,6,26,0,92,0,3,7,13,11,10,3,20,0,65,0,3,3,10,14,19,8,26,0,86,0,7,4,6,15,9,7,30,0,75,3,6,3,3,10,3,9,21,0,52,3,3,0,6,0,6,3,24,0,42,0,0,0,0,0,3,3,9,3,20,0,0,0,0,0,9,3,19,0,37,0,4,3,0,0,3,0,9,3,23,0,0,0,0,0,0,0,5,0,10,23,95,56,72,64,108,48,222,17,695
101031016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,7,0,7,0,5,12,5,4,11,26,80,0,8,4,3,3,0,3,10,3,42,13,71,17,14,9,4,0,8,9,141,6,45,26,27,11,16,9,19,4,151,4,47,43,48,30,22,7,28,6,234,7,34,48,69,53,30,12,46,6,308,11,47,67,154,140,65,61,96,13,655,7,27,52,149,199,99,108,101,13,753,11,16,23,66,134,120,133,172,13,687,11,16,21,36,98,107,89,191,11,571,4,3,13,22,46,59,50,102,7,300,6,8,10,14,31,38,24,89,6,226,8,0,0,8,23,33,16,54,3,145,3,3,6,5,23,26,14,79,0,158,3,0,3,6,4,4,0,44,0,75,0,12,7,10,14,3,11,17,16,82,89,345,342,609,823,617,535,1052,119,4538
