SA3_CODE_2016,P_EWFT_35_39_ES_NS,P_EWFT_35_39_Tot,P_EWFT_40_44_E,P_EWFT_40_44_OM_IE,P_EWFT_40_44_OM_UIE,P_EWFT_40_44_CFW,P_EWFT_40_44_ES_NS,P_EWFT_40_44_Tot,P_EWFT_45_49_E,P_EWFT_45_49_OM_IE,P_EWFT_45_49_OM_UIE,P_EWFT_45_49_CFW,P_EWFT_45_49_ES_NS,P_EWFT_45_49_Tot,P_EWFT_50_54_E,P_EWFT_50_54_OM_IE,P_EWFT_50_54_OM_UIE,P_EWFT_50_54_CFW,P_EWFT_50_54_ES_NS,P_EWFT_50_54_Tot,P_EWFT_55_59_E,P_EWFT_55_59_OM_IE,P_EWFT_55_59_OM_UIE,P_EWFT_55_59_CFW,P_EWFT_55_59_ES_NS,P_EWFT_55_59_Tot,P_EWFT_60_64_E,P_EWFT_60_64_OM_IE,P_EWFT_60_64_OM_UIE,P_EWFT_60_64_CFW,P_EWFT_60_64_ES_NS,P_EWFT_60_64_Tot,P_EWFT_65_69_E,P_EWFT_65_69_OM_IE,P_EWFT_65_69_OM_UIE,P_EWFT_65_69_CFW,P_EWFT_65_69_ES_NS,P_EWFT_65_69_Tot,P_EWFT_70_74_E,P_EWFT_70_74_OM_IE,P_EWFT_70_74_OM_UIE,P_EWFT_70_74_CFW,P_EWFT_70_74_ES_NS,P_EWFT_70_74_Tot,P_EWFT_75ov_E,P_EWFT_75ov_OM_IE,P_EWFT_75ov_OM_UIE,P_EWFT_75ov_CFW,P_EWFT_75ov_ES_NS,P_EWFT_75ov_Tot,P_EWFT_Tot_E,P_EWFT_Tot_OM_IE,P_EWFT_Tot_OM_UIE,P_EWFT_Tot_CFW,P_EWFT_Tot_ES_NS,P_EWFT_Tot_Tot,P_EWPT_15_19_E,P_EWPT_15_19_OM_IE,P_EWPT_15_19_OM_UIE,P_EWPT_15_19_CFW,P_EWPT_15_19_ES_NS,P_EWPT_15_19_Tot,P_EWPT_20_24_E,P_EWPT_20_24_OM_IE,P_EWPT_20_24_OM_UIE,P_EWPT_20_24_CFW,P_EWPT_20_24_ES_NS,P_EWPT_20_24_Tot,P_EWPT_25_29_E,P_EWPT_25_29_OM_IE,P_EWPT_25_29_OM_UIE,P_EWPT_25_29_CFW,P_EWPT_25_29_ES_NS,P_EWPT_25_29_Tot,P_EWPT_30_34_E,P_EWPT_30_34_OM_IE,P_EWPT_30_34_OM_UIE,P_EWPT_30_34_CFW,P_EWPT_30_34_ES_NS,P_EWPT_30_34_Tot,P_EWPT_35_39_E,P_EWPT_35_39_OM_IE,P_EWPT_35_39_OM_UIE,P_EWPT_35_39_CFW,P_EWPT_35_39_ES_NS,P_EWPT_35_39_Tot,P_EWPT_40_44_E,P_EWPT_40_44_OM_IE,P_EWPT_40_44_OM_UIE,P_EWPT_40_44_CFW,P_EWPT_40_44_ES_NS,P_EWPT_40_44_Tot,P_EWPT_45_49_E,P_EWPT_45_49_OM_IE,P_EWPT_45_49_OM_UIE,P_EWPT_45_49_CFW,P_EWPT_45_49_ES_NS,P_EWPT_45_49_Tot,P_EWPT_50_54_E,P_EWPT_50_54_OM_IE,P_EWPT_50_54_OM_UIE,P_EWPT_50_54_CFW,P_EWPT_50_54_ES_NS,P_EWPT_50_54_Tot,P_EWPT_55_59_E,P_EWPT_55_59_OM_IE,P_EWPT_55_59_OM_UIE,P_EWPT_55_59_CFW,P_EWPT_55_59_ES_NS,P_EWPT_55_59_Tot,P_EWPT_60_64_E,P_EWPT_60_64_OM_IE,P_EWPT_60_64_OM_UIE,P_EWPT_60_64_CFW,P_EWPT_60_64_ES_NS,P_EWPT_60_64_Tot,P_EWPT_65_69_E,P_EWPT_65_69_OM_IE,P_EWPT_65_69_OM_UIE,P_EWPT_65_69_CFW,P_EWPT_65_69_ES_NS,P_EWPT_65_69_Tot,P_EWPT_70_74_E,P_EWPT_70_74_OM_IE,P_EWPT_70_74_OM_UIE,P_EWPT_70_74_CFW,P_EWPT_70_74_ES_NS,P_EWPT_70_74_Tot,P_EWPT_75ov_E,P_EWPT_75ov_OM_IE,P_EWPT_75ov_OM_UIE,P_EWPT_75ov_CFW,P_EWPT_75ov_ES_NS,P_EWPT_75ov_Tot,P_EWPT_Tot_E,P_EWPT_Tot_OM_IE,P_EWPT_Tot_OM_UIE,P_EWPT_Tot_CFW,P_EWPT_Tot_ES_NS,P_EWPT_Tot_Tot,P_EAFW_E,P_EAFW_OM_IE,P_EAFW_OM_UIE,P_EAFW_CFW,P_EAFW_ES_NS,P_EAFW_Tot,P_H_NS_E,P_H_NS_OM_IE,P_H_NS_OM_UIE,P_H_NS_CFW,P_H_NS_ES_NS,P_H_NS_Tot,P_Tot_E,P_Tot_OM_IE,P_Tot_OM_UIE,P_Tot_CFW,P_Tot_ES_NS,P_Tot_Tot
10102,9,1026,870,160,71,7,6,1116,883,171,135,16,15,1220,788,164,125,21,20,1117,624,124,91,31,5,876,357,87,88,25,3,562,117,41,52,24,6,240,24,9,21,16,0,69,13,12,16,9,0,48,7565,1048,778,175,80,9644,717,0,5,6,3,733,440,0,13,0,0,449,306,9,18,3,0,339,275,22,40,3,4,344,242,22,31,15,0,308,329,34,45,14,4,424,278,37,55,18,3,396,270,33,55,11,0,367,286,34,59,21,3,406,235,32,65,24,3,357,119,20,55,30,3,229,43,17,33,22,0,120,18,3,24,27,0,72,3556,276,499,193,25,4554,384,30,40,16,12,480,195,17,24,8,32,274,11703,1370,1333,396,147,14949
10103,0,446,483,72,79,19,4,646,480,81,102,16,3,680,519,94,104,28,5,741,401,80,98,21,8,607,209,50,79,23,5,373,73,28,61,20,3,193,21,20,36,27,0,97,6,5,27,20,0,62,4619,503,715,200,43,6077,352,0,3,3,9,366,340,0,3,3,5,351,241,0,9,4,0,254,193,3,6,3,3,208,185,14,21,10,0,228,190,12,29,12,0,247,224,11,29,12,3,280,222,12,30,9,0,273,232,22,37,7,3,301,174,19,38,17,4,253,88,16,26,15,5,151,38,6,23,28,0,92,15,6,13,16,3,48,2490,122,274,142,42,3063,218,11,36,17,12,293,145,14,27,20,16,219,7461,649,1050,382,118,9656
10104,5,1056,1026,151,196,13,12,1405,1237,189,234,18,18,1699,1297,205,266,37,22,1819,1187,180,283,34,21,1704,645,132,214,39,18,1048,162,82,99,33,8,380,23,28,39,19,0,106,20,5,23,15,3,67,9017,1159,1674,237,143,12230,1055,0,3,7,17,1083,559,0,15,3,8,588,470,12,29,12,8,527,564,15,44,14,6,641,622,36,93,17,6,776,690,39,124,28,14,900,791,47,121,29,16,995,953,57,158,34,13,1218,1067,82,189,38,12,1393,837,83,201,61,11,1196,321,69,141,45,3,573,94,26,68,26,7,223,38,19,46,15,4,109,8057,483,1234,327,128,10234,781,59,113,30,23,1009,321,24,49,36,77,509,18185,1729,3076,630,368,23975
10105,3,718,675,70,85,9,3,839,726,74,93,4,10,905,693,96,128,35,6,953,603,75,92,48,8,820,338,56,66,24,3,487,95,18,55,34,5,210,21,13,23,25,0,89,8,4,25,11,0,51,5943,545,738,210,54,7495,536,0,0,11,10,552,368,4,11,3,3,380,265,8,20,12,4,299,328,15,25,9,4,388,297,5,34,5,4,354,299,15,40,14,3,366,285,19,41,4,5,351,359,20,34,7,4,430,316,18,40,16,3,395,243,19,41,16,8,327,99,14,41,35,0,199,46,19,22,19,3,104,21,9,18,15,4,73,3467,162,372,164,54,4224,359,20,27,11,13,434,205,13,16,11,33,275,9985,738,1153,399,153,12425
10106,6,527,395,88,88,23,10,597,403,71,117,21,7,624,439,77,110,26,13,664,363,72,96,33,5,568,204,53,100,42,0,397,73,41,67,26,5,211,7,7,39,32,0,91,3,12,25,26,3,65,3623,550,802,260,67,5305,237,0,3,11,3,252,243,0,9,9,0,265,171,3,16,6,4,199,187,14,15,4,3,230,200,19,33,11,3,269,213,18,49,15,3,295,228,19,38,19,5,299,239,21,40,23,3,326,194,12,50,18,3,281,147,27,64,30,0,270,92,25,49,36,4,199,30,13,40,33,0,109,8,3,25,28,0,66,2191,172,430,241,31,3072,222,21,50,20,5,313,133,7,31,16,21,209,6168,751,1316,545,120,8897
10201,13,3203,2948,446,351,31,31,3802,3224,491,400,39,24,4183,3141,518,388,50,38,4131,2914,384,351,47,21,3725,1483,267,218,31,17,2010,389,131,114,11,16,657,69,43,51,10,4,172,20,18,23,14,0,74,25863,2946,2598,302,217,31925,3054,8,22,12,38,3137,2323,6,63,11,14,2416,1327,30,106,17,21,1504,1483,52,184,29,17,1761,1587,114,267,45,18,2033,1784,144,298,54,18,2295,1826,163,348,59,22,2409,1797,142,261,40,25,2268,1775,153,317,53,25,2323,1309,138,247,56,19,1766,620,133,176,47,13,992,211,72,91,36,5,410,70,36,36,16,3,160,19159,1181,2420,482,234,23482,1776,93,138,36,41,2090,694,58,72,49,115,991,47489,4281,5231,870,606,58479
10202,14,2578,2520,336,257,23,26,3163,2639,373,278,24,26,3335,2599,321,272,36,28,3250,2170,267,223,39,22,2717,1184,169,178,22,17,1572,279,98,71,17,6,472,46,37,12,7,0,109,11,14,9,10,0,39,20966,2170,1876,221,190,25433,2654,4,15,15,24,2712,1941,12,40,18,16,2020,1152,20,91,13,15,1287,1274,71,132,29,10,1511,1291,79,159,37,10,1573,1398,75,204,30,10,1722,1365,97,167,40,18,1691,1377,86,187,34,9,1694,1301,101,192,39,17,1655,959,90,186,44,10,1286,408,78,113,27,12,626,160,48,48,26,0,281,49,10,27,12,0,103,15328,753,1558,364,156,18160,1429,52,91,27,37,1636,622,58,57,41,121,894,38341,3040,3583,647,506,46120
10301,4,1184,1134,106,107,22,14,1376,1249,130,130,19,12,1532,1176,123,124,30,14,1458,1025,103,118,27,13,1291,609,79,104,45,6,836,171,51,86,42,6,355,32,12,35,23,0,104,10,7,25,14,0,56,9775,831,986,243,91,11926,835,0,3,12,5,862,823,4,19,7,7,855,478,6,13,8,3,509,465,19,33,3,8,535,430,15,50,16,0,515,496,17,53,16,7,583,447,34,45,12,6,541,429,23,44,16,3,524,438,24,66,23,10,561,368,31,60,14,3,471,172,23,66,33,3,299,73,14,48,31,7,171,24,11,23,24,6,92,5485,229,526,214,66,6512,630,34,29,19,27,739,273,10,35,26,58,389,16165,1099,1573,493,238,19570
10302,20,1227,960,118,216,62,21,1378,1034,140,267,73,19,1541,1068,150,302,88,18,1638,916,110,365,99,12,1509,550,98,308,109,14,1082,179,60,201,102,6,561,32,28,82,56,11,211,22,12,98,54,16,196,8998,932,2289,739,189,13142,681,0,5,16,11,718,435,3,8,6,5,459,392,9,27,14,8,449,465,23,40,22,14,563,426,13,63,20,3,524,491,26,63,28,12,619,478,20,70,29,5,610,528,24,87,23,10,684,510,14,90,23,11,651,403,36,114,59,14,625,199,23,71,38,12,342,87,10,67,36,11,210,39,13,64,67,4,182,5136,221,781,383,111,6630,623,30,90,45,19,813,319,20,45,83,87,554,15070,1200,3203,1253,405,21138
10303,8,1019,1005,95,119,16,9,1244,1065,119,111,14,23,1326,1057,126,127,30,16,1355,971,99,141,39,15,1262,420,67,119,51,10,664,113,33,65,50,7,270,33,21,37,42,0,125,9,12,36,27,5,88,8526,697,954,295,117,10587,559,0,3,8,6,580,340,0,9,4,8,365,333,5,21,12,5,368,413,20,44,22,3,498,390,21,44,7,4,462,477,29,44,12,4,570,531,31,66,11,8,640,534,23,65,17,5,650,490,32,70,24,14,627,339,23,56,37,6,461,160,22,51,39,11,281,68,15,46,44,0,173,17,8,36,37,4,100,4650,218,553,277,76,5771,555,28,53,15,13,660,248,17,27,20,47,356,13980,953,1584,608,254,17386
