SA3_CODE_2016,CoPSW_2000_2999_H_0,CoPSW_2000_2999_H_1_15,CoPSW_2000_2999_H_16_24,CoPSW_2000_2999_H_25_34,CoPSW_2000_2999_H_35_39,CoPSW_2000_2999_H_40,CoPSW_2000_2999_H_41_48,CoPSW_2000_2999_H_49mo,CoPSW_2000_2999_H_NS,CoPSW_2000_2999_H_Tot,CoPSW_3000mo_H_0,CoPSW_3000mo_H_1_15,CoPSW_3000mo_H_16_24,CoPSW_3000mo_H_25_34,CoPSW_3000mo_H_35_39,CoPSW_3000mo_H_40,CoPSW_3000mo_H_41_48,CoPSW_3000mo_H_49mo,CoPSW_3000mo_H_NS,CoPSW_3000mo_H_Tot,CoPSW_PINS_H_0,CoPSW_PINS_H_1_15,CoPSW_PINS_H_16_24,CoPSW_PINS_H_25_34,CoPSW_PINS_H_35_39,CoPSW_PINS_H_40,CoPSW_PINS_H_41_48,CoPSW_PINS_H_49mo,CoPSW_PINS_H_NS,CoPSW_PINS_H_Tot,CoPSW_Tot_H_0,CoPSW_Tot_H_1_15,CoPSW_Tot_H_16_24,CoPSW_Tot_H_25_34,CoPSW_Tot_H_35_39,CoPSW_Tot_H_40,CoPSW_Tot_H_41_48,CoPSW_Tot_H_49mo,CoPSW_Tot_H_NS,CoPSW_Tot_H_Tot,ClAW_NNI_H_0,ClAW_NNI_H_1_15,ClAW_NNI_H_16_24,ClAW_NNI_H_25_34,ClAW_NNI_H_35_39,ClAW_NNI_H_40,ClAW_NNI_H_41_48,ClAW_NNI_H_49mo,ClAW_NNI_H_NS,ClAW_NNI_H_Tot,ClAW_1_149_H_0,ClAW_1_149_H_1_15,ClAW_1_149_H_16_24,ClAW_1_149_H_25_34,ClAW_1_149_H_35_39,ClAW_1_149_H_40,ClAW_1_149_H_41_48,ClAW_1_149_H_49mo,ClAW_1_149_H_NS,ClAW_1_149_H_Tot,ClAW_150_299_H_0,ClAW_150_299_H_1_15,ClAW_150_299_H_16_24,ClAW_150_299_H_25_34,ClAW_150_299_H_35_39,ClAW_150_299_H_40,ClAW_150_299_H_41_48,ClAW_150_299_H_49mo,ClAW_150_299_H_NS,ClAW_150_299_H_Tot,ClAW_300_399_H_0,ClAW_300_399_H_1_15,ClAW_300_399_H_16_24,ClAW_300_399_H_25_34,ClAW_300_399_H_35_39,ClAW_300_399_H_40,ClAW_300_399_H_41_48,ClAW_300_399_H_49mo,ClAW_300_399_H_NS,ClAW_300_399_H_Tot,ClAW_400_499_H_0,ClAW_400_499_H_1_15,ClAW_400_499_H_16_24,ClAW_400_499_H_25_34,ClAW_400_499_H_35_39,ClAW_400_499_H_40,ClAW_400_499_H_41_48,ClAW_400_499_H_49mo,ClAW_400_499_H_NS,ClAW_400_499_H_Tot,ClAW_500_649_H_0,ClAW_500_649_H_1_15,ClAW_500_649_H_16_24,ClAW_500_649_H_25_34,ClAW_500_649_H_35_39,ClAW_500_649_H_40,ClAW_500_649_H_41_48,ClAW_500_649_H_49mo,ClAW_500_649_H_NS,ClAW_500_649_H_Tot,ClAW_650_799_H_0,ClAW_650_799_H_1_15,ClAW_650_799_H_16_24,ClAW_650_799_H_25_34,ClAW_650_799_H_35_39,ClAW_650_799_H_40,ClAW_650_799_H_41_48,ClAW_650_799_H_49mo,ClAW_650_799_H_NS,ClAW_650_799_H_Tot,ClAW_800_999_H_0,ClAW_800_999_H_1_15,ClAW_800_999_H_16_24,ClAW_800_999_H_25_34,ClAW_800_999_H_35_39,ClAW_800_999_H_40,ClAW_800_999_H_41_48,ClAW_800_999_H_49mo,ClAW_800_999_H_NS,ClAW_800_999_H_Tot,ClAW_1000_1249_H_0,ClAW_1000_1249_H_1_15,ClAW_1000_1249_H_16_24,ClAW_1000_1249_H_25_34,ClAW_1000_1249_H_35_39,ClAW_1000_1249_H_40,ClAW_1000_1249_H_41_48,ClAW_1000_1249_H_49mo,ClAW_1000_1249_H_NS,ClAW_1000_1249_H_Tot,ClAW_1250_1499_H_0,ClAW_1250_1499_H_1_15,ClAW_1250_1499_H_16_24,ClAW_1250_1499_H_25_34,ClAW_1250_1499_H_35_39,ClAW_1250_1499_H_40,ClAW_1250_1499_H_41_48,ClAW_1250_1499_H_49mo,ClAW_1250_1499_H_NS,ClAW_1250_1499_H_Tot,ClAW_1500_1749_H_0,ClAW_1500_1749_H_1_15,ClAW_1500_1749_H_16_24,ClAW_1500_1749_H_25_34,ClAW_1500_1749_H_35_39,ClAW_1500_1749_H_40,ClAW_1500_1749_H_41_48,ClAW_1500_1749_H_49mo,ClAW_1500_1749_H_NS,ClAW_1500_1749_H_Tot,ClAW_1750_1999_H_0,ClAW_1750_1999_H_1_15,ClAW_1750_1999_H_16_24,ClAW_1750_1999_H_25_34,ClAW_1750_1999_H_35_39,ClAW_1750_1999_H_40,ClAW_1750_1999_H_41_48,ClAW_1750_1999_H_49mo,ClAW_1750_1999_H_NS,ClAW_1750_1999_H_Tot,ClAW_2000_2999_H_0,ClAW_2000_2999_H_1_15,ClAW_2000_2999_H_16_24,ClAW_2000_2999_H_25_34,ClAW_2000_2999_H_35_39,ClAW_2000_2999_H_40,ClAW_2000_2999_H_41_48,ClAW_2000_2999_H_49mo,ClAW_2000_2999_H_NS,ClAW_2000_2999_H_Tot,ClAW_3000mo_H_0,ClAW_3000mo_H_1_15,ClAW_3000mo_H_16_24,ClAW_3000mo_H_25_34,ClAW_3000mo_H_35_39,ClAW_3000mo_H_40,ClAW_3000mo_H_41_48,ClAW_3000mo_H_49mo,ClAW_3000mo_H_NS,ClAW_3000mo_H_Tot,ClAW_PINS_H_0,ClAW_PINS_H_1_15,ClAW_PINS_H_16_24,ClAW_PINS_H_25_34,ClAW_PINS_H_35_39,ClAW_PINS_H_40,ClAW_PINS_H_41_48,ClAW_PINS_H_49mo,ClAW_PINS_H_NS,ClAW_PINS_H_Tot,ClAW_Tot_H_0,ClAW_Tot_H_1_15,ClAW_Tot_H_16_24,ClAW_Tot_H_25_34,ClAW_Tot_H_35_39,ClAW_Tot_H_40,ClAW_Tot_H_41_48,ClAW_Tot_H_49mo,ClAW_Tot_H_NS,ClAW_Tot_H_Tot
10102,9,0,7,3,20,12,18,27,0,87,0,0,0,0,4,3,0,3,0,17,5,10,0,0,4,0,0,0,0,17,59,350,199,243,312,150,123,141,24,1618,0,9,3,0,0,0,0,0,0,14,0,32,3,0,0,0,0,0,0,36,3,39,3,5,0,5,0,3,0,56,3,33,22,8,3,3,0,0,0,80,0,38,29,13,5,6,0,0,0,91,5,29,43,36,16,13,8,6,6,165,6,26,31,60,60,27,9,16,0,230,12,12,31,68,98,61,21,24,0,332,12,11,20,41,139,81,32,30,0,374,8,3,7,27,104,47,19,28,0,249,6,3,9,16,44,42,24,21,3,159,3,0,4,13,27,15,8,21,0,88,3,3,7,6,16,20,8,19,0,78,3,4,5,0,3,4,0,8,0,21,0,3,4,3,3,3,0,4,0,25,71,249,213,294,525,328,132,169,14,1992
10103,0,3,3,3,16,0,5,6,0,42,0,0,3,0,5,0,0,3,0,14,0,8,3,3,3,0,0,4,3,18,33,180,168,315,248,156,145,205,24,1485,0,3,4,0,0,0,0,0,0,13,4,12,0,0,0,0,0,0,0,21,0,14,5,3,0,0,0,0,0,29,0,19,7,9,4,0,0,3,0,41,0,14,21,11,3,5,3,0,0,59,3,13,33,43,13,6,8,0,0,131,5,3,21,50,41,14,20,6,0,159,10,3,8,24,49,28,15,25,0,160,6,6,4,16,65,23,19,16,0,163,3,0,0,7,40,15,12,11,3,91,5,3,3,3,23,6,8,0,0,52,0,3,3,0,7,3,0,0,0,17,0,0,0,0,8,7,5,3,0,18,0,3,0,3,0,3,0,0,0,8,0,3,0,0,4,0,0,3,4,16,44,108,118,168,262,110,82,79,10,979
10104,9,3,0,3,24,18,16,21,0,97,0,3,3,0,0,0,0,3,0,15,4,10,12,9,12,0,3,0,4,48,141,631,548,722,493,200,135,197,48,3116,0,16,0,0,0,0,0,0,3,18,0,49,4,4,3,4,0,0,0,73,5,72,12,3,5,0,6,7,0,114,5,58,36,21,11,3,4,3,3,138,18,63,99,38,14,12,0,4,0,251,11,76,103,129,57,23,6,8,4,416,30,27,78,147,130,56,20,10,5,488,16,17,46,105,181,78,21,28,4,498,26,23,30,76,173,80,26,33,6,466,11,10,11,24,83,37,29,18,0,232,3,5,0,9,28,18,14,14,0,102,3,0,3,6,10,9,3,7,0,54,3,3,4,3,9,7,9,7,0,41,0,7,0,0,3,0,0,0,0,14,7,5,3,3,9,5,0,0,4,37,147,436,425,575,710,322,147,143,34,2945
10105,6,0,0,0,36,16,11,14,0,87,0,0,0,0,0,0,0,3,0,12,0,0,0,9,5,0,0,0,0,18,83,217,267,338,327,179,82,98,24,1612,3,3,0,0,3,0,0,0,0,11,0,27,0,0,0,0,0,0,0,35,4,29,5,0,0,0,0,3,0,41,0,32,11,10,0,5,0,3,0,59,3,20,38,13,10,5,0,0,0,90,6,24,66,57,29,10,0,5,0,192,12,23,45,47,66,27,4,4,0,227,12,6,25,52,104,45,24,18,0,279,5,10,8,32,108,51,23,21,0,247,5,3,4,10,52,27,11,19,0,127,4,0,4,7,8,17,9,15,0,67,0,0,3,4,10,8,9,10,0,42,0,4,0,0,3,12,3,5,0,33,0,0,3,0,5,6,3,5,0,20,0,0,0,3,4,3,0,0,3,21,49,187,215,241,405,219,86,100,7,1499
10106,3,0,0,0,3,4,9,7,0,26,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,3,6,14,45,135,148,188,157,101,33,60,19,902,0,3,0,0,0,3,0,0,0,13,3,14,4,0,3,0,0,3,0,27,3,32,10,3,3,0,0,0,0,50,0,23,16,13,4,5,3,0,3,68,0,21,23,11,4,3,0,0,0,66,3,19,34,35,16,10,0,3,0,135,3,6,35,34,45,20,8,7,0,166,4,10,18,30,69,45,15,9,5,201,4,3,15,14,59,34,15,7,0,160,5,8,3,3,35,25,5,8,0,87,3,3,6,7,19,8,8,5,0,65,0,3,4,0,6,3,0,5,0,27,0,0,0,3,7,3,0,5,0,30,0,0,3,0,0,4,3,3,0,10,0,3,0,0,0,0,0,0,0,7,30,161,180,163,272,158,57,68,9,1106
10201,7,0,0,3,60,24,18,20,3,147,0,4,3,3,5,3,0,5,0,22,0,27,11,13,23,16,0,0,18,118,322,1536,1325,1581,1276,765,375,348,110,7641,4,26,9,3,3,0,0,6,4,60,7,123,10,4,0,4,0,3,0,158,13,205,43,6,10,3,3,4,5,291,10,212,161,33,11,6,3,6,10,453,21,156,233,59,28,18,3,4,6,523,48,176,346,285,90,64,13,22,8,1046,42,105,217,313,288,132,30,25,14,1166,30,61,152,286,498,277,98,53,9,1454,61,53,90,181,482,292,109,66,12,1349,16,19,28,44,228,168,62,50,3,615,15,18,18,46,123,109,31,53,0,419,9,8,15,9,76,46,26,29,0,224,8,12,7,21,55,65,26,62,7,264,3,8,6,7,16,14,5,16,0,82,3,19,17,8,19,18,4,3,8,99,299,1192,1353,1317,1913,1222,417,405,81,8204
10202,4,4,3,0,41,20,18,22,0,123,0,3,0,3,12,0,3,6,0,26,0,12,12,19,11,17,3,5,21,97,264,1010,1099,1271,1097,598,317,320,96,6076,6,12,4,3,3,4,0,3,3,48,9,72,6,4,0,0,0,0,3,101,7,141,36,14,3,4,0,3,3,217,13,140,102,24,10,10,0,3,3,311,16,111,175,66,18,17,11,5,5,430,31,108,244,180,77,35,11,11,7,701,23,69,161,252,236,104,31,20,3,901,28,48,105,227,392,224,52,43,13,1138,27,26,51,158,366,247,76,64,7,1020,28,16,21,61,177,116,65,75,7,558,16,9,11,21,107,77,40,37,6,326,0,5,4,7,30,20,21,19,0,115,3,8,7,6,37,34,29,28,0,154,0,0,6,3,9,8,3,20,0,62,0,11,8,12,18,9,6,3,4,68,207,776,951,1044,1493,908,359,342,67,6147
10301,10,4,3,3,29,27,6,17,0,107,0,0,0,0,3,0,0,0,0,6,0,6,4,3,6,0,0,4,3,31,131,524,366,449,498,327,120,145,51,2614,0,14,0,0,4,0,0,0,0,24,0,20,0,0,0,0,0,0,0,23,3,48,16,4,0,0,0,4,0,75,6,42,31,5,3,5,0,3,0,97,4,42,47,19,4,7,0,3,0,126,18,42,71,61,29,12,3,3,0,240,14,14,41,88,100,40,8,11,4,321,13,16,32,77,170,64,30,18,0,417,16,12,8,50,198,85,41,20,0,433,17,8,6,14,112,55,34,16,0,266,4,7,7,15,45,33,15,17,0,145,0,0,4,13,10,16,20,10,0,73,3,4,0,0,19,15,8,19,0,66,0,0,3,5,0,3,4,6,0,22,0,3,3,7,8,4,0,0,0,36,99,271,270,360,718,341,157,133,17,2362
10302,6,0,0,5,25,14,4,14,0,66,0,3,0,0,4,0,0,3,0,15,3,6,0,3,0,0,0,3,6,24,106,334,349,421,374,236,95,137,44,2098,0,10,0,3,0,0,0,3,4,16,5,31,0,3,0,0,0,0,0,43,3,58,27,7,0,0,0,5,0,105,5,52,40,12,6,13,6,4,4,139,4,24,43,26,15,16,3,5,3,140,8,42,85,84,35,20,11,14,4,298,13,32,46,110,92,42,9,18,0,362,11,15,24,81,127,74,30,17,4,387,11,9,11,36,110,66,31,29,0,307,10,13,0,15,69,36,12,16,0,173,7,7,3,3,22,24,13,9,0,87,0,5,0,0,10,13,7,11,0,38,0,0,4,3,14,6,10,18,0,57,0,0,5,5,0,6,3,5,0,25,0,4,3,6,3,3,3,0,0,30,83,302,291,401,492,307,141,162,22,2206
10303,3,0,0,0,29,12,13,15,3,78,0,0,0,0,3,0,0,0,0,8,0,3,0,5,0,0,0,3,0,13,70,323,310,387,334,189,108,163,33,1914,0,4,3,0,0,0,0,0,0,16,3,23,4,0,0,0,0,0,0,28,8,57,14,10,3,3,0,0,0,93,9,44,36,15,8,3,0,3,4,116,5,39,62,25,3,10,3,7,0,156,12,37,66,71,26,21,3,8,0,241,12,17,51,65,83,34,15,12,3,298,11,3,44,75,101,50,27,17,0,328,18,12,13,42,88,59,24,18,0,274,6,7,7,16,69,40,19,21,0,189,3,4,4,10,48,16,16,10,0,109,4,0,3,3,18,6,10,10,0,58,0,3,3,3,9,6,8,8,0,57,0,0,3,3,4,0,0,8,0,21,0,0,0,4,9,5,0,0,0,23,94,257,317,351,477,247,119,123,15,1995
