SA3_CODE_2016,M_15_19_E,M_15_19_OM_IE,M_15_19_OM_UIE,M_15_19_CFW,M_15_19_SE_NS,M_15_19_Total,M_20_24_E,M_20_24_OM_IE,M_20_24_OM_UIE,M_20_24_CFW,M_20_24_ES_NS,M_20_24_Total,M_25_29_E,M_25_29_OM_IE,M_25_29_OM_UIE,M_25_29_CFW,M_25_29_ES_NS,M_25_29_Total,M_30_34_E,M_30_34_OM_IE,M_30_34_OM_UIE,M_30_34_CFW,M_30_34_ES_NS,M_30_34_Total,M_35_39_E,M_35_39_OM_IE,M_35_39_OM_UIE,M_35_39_CFW,M_35_39_ES_NS,M_35_39_Total,M_40_44_E,M_40_44_OM_IE,M_40_44_OM_UIE,M_40_44_CFW,M_40_44_ES_NS,M_40_44_Total,M_45_49_E,M_45_49_OM_IE,M_45_49_OM_UIE,M_45_49_CFW,M_45_49_ES_NS,M_45_49_Total,M_50_54_E,M_50_54_OM_IE,M_50_54_OM_UIE,M_50_54_CFW,M_50_54_ES_NS,M_50_54_Total,M_55_59_E,M_55_59_OM_IE,M_55_59_OM_UIE,M_55_59_CFW,M_55_59_ES_NS,M_55_59_Total,M_60_64_E,M_60_64_OM_IE,M_60_64_OM_UIE,M_60_64_CFW,M_60_64_ES_NS,M_60_64_Total,M_65_69_E,M_65_69_OM_IE,M_65_69_OM_UIE,M_65_69_CFW,M_65_69_ES_NS,M_65_69_Total,M_70_74_E,M_70_74_OM_IE,M_70_74_OM_UIE,M_70_74_CFW,M_70_74_ES_NS,M_70_74_Total,M_75ov_E,M_75ov_OM_IE,M_75ov_OM_UIE,M_75ov_CFW,M_75ov_ES_NS,M_75ov_Total,M_Total_E,M_Total_OM_IE,M_Total_OM_UIE,M_Total_CFW,M_Total_ES_NS,M_Total_Total,F_15_19_E,F_15_19_OM_IE,F_15_19_OM_UIE,F_15_19_CFW,F_15_19_ES_NS,F_15_19_Total,F_20_24_E,F_20_24_OM_IE,F_20_24_OM_UIE,F_20_24_CFW,F_20_24_ES_NS,F_20_24_Total,F_25_29_E,F_25_29_OM_IE,F_25_29_OM_UIE,F_25_29_CFW,F_25_29_ES_NS,F_25_29_Total,F_30_34_E,F_30_34_OM_IE,F_30_34_OM_UIE,F_30_34_CFW,F_30_34_ES_NS,F_30_34_Total,F_35_39_E,F_35_39_OM_IE,F_35_39_OM_UIE,F_35_39_CFW,F_35_39_ES_NS,F_35_39_Total,F_40_44_E,F_40_44_OM_IE,F_40_44_OM_UIE,F_40_44_CFW,F_40_44_ES_NS,F_40_44_Total,F_45_49_E,F_45_49_OM_IE,F_45_49_OM_UIE,F_45_49_CFW,F_45_49_ES_NS,F_45_49_Total,F_50_54_E,F_50_54_OM_IE,F_50_54_OM_UIE,F_50_54_CFW,F_50_54_ES_NS,F_50_54_Total,F_55_59_E,F_55_59_OM_IE,F_55_59_OM_UIE,F_55_59_CFW,F_55_59_ES_NS,F_55_59_Total,F_60_64_E,F_60_64_OM_IE,F_60_64_OM_UIE,F_60_64_CFW,F_60_64_ES_NS,F_60_64_Total,F_65_69_E,F_65_69_OM_IE,F_65_69_OM_UIE,F_65_69_CFW,F_65_69_ES_NS,F_65_69_Total,F_70_74_E,F_70_74_OM_IE,F_70_74_OM_UIE,F_70_74_CFW,F_70_74_ES_NS,F_70_74_Total,F_75ov_E,F_75ov_OM_IE,F_75ov_OM_UIE,F_75ov_CFW,F_75ov_ES_NS,F_75ov_Total,F_Total_E,F_Total_OM_IE,F_Total_OM_UIE,F_Total_CFW,F_Total_ES_NS,F_Total_Total,P_15_19_E,P_15_19_OM_IE,P_15_19_OM_UIE,P_15_19_CFW,P_15_19_ES_NS,P_15_19_Total,P_20_24_E,P_20_24_OM_IE,P_20_24_OM_UIE,P_20_24_CFW,P_20_24_ES_NS,P_20_24_Total,P_25_29_E,P_25_29_OM_IE,P_25_29_OM_UIE,P_25_29_CFW,P_25_29_ES_NS,P_25_29_Total,P_30_34_E,P_30_34_OM_IE,P_30_34_OM_UIE,P_30_34_CFW,P_30_34_ES_NS,P_30_34_Total,P_35_39_E,P_35_39_OM_IE,P_35_39_OM_UIE,P_35_39_CFW,P_35_39_ES_NS,P_35_39_Total,P_40_44_E,P_40_44_OM_IE
10102,529,4,0,4,6,545,795,18,24,0,5,839,909,54,41,7,3,1008,800,89,61,8,9,962,642,107,62,4,7,812,679,150,64,7,3,909,643,144,114,14,12,924,554,143,102,19,16,838,482,131,89,25,7,735,310,94,97,29,9,540,147,56,68,26,7,310,40,26,39,25,0,128,17,14,42,30,3,100,6554,1011,808,194,92,8662,491,0,3,4,0,503,516,0,8,0,3,529,546,5,19,3,0,582,474,21,41,9,5,559,475,37,48,17,4,576,578,45,57,18,5,701,570,77,85,21,12,760,555,60,76,12,9,716,480,48,63,28,5,616,324,29,60,24,3,439,106,20,39,20,5,188,30,8,19,18,3,74,7,3,12,17,3,38,5143,357,531,201,58,6280,1018,3,5,13,6,1044,1312,16,29,5,11,1371,1453,58,64,8,3,1589,1275,113,99,19,11,1523,1114,137,109,20,8,1395,1258,199
10103,310,0,0,3,3,322,574,7,13,5,8,598,520,4,20,4,3,546,334,12,48,3,3,401,264,29,33,10,3,341,342,47,64,14,4,472,328,57,80,10,8,487,341,60,87,19,6,508,327,70,90,18,8,517,220,50,77,24,14,380,79,28,66,20,5,199,25,19,41,31,4,126,14,9,29,40,6,90,3686,387,648,201,65,4986,310,3,0,0,7,316,527,7,3,4,3,543,448,3,16,11,4,483,344,17,16,5,3,380,289,22,43,11,3,367,355,37,55,18,0,460,406,42,56,26,0,527,429,48,53,14,3,553,343,29,53,21,3,452,197,25,58,16,4,297,92,21,25,22,9,169,28,7,18,28,3,90,13,0,11,9,8,39,3780,259,401,181,47,4671,621,3,3,3,9,638,1101,10,15,9,6,1144,965,10,32,11,7,1025,681,29,58,6,8,783,551,55,73,23,7,706,694,84
10104,657,0,6,7,15,690,692,9,41,3,7,750,636,14,58,3,11,722,692,48,101,12,12,867,667,91,136,7,5,908,757,114,197,16,21,1104,879,163,215,16,21,1295,942,176,263,25,18,1430,992,182,305,35,24,1546,702,171,270,47,23,1216,237,112,172,46,17,589,75,39,70,26,9,216,41,25,58,19,12,151,7975,1150,1895,269,204,11487,824,0,3,5,15,844,676,3,20,3,5,708,688,13,30,10,12,753,790,28,55,10,7,889,840,49,97,31,5,1019,1043,87,132,37,15,1309,1239,74,166,36,17,1529,1427,95,177,48,22,1767,1419,101,183,41,24,1775,906,61,166,68,24,1219,279,49,87,38,9,455,58,21,47,26,4,150,19,3,15,10,8,56,10211,577,1176,355,161,12488,1479,3,5,11,33,1538,1365,12,61,3,19,1461,1327,30,96,11,23,1481,1480,82,154,19,19,1761,1501,136,233,38,18,1929,1803,199
10105,357,0,0,6,4,368,540,15,11,6,7,576,541,31,43,0,10,624,536,46,50,9,4,644,450,49,46,3,7,557,465,65,72,11,4,615,469,65,86,6,9,631,447,90,102,19,8,671,428,59,98,40,9,633,248,57,81,31,10,430,92,25,80,48,8,250,39,22,34,26,5,126,19,15,37,22,3,86,4617,530,751,226,87,6210,404,0,0,0,12,417,475,0,10,3,3,490,572,8,23,5,3,611,553,20,31,14,5,616,498,14,41,9,7,573,554,26,50,12,0,648,592,34,49,3,9,694,646,31,67,23,7,773,540,35,42,23,4,644,356,20,28,17,10,430,119,15,34,27,0,193,36,11,15,20,4,77,18,0,8,16,7,44,5367,206,401,175,71,6217,759,0,0,9,17,789,1011,15,25,6,4,1063,1110,44,62,11,15,1234,1086,61,80,20,10,1258,949,67,92,15,9,1134,1021,87
10106,202,0,3,7,0,212,337,3,20,3,0,363,338,14,25,3,4,394,311,43,46,3,4,411,279,60,59,10,5,408,302,77,86,14,5,484,273,59,92,12,8,440,328,73,107,25,12,542,272,58,91,37,5,460,189,49,110,35,7,387,100,45,72,33,11,259,19,17,55,45,3,130,15,10,40,37,8,105,2960,508,787,271,76,4597,194,0,0,4,3,203,363,0,10,9,3,386,311,9,29,5,3,352,311,17,31,8,0,371,339,30,43,22,4,446,341,27,65,25,3,458,373,44,73,29,3,526,382,30,60,21,7,499,311,30,61,21,10,436,184,31,62,43,3,321,76,18,49,42,0,173,20,4,27,33,0,86,3,3,16,19,3,44,3210,238,526,277,52,4300,400,0,5,17,3,421,701,5,32,8,3,746,647,29,52,7,8,747,625,61,76,11,6,778,622,89,98,35,11,855,645,105
10201,1700,3,15,5,23,1753,2501,17,76,4,24,2624,2195,93,172,8,25,2496,2080,180,222,18,22,2528,1903,300,274,27,29,2525,1924,364,342,29,36,2695,1949,415,395,41,21,2819,1996,455,385,41,37,2915,1877,368,428,56,27,2753,1182,310,299,45,26,1859,483,191,209,33,21,935,142,88,96,34,10,373,59,37,50,27,17,191,19994,2827,2966,370,317,26478,2298,8,16,9,29,2363,2664,9,49,11,20,2756,2506,29,107,21,19,2686,2433,100,197,32,16,2783,2484,150,299,56,18,3011,3002,229,332,60,24,3655,3294,259,376,72,31,4026,3178,217,284,62,40,3776,3057,194,263,59,35,3609,1795,117,183,51,24,2170,599,92,95,33,13,826,154,33,48,25,6,259,35,16,19,12,8,85,27498,1456,2266,500,286,32007,4005,9,32,12,55,4115,5163,27,123,19,41,5382,4700,127,280,31,41,5180,4515,281,424,47,41,5312,4382,451,570,86,47,5531,4926,593
10202,1557,9,8,10,14,1598,2041,31,69,17,36,2193,1806,74,150,7,22,2068,1767,197,169,12,17,2164,1587,195,219,24,22,2043,1712,280,247,22,28,2293,1733,307,274,24,28,2368,1734,281,285,28,27,2362,1542,260,272,36,22,2130,1034,190,245,22,24,1517,369,134,135,27,5,675,99,66,46,24,5,235,41,23,29,18,9,120,17023,2040,2158,275,256,21755,1992,3,4,5,22,2027,2207,3,38,14,18,2275,2001,28,102,14,18,2161,2025,93,123,30,14,2290,2005,131,165,36,16,2354,2368,145,231,40,31,2806,2441,167,192,50,33,2880,2427,138,192,45,26,2825,2113,124,162,53,25,2483,1250,75,133,49,22,1523,369,50,60,16,16,510,106,24,21,19,3,175,26,6,6,10,9,52,21324,999,1428,372,254,24372,3546,6,12,18,42,3623,4242,36,106,29,56,4469,3808,105,252,22,35,4231,3791,290,294,46,34,4453,3590,323,383,56,42,4395,4078,422
10301,519,0,5,15,11,547,939,6,27,4,10,975,917,33,58,4,17,1028,774,84,65,0,9,934,708,71,85,11,4,877,743,86,92,22,9,960,798,89,115,11,15,1031,762,98,100,15,14,987,688,86,110,33,15,930,508,80,112,37,10,745,201,61,89,41,5,393,69,21,55,36,4,185,27,13,39,33,4,130,7663,729,953,263,127,9733,681,0,0,6,7,699,956,3,18,9,12,999,857,14,19,10,5,906,803,34,36,10,10,898,766,35,79,20,6,910,944,42,66,20,11,1075,966,77,70,13,13,1134,908,45,75,35,13,1077,842,46,80,27,16,1006,544,34,62,26,9,666,170,17,69,33,8,304,56,8,36,22,4,122,12,0,14,12,7,43,8508,365,616,235,116,9838,1205,3,5,21,15,1247,1891,10,40,8,23,1974,1768,47,79,17,15,1927,1582,120,98,13,16,1833,1481,108,162,30,13,1785,1687,128
10302,545,3,6,18,21,591,857,10,39,13,20,934,802,24,73,22,14,938,737,68,115,22,15,962,694,88,152,27,20,981,652,105,182,50,21,1008,684,107,223,56,14,1093,746,130,260,78,28,1235,731,96,317,72,18,1244,501,87,302,95,21,999,215,65,187,93,19,587,73,32,112,70,14,306,35,24,113,105,17,291,7279,835,2087,713,248,11164,576,0,3,8,8,596,744,4,19,7,8,778,708,16,30,17,9,774,760,37,68,34,11,914,712,32,95,30,12,876,857,43,110,40,22,1076,912,59,124,51,17,1154,938,58,150,50,17,1210,795,38,148,55,20,1052,529,49,146,82,21,835,183,17,96,62,5,369,56,7,54,43,8,170,24,6,59,57,3,153,7792,372,1117,539,160,9970,1119,3,9,29,28,1195,1598,13,58,14,27,1716,1514,42,101,35,23,1709,1496,99,188,57,35,1876,1412,119,252,58,27,1861,1513,147
10303,471,0,3,5,4,489,673,5,14,7,13,712,807,22,30,5,5,873,855,33,49,16,8,961,724,48,55,5,10,845,758,82,89,16,13,951,826,95,116,12,20,1057,860,94,111,18,20,1094,801,80,147,37,17,1076,415,66,123,45,3,650,144,40,80,57,6,336,57,25,61,53,5,199,12,15,50,48,11,137,7411,601,921,317,136,9388,452,0,7,8,4,472,549,4,18,3,8,575,597,9,32,6,4,646,604,21,64,22,11,720,602,34,76,14,9,731,776,49,94,15,11,943,844,58,69,15,13,997,804,57,88,34,11,997,748,55,73,31,14,919,393,28,66,44,8,551,148,22,41,37,5,250,48,9,22,40,5,121,10,7,27,31,11,81,6565,350,668,287,117,7998,925,3,6,12,17,960,1220,10,32,8,23,1291,1402,29,60,11,15,1518,1458,55,110,34,17,1681,1326,85,128,17,18,1577,1537,129
