SA3_CODE_2016,Mng_NNI_A_15_19,Mng_NNI_A_20_24,Mng_NNI_A_25_34,Mng_NNI_A_35_44,Mng_NNI_A_45_54,Mng_NNI_A_55_64,Mng_NNI_A_65_74,Mng_NNI_A_75ov,Mng_NNI_Tot,Mng_1_149_A_15_19,Mng_1_149_A_20_24,Mng_1_149_A_25_34,Mng_1_149_A_35_44,Mng_1_149_A_45_54,Mng_1_149_A_55_64,Mng_1_149_A_65_74,Mng_1_149_A_75ov,Mng_1_149_Tot,Mng_150_299_A_15_19,Mng_150_299_A_20_24,Mng_150_299_A_25_34,Mng_150_299_A_35_44,Mng_150_299_A_45_54,Mng_150_299_A_55_64,Mng_150_299_A_65_74,Mng_150_299_A_75ov,Mng_150_299_Tot,Mng_300_399_A_15_19,Mng_300_399_A_20_24,Mng_300_399_A_25_34,Mng_300_399_A_35_44,Mng_300_399_A_45_54,Mng_300_399_A_55_64,Mng_300_399_A_65_74,Mng_300_399_A_75ov,Mng_300_399_Tot,Mng_400_499_A_15_19,Mng_400_499_A_20_24,Mng_400_499_A_25_34,Mng_400_499_A_35_44,Mng_400_499_A_45_54,Mng_400_499_A_55_64,Mng_400_499_A_65_74,Mng_400_499_A_75ov,Mng_400_499_Tot,Mng_500_649_A_15_19,Mng_500_649_A_20_24,Mng_500_649_A_25_34,Mng_500_649_A_35_44,Mng_500_649_A_45_54,Mng_500_649_A_55_64,Mng_500_649_A_65_74,Mng_500_649_A_75ov,Mng_500_649_Tot,Mng_650_799_A_15_19,Mng_650_799_A_20_24,Mng_650_799_A_25_34,Mng_650_799_A_35_44,Mng_650_799_A_45_54,Mng_650_799_A_55_64,Mng_650_799_A_65_74,Mng_650_799_A_75ov,Mng_650_799_Tot,Mng_800_999_A_15_19,Mng_800_999_A_20_24,Mng_800_999_A_25_34,Mng_800_999_A_35_44,Mng_800_999_A_45_54,Mng_800_999_A_55_64,Mng_800_999_A_65_74,Mng_800_999_A_75ov,Mng_800_999_Tot,Mng_1000_1249_A_15_19,Mng_1000_1249_A_20_24,Mng_1000_1249_A_25_34,Mng_1000_1249_A_35_44,Mng_1000_1249_A_45_54,Mng_1000_1249_A_55_64,Mng_1000_1249_A_65_74,Mng_1000_1249_A_75ov,Mng_1000_1249_Tot,Mng_1250_1499_A_15_19,Mng_1250_1499_A_20_24,Mng_1250_1499_A_25_34,Mng_1250_1499_A_35_44,Mng_1250_1499_A_45_54,Mng_1250_1499_A_55_64,Mng_1250_1499_A_65_74,Mng_1250_1499_A_75ov,Mng_1250_1499_Tot,Mng_1500_1749_A_15_19,Mng_1500_1749_A_20_24,Mng_1500_1749_A_25_34,Mng_1500_1749_A_35_44,Mng_1500_1749_A_45_54,Mng_1500_1749_A_55_64,Mng_1500_1749_A_65_74,Mng_1500_1749_A_75ov,Mng_1500_1749_Tot,Mng_1750_1999_A_15_19,Mng_1750_1999_A_20_24,Mng_1750_1999_A_25_34,Mng_1750_1999_A_35_44,Mng_1750_1999_A_45_54,Mng_1750_1999_A_55_64,Mng_1750_1999_A_65_74,Mng_1750_1999_A_75ov,Mng_1750_1999_Tot,Mng_2000_2999_A_15_19,Mng_2000_2999_A_20_24,Mng_2000_2999_A_25_34,Mng_2000_2999_A_35_44,Mng_2000_2999_A_45_54,Mng_2000_2999_A_55_64,Mng_2000_2999_A_65_74,Mng_2000_2999_A_75ov,Mng_2000_2999_Tot,Mng_3000mo_A_15_19,Mng_3000mo_A_20_24,Mng_3000mo_A_25_34,Mng_3000mo_A_35_44,Mng_3000mo_A_45_54,Mng_3000mo_A_55_64,Mng_3000mo_A_65_74,Mng_3000mo_A_75ov,Mng_3000mo_Tot,Mng_PINS_A_15_19,Mng_PINS_A_20_24,Mng_PINS_A_25_34,Mng_PINS_A_35_44,Mng_PINS_A_45_54,Mng_PINS_A_55_64,Mng_PINS_A_65_74,Mng_PINS_A_75ov,Mng_PINS_Tot,Mng_Tot_A_15_19,Mng_Tot_A_20_24,Mng_Tot_A_25_34,Mng_Tot_A_35_44,Mng_Tot_A_45_54,Mng_Tot_A_55_64,Mng_Tot_A_65_74,Mng_Tot_A_75ov,Mng_Tot_Tot,Pro_NNI_A_15_19,Pro_NNI_A_20_24,Pro_NNI_A_25_34,Pro_NNI_A_35_44,Pro_NNI_A_45_54,Pro_NNI_A_55_64,Pro_NNI_A_65_74,Pro_NNI_A_75ov,Pro_NNI_Tot,Pro_1_149_A_15_19,Pro_1_149_A_20_24,Pro_1_149_A_25_34,Pro_1_149_A_35_44,Pro_1_149_A_45_54,Pro_1_149_A_55_64,Pro_1_149_A_65_74,Pro_1_149_A_75ov,Pro_1_149_Tot,Pro_150_299_A_15_19,Pro_150_299_A_20_24,Pro_150_299_A_25_34,Pro_150_299_A_35_44,Pro_150_299_A_45_54,Pro_150_299_A_55_64,Pro_150_299_A_65_74,Pro_150_299_A_75ov,Pro_150_299_Tot,Pro_300_399_A_15_19,Pro_300_399_A_20_24,Pro_300_399_A_25_34,Pro_300_399_A_35_44,Pro_300_399_A_45_54,Pro_300_399_A_55_64,Pro_300_399_A_65_74,Pro_300_399_A_75ov,Pro_300_399_Tot,Pro_400_499_A_15_19,Pro_400_499_A_20_24,Pro_400_499_A_25_34,Pro_400_499_A_35_44,Pro_400_499_A_45_54,Pro_400_499_A_55_64,Pro_400_499_A_65_74,Pro_400_499_A_75ov,Pro_400_499_Tot,Pro_500_649_A_15_19,Pro_500_649_A_20_24,Pro_500_649_A_25_34,Pro_500_649_A_35_44,Pro_500_649_A_45_54,Pro_500_649_A_55_64,Pro_500_649_A_65_74,Pro_500_649_A_75ov,Pro_500_649_Tot,Pro_650_799_A_15_19,Pro_650_799_A_20_24
10102,0,0,0,3,13,12,15,0,43,4,0,0,3,8,10,9,4,31,0,0,0,6,5,17,5,4,44,0,3,12,8,17,11,13,10,66,0,3,3,6,10,19,13,3,61,3,3,8,12,14,20,26,12,98,0,10,22,21,17,25,21,3,121,0,19,42,32,37,50,10,6,190,0,8,55,49,53,37,29,8,245,0,9,46,43,62,36,17,7,206,0,0,34,58,62,41,7,3,209,0,0,30,52,50,36,6,0,178,0,3,65,150,170,77,10,5,480,0,0,16,61,107,52,10,3,255,0,0,0,3,12,8,5,3,32,11,62,338,515,630,445,195,68,2263,3,0,0,0,0,0,0,0,7,6,9,10,5,4,5,0,0,32,4,7,7,9,9,11,3,0,54,0,0,7,13,14,13,0,0,53,0,6,10,12,10,15,3,0,57,0,9,19,14,23,16,9,3,88,0,4
10103,0,0,3,3,14,15,12,0,42,0,0,4,6,9,3,4,0,28,0,3,10,8,12,13,10,0,51,0,0,4,9,11,14,22,3,64,0,0,3,7,19,26,24,8,88,0,4,11,20,34,27,33,9,145,0,5,22,25,32,33,29,13,163,0,12,45,37,46,51,30,7,230,0,11,42,47,71,52,28,9,251,0,3,26,25,51,35,15,10,166,0,0,14,32,49,31,10,3,137,0,0,9,18,41,17,7,0,93,0,0,14,44,58,39,12,7,169,0,0,4,28,34,27,8,3,107,3,0,4,3,6,9,9,3,37,8,45,203,310,486,391,243,76,1760,0,0,0,0,0,0,0,0,3,0,0,3,0,3,0,0,0,4,3,0,4,7,10,7,3,0,25,0,0,3,3,7,4,3,0,16,0,9,6,6,9,7,8,3,42,0,3,10,15,16,18,7,3,74,0,7
10104,0,0,3,12,11,19,15,0,59,0,3,0,9,18,19,12,3,63,0,0,6,15,30,31,34,5,124,3,0,4,22,35,55,29,13,154,4,9,11,23,32,31,34,11,151,3,12,24,52,72,75,41,13,295,3,21,32,66,78,86,31,11,331,3,21,63,89,106,106,24,6,422,0,3,57,88,140,119,33,6,449,0,0,30,71,73,80,31,3,290,0,0,18,60,84,64,14,4,241,0,0,9,41,45,41,15,0,148,0,0,19,49,95,77,20,3,259,0,0,3,11,37,48,16,3,119,3,0,4,3,11,21,9,8,57,21,74,298,609,855,864,348,82,3151,0,0,0,3,6,0,3,0,17,3,0,6,7,3,13,0,0,31,0,0,11,23,20,18,11,0,82,0,3,6,18,27,36,6,3,104,0,5,10,20,38,42,18,7,139,3,7,29,59,60,77,34,8,274,3,17
10105,0,0,3,6,5,18,12,3,49,0,0,0,0,9,11,10,0,31,0,4,6,7,14,14,11,3,52,0,0,3,3,13,12,15,3,60,0,0,5,10,8,14,27,3,72,0,4,7,14,18,34,37,12,122,0,12,29,17,26,32,20,10,150,0,13,32,32,45,40,20,13,201,0,10,62,47,51,45,26,6,244,0,3,35,38,52,35,11,5,187,0,3,20,39,42,33,9,0,141,0,0,21,26,33,26,8,0,108,0,4,23,45,63,44,19,0,199,0,0,5,27,25,34,16,10,125,0,0,7,3,6,10,3,8,32,7,57,255,312,407,396,245,76,1748,0,0,0,0,0,0,0,0,0,3,0,0,3,4,3,0,0,19,0,8,6,9,8,4,9,0,41,3,0,5,6,9,4,3,0,34,0,5,11,11,7,4,3,3,50,0,8,27,21,23,16,6,3,114,0,11
10106,0,0,0,12,16,18,7,3,49,0,0,0,0,7,13,3,0,26,0,9,3,8,13,10,14,9,67,0,0,3,9,9,17,13,0,61,0,3,0,11,11,33,35,3,97,0,3,7,34,33,32,33,12,161,3,15,23,25,39,33,33,5,173,0,3,39,40,35,37,32,8,204,0,11,32,47,47,57,25,11,243,0,3,16,32,48,36,14,4,158,3,0,14,31,45,33,15,5,148,0,0,13,34,19,17,20,0,104,0,0,18,36,52,33,23,12,175,0,0,3,25,56,39,13,12,150,0,0,8,18,8,5,15,5,49,9,41,186,371,446,421,302,95,1878,0,0,0,3,0,0,0,0,8,0,3,4,3,3,0,0,0,18,7,4,15,12,8,4,0,0,40,0,3,8,16,6,5,3,0,34,0,0,11,7,6,6,12,4,42,0,9,26,20,18,14,4,0,82,0,8
10201,0,0,7,19,28,15,6,3,77,12,3,10,17,14,16,3,0,69,11,15,9,19,17,20,13,7,107,5,7,12,28,52,35,9,14,168,3,19,19,27,42,40,12,7,180,12,23,56,76,53,71,33,11,335,3,52,107,89,111,76,27,3,471,3,64,190,158,173,139,43,10,774,0,57,237,192,241,165,37,9,938,3,12,136,183,216,115,33,4,710,0,6,96,195,188,120,25,3,631,0,0,45,134,169,99,14,0,466,0,0,78,256,316,191,33,12,898,0,0,23,110,173,120,33,6,476,0,0,13,26,39,20,6,8,111,51,269,1035,1541,1837,1234,344,75,6386,0,3,14,12,5,13,3,0,50,20,26,28,37,21,14,4,3,148,12,33,45,63,38,41,8,3,240,10,34,55,58,47,38,28,5,272,10,43,71,89,70,72,31,3,385,3,49,126,139,137,129,46,9,646,6,91
10202,0,3,0,10,12,8,0,0,35,11,0,9,7,12,5,4,0,48,5,4,7,16,16,15,15,3,82,4,14,18,19,22,20,16,4,120,3,13,18,22,21,34,11,11,138,9,22,41,50,59,52,22,3,250,3,54,84,74,78,52,18,4,367,8,71,143,142,142,94,24,0,612,0,34,171,175,181,117,26,3,704,0,8,111,134,134,84,15,0,490,0,4,74,122,126,88,18,0,427,0,3,43,112,115,50,6,0,324,0,0,79,217,217,125,30,3,671,0,6,19,97,123,83,16,0,344,0,3,10,10,17,14,3,3,62,52,226,823,1217,1288,828,219,36,4684,0,0,4,7,11,10,3,0,33,18,13,19,27,17,11,6,0,102,8,19,29,33,19,27,10,0,151,4,26,31,35,32,29,17,6,189,11,32,54,52,36,35,12,4,232,11,39,87,102,88,72,34,8,442,0,41
10301,3,0,0,10,7,16,13,0,52,7,3,0,7,0,8,10,3,35,0,3,7,7,4,5,23,0,59,5,3,4,9,17,21,15,9,78,5,3,5,9,24,23,30,6,107,6,15,13,19,32,31,30,11,147,0,19,55,34,35,38,27,9,211,0,11,58,52,67,55,38,16,296,0,17,76,66,73,49,32,3,308,0,3,46,65,68,47,22,0,247,0,0,45,71,67,56,25,0,263,0,0,29,49,48,31,19,4,184,0,0,38,94,121,91,19,4,356,0,0,14,31,53,64,24,3,180,0,0,3,6,8,7,6,3,37,27,77,388,515,610,532,331,77,2555,0,0,0,0,5,3,0,0,9,6,8,9,4,0,9,0,0,41,5,12,9,10,5,13,0,0,59,3,15,12,10,4,14,6,3,63,0,8,20,12,9,21,4,0,72,6,18,37,35,35,29,16,10,190,0,21
10302,0,3,18,34,44,46,40,3,185,4,3,8,15,21,26,7,3,89,4,3,11,19,24,45,28,9,148,3,6,18,17,42,57,50,25,214,0,6,14,40,52,72,50,27,269,11,16,57,68,67,129,67,35,438,7,24,50,87,85,94,86,42,475,4,22,60,114,146,138,79,21,584,0,25,79,114,131,146,66,30,599,0,3,48,81,116,93,31,12,379,0,4,35,58,96,69,33,18,317,0,4,24,47,49,60,29,3,208,0,0,39,85,102,98,18,11,345,0,0,10,56,88,72,30,13,271,0,0,8,18,23,18,27,18,113,35,118,472,845,1085,1173,641,283,4648,0,0,0,0,0,0,0,0,3,4,3,5,8,0,5,0,0,25,7,3,9,14,11,9,3,0,53,5,0,17,16,15,19,12,0,78,3,7,19,25,13,23,11,3,100,3,20,35,38,29,29,10,0,166,4,20
10303,0,0,10,6,17,41,23,3,97,3,0,3,5,3,8,9,0,37,0,0,8,4,16,28,21,10,100,3,0,11,11,16,22,38,7,107,7,0,4,22,22,22,26,11,115,3,3,12,32,37,44,36,16,183,0,15,26,35,60,42,27,18,229,0,23,45,37,48,50,31,18,252,0,8,47,59,68,56,18,13,258,0,0,20,42,48,34,28,8,189,0,3,28,27,35,39,4,7,146,0,0,9,23,32,27,7,0,97,0,0,28,56,93,53,8,6,242,0,0,17,30,72,57,14,5,188,0,0,3,6,9,11,13,5,46,11,55,273,392,565,546,306,124,2276,0,0,0,3,0,3,0,0,10,0,3,10,3,6,3,3,0,43,0,3,7,3,8,7,3,0,34,3,5,11,13,12,12,10,0,64,0,3,15,22,5,16,4,0,71,0,11,30,24,34,27,12,5,151,3,13
