SA3_CODE_2016,M_NegNilInc_E,M_NegNilInc_OM_IE,M_NegNilInc_OM_UIE,M_NegNilInc_CFW,M_NegNilInc_ES_NS,M_NegNilInc_Tot,M_1_149_E,M_1_149_OM_IE,M_1_149_OM_UIE,M_1_149_CFW,M_1_149_ES_NS,M_1_149_Tot,M_150_299_E,M_150_299_OM_IE,M_150_299_OM_UIE,M_150_299_CFW,M_150_299_ES_NS,M_150_299_Tot,M_300_399_E,M_300_399_OM_IE,M_300_399_OM_UIE,M_300_399_CFW,M_300_399_ES_NS,M_300_399_Tot,M_400_499_E,M_400_499_OM_IE,M_400_499_OM_UIE,M_400_499_CFW,M_400_499_ES_NS,M_400_499_Tot,M_500_649_E,M_500_649_OM_IE,M_500_649_OM_UIE,M_500_649_CFW,M_500_649_ES_NS,M_500_649_Tot,M_650_799_E,M_650_799_OM_IE,M_650_799_OM_UIE,M_650_799_CFW,M_650_799_ES_NS,M_650_799_Tot,M_800_999_E,M_800_999_OM_IE,M_800_999_OM_UIE,M_800_999_CFW,M_800_999_ES_NS,M_800_999_Tot,M_1000_1249_E,M_1000_1249_OM_IE,M_1000_1249_OM_UIE,M_1000_1249_CFW,M_1000_1249_ES_NS,M_1000_1249_Tot,M_1250_1499_E,M_1250_1499_OM_IE,M_1250_1499_OM_UIE,M_1250_1499_CFW,M_1250_1499_ES_NS,M_1250_1499_Tot,M_1500_1749_E,M_1500_1749_OM_IE,M_1500_1749_OM_UIE,M_1500_1749_CFW,M_1500_1749_ES_NS,M_1500_1749_Tot,M_1750_1999_E,M_1750_1999_OM_IE,M_1750_1999_OM_UIE,M_1750_1999_CFW,M_1750_1999_ES_NS,M_1750_1999_Tot,M_2000_2999_E,M_2000_2999_OM_IE,M_2000_2999_OM_UIE,M_2000_2999_CFW,M_2000_2999_ES_NS,M_2000_2999_Tot,M_3000mor_E,M_3000mor_OM_IE,M_3000mor_OM_UIE,M_3000mor_CFW,M_3000mor_ES_NS,M_3000mor_Tot,M_PersInc_NS_E,M_PersInc_NS_OM_IE,M_PersInc_NS_OM_UIE,M_PersInc_NS_CFW,M_PersInc_NS_ES_NS,M_PersInc_NS_Tot,M_Tot_E,M_Tot_OM_IE,M_Tot_OM_UIE,M_Tot_CFW,M_Tot_ES_NS,M_Tot_Tot,F_NegNilInc_E,F_NegNilInc_OM_IE,F_NegNilInc_OM_UIE,F_NegNilInc_CFW,F_NegNilInc_ES_NS,F_NegNilInc_Tot,F_1_149_E,F_1_149_OM_IE,F_1_149_OM_UIE,F_1_149_CFW,F_1_149_ES_NS,F_1_149_Tot,F_150_299_E,F_150_299_OM_IE,F_150_299_OM_UIE,F_150_299_CFW,F_150_299_ES_NS,F_150_299_Tot,F_300_399_E,F_300_399_OM_IE,F_300_399_OM_UIE,F_300_399_CFW,F_300_399_ES_NS,F_300_399_Tot,F_400_499_E,F_400_499_OM_IE,F_400_499_OM_UIE,F_400_499_CFW,F_400_499_ES_NS,F_400_499_Tot,F_500_649_E,F_500_649_OM_IE,F_500_649_OM_UIE,F_500_649_CFW,F_500_649_ES_NS,F_500_649_Tot,F_650_799_E,F_650_799_OM_IE,F_650_799_OM_UIE,F_650_799_CFW,F_650_799_ES_NS,F_650_799_Tot,F_800_999_E,F_800_999_OM_IE,F_800_999_OM_UIE,F_800_999_CFW,F_800_999_ES_NS,F_800_999_Tot,F_1000_1249_E,F_1000_1249_OM_IE,F_1000_1249_OM_UIE,F_1000_1249_CFW,F_1000_1249_ES_NS,F_1000_1249_Tot,F_1250_1499_E,F_1250_1499_OM_IE,F_1250_1499_OM_UIE,F_1250_1499_CFW,F_1250_1499_ES_NS,F_1250_1499_Tot,F_1500_1749_E,F_1500_1749_OM_IE,F_1500_1749_OM_UIE,F_1500_1749_CFW,F_1500_1749_ES_NS,F_1500_1749_Tot,F_1750_1999_E,F_1750_1999_OM_IE,F_1750_1999_OM_UIE,F_1750_1999_CFW,F_1750_1999_ES_NS,F_1750_1999_Tot,F_2000_2999_E,F_2000_2999_OM_IE,F_2000_2999_OM_UIE,F_2000_2999_CFW,F_2000_2999_ES_NS,F_2000_2999_Tot,F_3000mor_E,F_3000mor_OM_IE,F_3000mor_OM_UIE,F_3000mor_CFW,F_3000mor_ES_NS,F_3000mor_Tot,F_PersInc_NS_E,F_PersInc_NS_OM_IE,F_PersInc_NS_OM_UIE,F_PersInc_NS_CFW,F_PersInc_NS_ES_NS,F_PersInc_NS_Tot,F_Tot_E,F_Tot_OM_IE,F_Tot_OM_UIE,F_Tot_CFW,F_Tot_ES_NS,F_Tot_Tot,P_NegNilInc_E,P_NegNilInc_OM_IE,P_NegNilInc_OM_UIE,P_NegNilInc_CFW,P_NegNilInc_ES_NS,P_NegNilInc_Tot,P_1_149_E,P_1_149_OM_IE
10102,19,3,7,33,0,59,242,3,23,11,4,282,148,11,26,14,3,200,145,26,47,19,7,244,207,32,59,11,4,301,365,46,72,13,8,505,565,54,83,15,8,724,961,99,102,17,8,1191,1068,135,96,22,17,1343,750,129,80,11,6,977,606,152,66,3,9,831,439,76,39,3,3,566,734,123,45,6,3,907,217,125,56,11,3,406,88,16,11,4,4,131,6554,1011,808,194,92,8662,27,0,3,31,0,66,301,3,19,22,3,356,248,12,48,27,3,335,270,21,38,17,7,352,330,17,51,17,0,415,470,34,64,18,5,586,669,21,53,6,9,762,681,47,58,15,9,806,646,45,58,14,3,763,467,25,41,8,3,539,348,41,21,6,3,420,268,18,12,4,5,314,279,34,30,5,0,352,67,34,13,3,0,123,65,5,9,9,7,96,5143,357,531,201,58,6280,45,3,16,67,0,132,548,9
10103,16,3,8,16,0,46,115,0,10,7,3,137,99,0,38,9,4,153,147,6,24,21,7,205,195,11,45,29,3,280,375,27,85,21,3,511,500,33,79,20,4,637,615,42,82,17,17,780,541,73,86,11,3,721,320,38,50,7,0,418,231,47,47,10,5,340,175,28,28,8,0,238,225,31,32,3,0,286,78,32,23,12,3,148,52,7,19,9,7,87,3686,387,648,201,65,4986,16,0,7,37,3,61,159,0,10,16,12,198,168,10,34,21,3,238,225,19,26,12,3,289,300,20,33,22,4,376,609,23,64,17,3,717,678,26,53,11,0,765,542,36,48,9,6,638,386,36,36,5,8,467,239,27,23,3,0,291,145,25,15,8,3,201,124,9,7,7,4,144,102,12,16,3,0,130,26,19,19,5,0,63,67,3,18,3,3,93,3780,259,401,181,47,4671,34,3,9,54,4,109,275,4
10104,33,6,16,33,6,93,331,14,41,26,7,413,232,28,113,37,14,422,295,40,150,38,25,539,432,47,164,32,24,691,755,109,239,23,22,1144,1098,125,235,25,15,1496,1367,146,240,22,20,1787,1185,158,229,12,24,1604,685,126,165,7,10,1001,486,113,87,3,3,698,419,47,62,0,3,530,384,88,70,9,13,560,133,73,68,8,3,289,142,27,22,10,22,225,7975,1150,1895,269,204,11487,30,6,22,62,4,122,552,12,47,38,13,658,549,29,118,45,12,750,670,26,118,46,19,874,1005,29,144,39,21,1239,1468,78,187,30,16,1783,1549,85,159,26,21,1841,1402,65,122,14,20,1620,1103,66,91,22,8,1287,627,52,57,10,4,749,464,50,36,4,4,554,309,13,28,3,0,362,263,31,13,8,0,317,54,22,30,4,4,112,158,14,18,13,12,212,10211,577,1176,355,161,12488,59,12,37,93,9,213,881,24
10105,18,4,11,31,6,66,156,3,7,9,3,183,141,11,26,21,4,194,133,14,40,14,10,198,165,17,45,19,9,263,285,35,91,24,12,451,499,49,95,26,7,672,673,58,93,21,8,846,712,88,99,13,13,924,477,62,63,11,6,630,371,50,51,13,0,484,339,34,24,3,0,397,432,50,42,8,3,531,137,52,49,10,0,245,78,12,13,6,12,123,4617,530,751,226,87,6210,24,0,4,31,0,60,252,4,25,19,8,313,262,6,34,19,11,334,254,15,45,7,11,329,353,13,40,12,12,432,691,28,42,17,7,787,790,21,35,11,4,865,741,26,49,11,8,823,688,25,34,9,5,754,429,17,25,7,0,477,309,12,16,0,0,347,233,8,9,3,0,245,209,13,7,9,4,243,39,15,20,10,0,84,95,3,8,5,8,114,5367,206,401,175,71,6217,39,5,19,62,4,129,410,8
10106,20,4,18,30,0,64,76,0,11,9,0,108,95,4,22,29,0,152,82,18,38,19,3,164,110,8,64,27,5,220,216,40,81,30,9,378,368,53,87,23,7,530,500,60,100,19,5,693,449,67,100,20,14,640,252,48,62,12,4,388,231,42,57,11,7,349,174,31,31,14,3,256,241,49,50,9,7,356,102,66,47,9,0,225,46,7,10,7,8,78,2960,508,787,271,76,4597,7,3,8,37,0,59,130,3,28,20,5,181,160,10,37,41,7,260,194,17,46,17,5,287,263,8,52,18,6,353,436,27,66,35,7,575,488,26,64,19,4,601,454,18,58,17,6,561,380,33,37,17,5,468,215,14,35,0,3,267,173,25,20,6,0,233,110,15,9,8,0,140,110,18,30,11,0,167,26,14,21,4,0,75,52,0,16,15,0,86,3210,238,526,277,52,4300,28,7,24,73,0,126,206,3
10201,66,11,27,71,5,181,854,12,50,23,11,960,694,27,122,30,15,888,635,78,151,41,19,923,874,83,185,26,27,1192,1449,154,305,26,26,1965,2181,214,330,23,48,2792,2939,256,391,29,33,3653,2937,426,397,30,31,3819,1962,293,257,13,12,2539,1734,325,222,14,20,2312,1281,192,131,3,8,1620,1531,378,175,11,14,2108,553,333,185,16,15,1090,298,50,42,16,40,443,19994,2827,2966,370,317,26478,105,14,24,93,3,236,1568,20,143,49,14,1791,1537,51,225,48,15,1888,1719,82,219,63,32,2112,2117,93,245,36,31,2523,3536,124,285,70,41,4053,3932,157,264,29,42,4427,3888,162,223,30,26,4329,3133,185,212,26,16,3577,1929,113,121,12,10,2192,1440,117,79,5,9,1656,1100,74,47,10,5,1225,873,140,79,5,11,1114,213,104,71,3,4,404,394,22,27,10,26,489,27498,1456,2266,500,286,32007,170,25,50,166,12,423,2417,34
10202,58,12,15,44,8,134,720,17,39,22,6,802,554,22,78,31,13,694,524,68,135,32,12,775,728,58,163,31,15,1002,1174,116,239,25,26,1584,1864,169,231,20,23,2315,2702,246,299,16,27,3299,2647,311,331,14,37,3342,1699,239,189,7,16,2141,1392,220,136,3,9,1758,996,114,84,6,6,1207,1252,199,86,8,9,1555,457,208,87,6,10,767,262,40,42,9,29,379,17023,2040,2158,275,256,21755,83,7,19,63,6,175,1269,24,71,40,17,1429,1305,38,135,41,24,1544,1409,56,167,41,32,1694,1727,66,176,43,20,2029,2800,104,223,35,35,3188,3144,121,153,29,33,3476,2964,123,145,24,19,3274,2391,115,118,14,11,2648,1445,88,56,10,11,1609,1062,80,60,9,5,1219,715,38,27,3,7,790,585,71,41,7,10,711,136,65,24,3,3,229,299,11,20,12,23,363,21324,999,1428,372,254,24372,142,17,30,106,8,310,1985,38
10301,31,8,12,42,0,84,227,0,7,12,10,260,199,7,43,29,8,286,221,17,59,24,10,324,303,22,65,22,3,412,494,46,114,22,14,699,798,58,90,23,16,976,1155,101,106,18,12,1397,1120,102,116,18,19,1368,827,75,73,7,5,993,741,93,74,12,9,933,594,41,46,12,4,701,682,75,65,0,3,830,161,81,58,5,4,313,102,14,18,11,8,152,7663,729,953,263,127,9733,26,0,10,48,3,81,438,8,26,19,8,494,471,19,57,29,14,589,480,17,56,20,12,584,644,13,65,24,8,757,1002,31,83,24,9,1151,1145,44,80,18,14,1304,1134,48,63,18,10,1268,1000,49,50,8,7,1116,678,23,31,4,8,746,534,41,30,5,3,611,397,14,10,4,0,425,360,27,27,0,0,418,77,20,17,5,0,126,125,3,7,7,13,158,8508,365,616,235,116,9838,49,5,23,87,11,173,664,11
10302,25,4,45,105,3,190,210,4,25,34,4,278,147,13,85,53,14,312,232,22,117,78,17,468,312,28,146,56,20,571,616,73,235,79,22,1030,976,65,216,71,37,1369,1209,109,279,63,28,1690,1052,145,264,45,22,1541,650,89,166,23,11,937,541,84,147,27,10,802,406,43,80,12,8,548,593,63,111,15,12,779,159,77,122,20,14,399,132,12,39,35,22,247,7279,835,2087,713,248,11164,31,3,19,89,0,139,384,4,34,38,11,472,413,11,81,47,13,569,494,23,84,58,18,675,679,19,102,55,21,875,1109,45,160,55,19,1388,1187,31,137,50,20,1433,1017,55,127,31,6,1249,819,51,105,25,17,1021,538,41,61,13,3,659,408,26,53,11,8,501,289,10,34,10,4,348,263,23,44,8,0,341,47,27,36,11,5,131,114,3,22,29,16,186,7792,372,1117,539,160,9970,57,7,65,190,5,327,601,3
10303,23,0,25,55,0,100,176,0,18,23,7,224,141,13,57,30,3,241,173,25,67,34,11,309,232,26,69,33,11,373,373,40,100,38,16,569,618,44,108,24,9,795,806,66,116,21,12,1021,865,84,121,15,19,1100,655,63,78,11,10,812,633,48,44,8,5,736,624,38,37,3,3,698,1409,77,32,8,9,1532,567,72,47,12,8,699,133,5,14,14,12,178,7411,601,921,317,136,9388,26,6,17,58,5,105,310,5,40,28,8,392,397,18,79,34,6,527,486,24,72,31,13,618,583,24,64,34,16,725,912,29,107,21,12,1089,968,51,80,17,6,1125,848,38,55,18,13,975,659,44,53,9,6,775,442,22,26,6,3,499,336,22,22,3,8,392,259,19,6,3,3,289,202,22,28,7,3,263,53,21,15,8,0,93,89,6,13,10,12,135,6565,350,668,287,117,7998,51,5,41,111,9,213,488,5
