SA3_CODE_2016,IE_AgFF_OMOE_Nil_em,IE_AgFF_OMOE_1_19_em,IE_AgFF_OMOE_20more_em,IE_AgFF_OMOE_NE_NS,IE_AgFF_Tot,IE_Min_OMOE_Nil_em,IE_Min_OMOE_1_19_em,IE_Min_OMOE_20more_em,IE_Min_OMOE_NE_NS,IE_Min_Tot,IE_Mnf_OMOE_Nil_em,IE_Mnf_OMOE_1_19_em,IE_Mnf_OMOE_20more_em,IE_Mnf_OMOE_NE_NS,IE_Mnf_Tot,IE_EGWWS_OMOE_Nil_em,IE_EGWWS_OMOE_1_19_em,IE_EGWWS_OMOE_20more_em,IE_EGWWS_OMOE_NE_NS,IE_EGWWS_Tot,IE_Const_OMOE_Nil_em,IE_Const_OMOE_1_19_em,IE_Const_OMOE_20more_em,IE_Const_OMOE_NE_NS,IE_Const_Tot,IE_WST_OMOE_Nil_em,IE_WST_OMOE_1_19_em,IE_WST_OMOE_20more_em,IE_WST_OMOE_NE_NS,IE_WST_Tot,IE_RetT_OMOE_Nil_em,IE_RetT_OMOE_1_19_em,IE_RetT_OMOE_20more_em,IE_RetT_OMOE_NE_NS,IE_RetT_Tot,IE_AcFd_OMOE_Nil_em,IE_AcFd_OMOE_1_19_em,IE_AcFd_OMOE_20more_em,IE_AcFd_OMOE_NE_NS,IE_AcFd_Tot,IE_TPW_OMOE_Nil_em,IE_TPW_OMOE_1_19_em,IE_TPW_OMOE_20more_em,IE_TPW_OMOE_NE_NS,IE_TPW_Tot,IE_IMT_OMOE_Nil_em,IE_IMT_OMOE_1_19_em,IE_IMT_OMOE_20more_em,IE_IMT_OMOE_NE_NS,IE_IMT_Tot,IE_FinIns_OMOE_Nil_em,IE_FinIns_OMOE_1_19_em,IE_FinIns_OMOE_20more_em,IE_FinIns_OMOE_NE_NS,IE_FinIns_Tot,IE_RHRE_OMOE_Nil_em,IE_RHRE_OMOE_1_19_em,IE_RHRE_OMOE_20more_em,IE_RHRE_OMOE_NE_NS,IE_RHRE_Tot,IE_ProSTS_OMOE_Nil_em,IE_ProSTS_OMOE_1_19_em,IE_ProSTS_OMOE_20more_em,IE_ProSTS_OMOE_NE_NS,IE_ProSTS_Tot,IE_AdSup_OMOE_Nil_em,IE_AdSup_OMOE_1_19_em,IE_AdSup_OMOE_20more_em,IE_AdSup_OMOE_NE_NS,IE_AdSup_Tot,IE_PubAS_OMOE_Nil_em,IE_PubAS_OMOE_1_19_em,IE_PubAS_OMOE_20more_em,IE_PubAS_OMOE_NE_NS,IE_PubAS_Tot,IE_EdTrn_OMOE_Nil_em,IE_EdTrn_OMOE_1_19_em,IE_EdTrn_OMOE_20more_em,IE_EdTrn_OMOE_NE_NS,IE_EdTrn_Tot,IE_HC_SA_OMOE_Nil_em,IE_HC_SA_OMOE_1_19_em,IE_HC_SA_OMOE_20more_em,IE_HC_SA_OMOE_NE_NS,IE_HC_SA_Tot,IE_ArtsR_OMOE_Nil_em,IE_ArtsR_OMOE_1_19_em,IE_ArtsR_OMOE_20more_em,IE_ArtsR_OMOE_NE_NS,IE_ArtsR_Tot,IE_OthSvs_OMOE_Nil_em,IE_OthSvs_OMOE_1_19_em,IE_OthSvs_OMOE_20more_em,IE_OthSvs_OMOE_NE_NS,IE_OthSvs_Tot,IE_IDNS_OMOE_Nil_em,IE_IDNS_OMOE_1_19_em,IE_IDNS_OMOE_20more_em,IE_IDNS_OMOE_NE_NS,IE_IDNS_Tot,IE_Tot_OMOE_Nil_em,IE_Tot_OMOE_1_19_em,IE_Tot_OMOE_20more_em,IE_Tot_OMOE_NE_NS,IE_Tot_Tot,UIE_AgFF_OMOE_Nil_em,UIE_AgFF_OMOE_1_19_em,UIE_AgFF_OMOE_20more_em,UIE_AgFF_OMOE_NE_NS,UIE_AgFF_Tot,UIE_Min_OMOE_Nil_em,UIE_Min_OMOE_1_19_em,UIE_Min_OMOE_20more_em,UIE_Min_OMOE_NE_NS,UIE_Min_Tot,UIE_Mnf_OMOE_Nil_em,UIE_Mnf_OMOE_1_19_em,UIE_Mnf_OMOE_20more_em,UIE_Mnf_OMOE_NE_NS,UIE_Mnf_Tot,UIE_EGWWS_OMOE_Nil_em,UIE_EGWWS_OMOE_1_19_em,UIE_EGWWS_OMOE_20more_em,UIE_EGWWS_OMOE_NE_NS,UIE_EGWWS_Tot,UIE_Const_OMOE_Nil_em,UIE_Const_OMOE_1_19_em,UIE_Const_OMOE_20more_em,UIE_Const_OMOE_NE_NS,UIE_Const_Tot,UIE_WST_OMOE_Nil_em,UIE_WST_OMOE_1_19_em,UIE_WST_OMOE_20more_em,UIE_WST_OMOE_NE_NS,UIE_WST_Tot,UIE_RetT_OMOE_Nil_em,UIE_RetT_OMOE_1_19_em,UIE_RetT_OMOE_20more_em,UIE_RetT_OMOE_NE_NS,UIE_RetT_Tot,UIE_AcFd_OMOE_Nil_em,UIE_AcFd_OMOE_1_19_em,UIE_AcFd_OMOE_20more_em,UIE_AcFd_OMOE_NE_NS,UIE_AcFd_Tot,UIE_TPW_OMOE_Nil_em,UIE_TPW_OMOE_1_19_em,UIE_TPW_OMOE_20more_em,UIE_TPW_OMOE_NE_NS,UIE_TPW_Tot,UIE_IMT_OMOE_Nil_em,UIE_IMT_OMOE_1_19_em,UIE_IMT_OMOE_20more_em,UIE_IMT_OMOE_NE_NS,UIE_IMT_Tot,UIE_FinIns_OMOE_Nil_em,UIE_FinIns_OMOE_1_19_em,UIE_FinIns_OMOE_20more_em,UIE_FinIns_OMOE_NE_NS,UIE_FinIns_Tot,UIE_RHRE_OMOE_Nil_em,UIE_RHRE_OMOE_1_19_em,UIE_RHRE_OMOE_20more_em,UIE_RHRE_OMOE_NE_NS,UIE_RHRE_Tot,UIE_ProSTS_OMOE_Nil_em,UIE_ProSTS_OMOE_1_19_em,UIE_ProSTS_OMOE_20more_em,UIE_ProSTS_OMOE_NE_NS,UIE_ProSTS_Tot,UIE_AdSup_OMOE_Nil_em,UIE_AdSup_OMOE_1_19_em,UIE_AdSup_OMOE_20more_em,UIE_AdSup_OMOE_NE_NS,UIE_AdSup_Tot,UIE_PubAS_OMOE_Nil_em,UIE_PubAS_OMOE_1_19_em,UIE_PubAS_OMOE_20more_em,UIE_PubAS_OMOE_NE_NS,UIE_PubAS_Tot,UIE_EdTrn_OMOE_Nil_em,UIE_EdTrn_OMOE_1_19_em,UIE_EdTrn_OMOE_20more_em,UIE_EdTrn_OMOE_NE_NS,UIE_EdTrn_Tot,UIE_HC_SA_OMOE_Nil_em,UIE_HC_SA_OMOE_1_19_em,UIE_HC_SA_OMOE_20more_em,UIE_HC_SA_OMOE_NE_NS,UIE_HC_SA_Tot,UIE_ArtsR_OMOE_Nil_em,UIE_ArtsR_OMOE_1_19_em,UIE_ArtsR_OMOE_20more_em,UIE_ArtsR_OMOE_NE_NS,UIE_ArtsR_Tot,UIE_OthSvs_OMOE_Nil_em,UIE_OthSvs_OMOE_1_19_em,UIE_OthSvs_OMOE_20more_em,UIE_OthSvs_OMOE_NE_NS,UIE_OthSvs_Tot
10102,20,17,0,0,40,3,3,0,0,7,20,100,10,4,134,4,9,0,0,15,104,240,37,3,380,3,16,3,0,21,24,53,3,0,77,4,44,7,0,52,35,29,3,0,71,8,3,0,0,15,10,16,0,0,27,6,36,4,0,44,69,85,9,4,172,20,26,4,4,49,7,9,0,0,19,15,8,0,0,27,17,26,0,0,46,7,4,0,0,21,29,58,0,3,88,18,50,3,3,72,427,828,90,24,1370,121,39,0,7,160,0,0,0,0,0,64,18,0,0,79,4,3,0,0,7,164,67,4,5,237,12,6,0,0,18,41,27,0,0,75,18,35,0,0,53,38,14,0,0,59,12,0,0,0,15,5,0,0,0,5,11,8,0,0,14,114,22,0,0,140,59,5,0,3,72,14,0,0,0,9,46,3,0,0,54,89,12,3,0,104,38,6,0,0,48,79,45,0,0,118
10103,17,43,0,0,62,0,3,0,0,5,3,22,0,0,21,0,3,0,0,4,22,61,3,3,87,3,19,3,0,25,4,58,9,3,73,14,70,15,0,94,16,26,4,0,47,3,8,0,0,10,7,0,0,0,6,3,23,4,0,32,27,23,3,0,51,5,18,0,0,29,0,4,0,0,7,0,3,0,0,3,7,18,3,0,24,0,10,4,0,11,8,25,0,0,30,9,11,0,0,24,146,437,55,10,649,163,149,0,8,319,0,0,0,0,0,25,12,0,0,34,0,0,0,0,0,105,24,0,3,135,8,0,0,0,8,20,31,0,0,51,60,69,0,6,141,25,8,0,0,34,7,0,0,0,5,3,0,0,0,5,5,9,0,0,16,31,16,0,4,50,31,11,0,3,48,4,3,0,0,6,19,6,0,3,23,35,7,0,0,45,19,4,0,0,18,38,21,0,0,68
10104,27,83,0,0,108,0,3,0,0,3,22,62,11,0,93,4,0,0,0,6,103,164,8,4,281,8,27,0,3,35,22,158,18,3,204,32,149,16,0,192,17,63,12,0,104,8,7,0,0,19,14,8,0,0,19,23,55,3,0,77,75,107,8,3,192,29,41,0,3,74,4,3,3,0,6,15,24,3,0,35,23,64,11,0,99,9,14,3,0,33,19,57,0,0,77,31,26,4,3,67,489,1113,101,21,1729,247,133,0,16,393,0,0,0,0,0,82,39,4,3,129,3,0,0,0,4,420,142,0,16,572,26,5,0,3,35,143,141,10,12,297,109,169,3,7,276,41,27,0,3,79,17,3,0,0,21,14,6,0,0,16,12,6,0,0,14,193,50,5,8,251,156,31,0,0,186,6,4,0,0,15,77,8,0,4,89,176,47,6,6,234,63,9,0,0,68,169,95,0,5,270
10105,33,42,0,0,75,0,0,0,0,0,13,24,6,0,41,0,0,0,0,0,36,88,3,4,138,6,13,3,0,20,11,62,6,4,82,3,31,9,0,39,21,28,3,0,54,0,0,0,0,3,4,19,0,0,27,7,21,0,0,31,37,38,6,0,83,4,10,0,0,20,3,0,0,0,6,3,6,0,0,15,8,30,3,0,44,0,5,0,0,4,12,19,0,0,32,13,15,0,0,26,232,457,42,9,738,155,108,0,12,270,0,0,0,0,0,30,10,0,3,40,0,0,0,0,4,125,46,0,3,174,5,8,0,0,14,35,24,0,5,65,19,26,4,0,51,28,22,0,0,56,3,0,0,0,7,6,0,0,0,11,12,3,0,0,14,58,26,0,0,88,35,11,0,0,41,3,0,0,0,7,35,6,0,0,43,65,13,0,0,85,25,6,0,0,30,70,46,0,3,121
10106,34,76,3,0,115,0,7,0,0,7,5,23,8,0,42,3,4,0,0,9,36,100,4,0,145,3,13,0,0,17,14,40,4,4,66,8,36,3,0,46,17,18,9,0,45,0,4,0,0,7,3,6,0,0,9,15,16,0,0,27,26,47,0,3,74,8,18,3,3,27,3,0,0,0,3,7,6,0,0,8,9,17,0,0,29,0,3,0,0,4,7,23,0,0,35,15,22,3,0,37,216,479,35,13,751,243,192,0,15,454,0,0,0,0,0,30,20,3,0,47,0,0,0,0,3,94,47,0,4,146,3,5,0,0,13,49,43,0,0,93,15,46,0,0,64,44,18,0,0,59,8,0,0,0,5,8,3,0,0,9,6,3,0,0,8,62,15,5,0,82,38,6,0,0,52,0,0,0,0,3,30,8,0,0,38,47,10,3,0,62,30,3,0,0,30,63,37,0,0,99
10201,15,48,0,3,65,7,14,0,0,15,51,162,37,3,252,3,17,3,0,21,288,427,27,7,742,33,70,4,0,107,93,260,45,0,394,28,155,48,0,233,51,57,3,3,116,46,37,7,0,85,81,82,3,0,166,71,120,12,6,214,291,310,15,4,625,78,104,7,0,198,24,24,5,0,47,43,50,6,0,105,95,241,25,4,369,21,32,5,0,63,71,144,6,0,226,98,132,8,3,242,1476,2489,275,33,4281,125,45,0,3,181,6,0,0,0,6,159,52,0,5,220,13,0,0,0,10,699,225,3,14,944,39,14,0,0,54,187,134,4,3,327,76,107,3,3,185,96,18,3,3,121,70,7,0,0,78,43,12,0,0,60,57,3,0,0,54,567,123,3,4,692,359,57,0,0,413,22,0,3,0,23,216,37,3,5,256,423,160,9,3,601,159,15,0,5,182,457,136,3,8,599
10202,3,12,3,0,20,3,6,0,0,10,42,152,24,3,221,8,10,0,0,23,202,388,28,6,629,25,65,5,0,96,50,177,19,4,248,24,129,18,3,168,91,84,13,8,190,13,26,3,0,48,41,43,0,0,84,25,94,4,0,131,131,197,16,4,346,68,64,4,3,142,3,20,0,0,26,29,29,3,0,68,49,137,15,0,202,13,32,0,0,42,58,116,7,0,177,70,84,0,0,155,952,1870,180,36,3040,42,10,0,0,48,0,0,0,0,0,113,54,0,6,170,4,3,0,0,7,571,191,0,13,770,29,11,0,0,44,132,97,4,9,240,84,88,0,0,170,148,25,0,0,179,36,3,0,0,36,22,10,0,0,36,22,8,0,0,35,291,41,3,0,334,240,52,0,5,303,10,0,0,0,14,127,26,0,0,154,256,61,3,4,323,69,16,0,0,76,332,120,0,5,458
10301,34,56,3,5,98,0,0,0,0,0,12,51,10,3,71,0,7,0,0,10,62,148,13,3,225,3,26,6,3,38,9,76,14,0,98,0,58,14,0,76,31,31,7,0,72,3,5,0,0,4,9,15,0,0,28,9,14,3,0,26,43,74,11,0,126,23,32,3,0,57,0,9,0,0,9,3,3,0,0,5,19,29,0,0,55,0,0,3,0,3,9,33,3,0,45,21,21,0,3,44,280,697,103,16,1099,205,113,0,9,320,0,0,0,0,0,45,18,0,0,63,9,0,0,0,9,170,78,0,6,245,11,4,0,0,15,54,40,0,3,92,32,52,0,0,84,33,21,0,0,54,5,0,0,0,5,3,5,0,0,8,23,4,0,0,28,115,24,6,0,144,55,11,0,0,65,0,3,0,0,3,40,9,0,0,49,84,20,0,0,105,26,11,0,4,38,102,60,0,4,169
10302,130,181,18,9,333,4,8,3,0,20,4,60,13,0,77,7,7,0,0,12,34,61,0,0,99,10,38,8,0,48,7,92,13,4,118,3,72,5,0,79,28,52,5,0,88,3,5,0,0,7,11,5,0,0,19,0,14,3,0,17,17,56,6,0,71,8,20,0,0,33,0,0,0,0,0,3,0,0,0,6,14,41,3,0,56,4,4,0,0,5,9,63,0,0,71,9,24,8,3,44,301,802,83,22,1200,950,677,0,48,1672,3,0,0,0,6,45,36,3,3,79,4,3,0,0,7,147,86,0,7,243,11,15,0,0,31,71,75,0,5,157,50,89,0,4,139,101,28,0,7,134,7,0,0,0,8,5,7,0,0,14,12,7,0,3,19,63,36,0,3,102,64,23,0,0,86,3,5,0,0,10,40,11,0,0,45,90,17,0,0,114,30,3,0,3,33,152,66,0,4,224
10303,42,53,3,0,98,20,18,0,0,48,5,56,9,0,69,0,6,0,0,8,39,99,8,4,152,3,25,0,0,28,18,67,16,3,101,17,49,12,0,74,22,44,0,3,69,10,0,0,0,14,4,8,0,0,13,8,14,0,0,26,32,39,0,3,76,9,21,3,0,32,3,0,0,0,3,6,9,0,0,12,13,36,0,0,52,0,0,0,0,4,14,30,4,0,50,13,12,4,0,27,280,589,70,19,953,246,133,0,18,395,9,3,0,0,8,40,15,0,0,52,0,0,0,0,0,137,62,0,3,207,6,3,0,0,9,73,53,0,0,123,45,58,3,4,110,37,20,0,3,58,10,0,0,0,10,5,0,0,0,7,6,4,0,0,12,71,26,0,0,103,68,15,0,0,84,3,0,0,0,3,31,3,0,0,37,59,23,0,0,87,31,3,0,0,38,113,55,0,7,178
