GCCSA_CODE_2016,SS_NS_None_Mng,SS_NS_None_Pro,SS_NS_None_TecTW,SS_NS_None_CoPSW,SS_NS_None_ClAW,SS_NS_None_SWks,SS_NS_None_MaOpDv,SS_NS_None_Lab,SS_NS_None_IDNS,SS_NS_None_Tot,SS_NS_1_15_Mng,SS_NS_1_15_Pro,SS_NS_1_15_TecTW,SS_NS_1_15_CoPSW,SS_NS_1_15_ClAW,SS_NS_1_15_SWks,SS_NS_1_15_MaOpDv,SS_NS_1_15_Lab,SS_NS_1_15_IDNS,SS_NS_1_15_Tot,SS_NS_16_24_Mng,SS_NS_16_24_Pro,SS_NS_16_24_TecTW,SS_NS_16_24_CoPSW,SS_NS_16_24_ClAW,SS_NS_16_24_SWks,SS_NS_16_24_MaOpDv,SS_NS_16_24_Lab,SS_NS_16_24_IDNS,SS_NS_16_24_Tot,SS_NS_25_34_Mng,SS_NS_25_34_Pro,SS_NS_25_34_TecTW,SS_NS_25_34_CoPSW,SS_NS_25_34_ClAW,SS_NS_25_34_SWks,SS_NS_25_34_MaOpDv,SS_NS_25_34_Lab,SS_NS_25_34_IDNS,SS_NS_25_34_Tot,SS_NS_35_39_Mng,SS_NS_35_39_Pro,SS_NS_35_39_TecTW,SS_NS_35_39_CoPSW,SS_NS_35_39_ClAW,SS_NS_35_39_SWks,SS_NS_35_39_MaOpDv,SS_NS_35_39_Lab,SS_NS_35_39_IDNS,SS_NS_35_39_Tot,SS_NS_40_Mng,SS_NS_40_Pro,SS_NS_40_TecTW,SS_NS_40_CoPSW,SS_NS_40_ClAW,SS_NS_40_SWks,SS_NS_40_MaOpDv,SS_NS_40_Lab,SS_NS_40_IDNS,SS_NS_40_Tot,SS_NS_41_48_Mng,SS_NS_41_48_Pro,SS_NS_41_48_TecTW,SS_NS_41_48_CoPSW,SS_NS_41_48_ClAW,SS_NS_41_48_SWks,SS_NS_41_48_MaOpDv,SS_NS_41_48_Lab,SS_NS_41_48_IDNS,SS_NS_41_48_Tot,SS_NS_49mo_Mng,SS_NS_49mo_Pro,SS_NS_49mo_TecTW,SS_NS_49mo_CoPSW,SS_NS_49mo_ClAW,SS_NS_49mo_SWks,SS_NS_49mo_MaOpDv,SS_NS_49mo_Lab,SS_NS_49mo_IDNS,SS_NS_49mo_Tot,SS_NS_NS_Mng,SS_NS_NS_Pro,SS_NS_NS_TecTW,SS_NS_NS_CoPSW,SS_NS_NS_ClAW,SS_NS_NS_SWks,SS_NS_NS_MaOpDv,SS_NS_NS_Lab,SS_NS_NS_IDNS,SS_NS_NS_Tot,SS_NS_Tot_Mng,SS_NS_Tot_Pro,SS_NS_Tot_TecTW,SS_NS_Tot_CoPSW,SS_NS_Tot_ClAW,SS_NS_Tot_SWks,SS_NS_Tot_MaOpDv,SS_NS_Tot_Lab,SS_NS_Tot_Inad_des_Tot,SS_NS_Tot_Tot,Tot_None_Mng,Tot_None_Pro,Tot_None_TecTW,Tot_None_CoPSW,Tot_None_ClAW,Tot_None_SWks,Tot_None_MaOpDv,Tot_None_Lab,Tot_None_IDNS,Tot_None_Tot,Tot_1_15_Mng,Tot_1_15_Pro,Tot_1_15_TecTW,Tot_1_15_CoPSW,Tot_1_15_ClAW,Tot_1_15_SWks,Tot_1_15_MaOpDv,Tot_1_15_Lab,Tot_1_15_IDNS,Tot_1_15_Tot,Tot_16_24_Mng,Tot_16_24_Pro,Tot_16_24_TecTW,Tot_16_24_CoPSW,Tot_16_24_ClAW,Tot_16_24_SWks,Tot_16_24_MaOpDv,Tot_16_24_Lab,Tot_16_24_IDNS,Tot_16_24_Tot,Tot_25_34_Mng,Tot_25_34_Pro,Tot_25_34_TecTW,Tot_25_34_CoPSW,Tot_25_34_ClAW,Tot_25_34_SWks,Tot_25_34_MaOpDv,Tot_25_34_Lab,Tot_25_34_IDNS,Tot_25_34_Tot,Tot_35_39_Mng,Tot_35_39_Pro,Tot_35_39_TecTW,Tot_35_39_CoPSW,Tot_35_39_ClAW,Tot_35_39_SWks,Tot_35_39_MaOpDv,Tot_35_39_Lab,Tot_35_39_IDNS,Tot_35_39_Tot,Tot_40_Mng,Tot_40_Pro,Tot_40_TecTW,Tot_40_CoPSW,Tot_40_ClAW,Tot_40_SWks,Tot_40_MaOpDv,Tot_40_Lab,Tot_40_IDNS,Tot_40_Tot,Tot_41_48_Mng,Tot_41_48_Pro,Tot_41_48_TecTW,Tot_41_48_CoPSW,Tot_41_48_ClAW,Tot_41_48_SWks,Tot_41_48_MaOpDv,Tot_41_48_Lab,Tot_41_48_IDNS,Tot_41_48_Tot,Tot_49mo_Mng,Tot_49mo_Pro,Tot_49mo_TecTW,Tot_49mo_CoPSW,Tot_49mo_ClAW,Tot_49mo_SWks,Tot_49mo_MaOpDv,Tot_49mo_Lab,Tot_49mo_IDNS,Tot_49mo_Tot,Tot_NS_Mng,Tot_NS_Pro,Tot_NS_TecTW,Tot_NS_CoPSW,Tot_NS_ClAW,Tot_NS_SWks,Tot_NS_MaOpDv,Tot_NS_Lab,Tot_NS_IDNS,Tot_NS_Tot,Tot_Tot_Mng,Tot_Tot_Pro,Tot_Tot_TecTW,Tot_Tot_CoPSW,Tot_Tot_ClAW,Tot_Tot_SWks,Tot_Tot_MaOpDv,Tot_Tot_Lab,Tot_Tot_Inad_des_Tot,Tot_Tot_Tot
6RTAS,0,0,0,0,0,0,0,0,4,3,0,0,0,5,0,13,3,3,5,27,0,0,0,3,0,8,0,8,0,21,0,0,4,0,0,3,0,6,0,19,0,0,13,0,0,3,3,3,0,32,0,3,7,3,0,0,0,0,0,19,0,0,3,0,0,0,0,3,0,4,3,0,0,0,0,0,3,0,0,5,0,0,3,0,0,3,0,0,4,16,5,7,30,14,5,21,9,27,12,137,4,8,19,75,7,124,7,56,3,300,31,70,85,660,117,1659,72,731,20,3454,10,21,27,155,30,290,19,133,3,704,6,33,30,79,23,92,5,42,0,314,18,43,234,36,37,29,9,23,0,433,10,27,191,26,24,14,3,13,3,306,15,6,85,13,9,8,0,8,0,147,8,18,36,17,3,8,4,14,0,109,0,5,11,27,0,41,3,23,39,154,105,226,727,1089,255,2271,120,1056,70,5916
6GHOB,0,0,0,0,0,0,0,0,0,3,0,0,0,10,3,12,0,6,0,25,0,0,0,3,0,4,0,4,0,12,0,0,0,8,0,3,0,0,0,13,0,3,3,3,3,0,0,0,0,18,0,0,9,0,0,0,0,5,0,13,0,0,0,0,0,0,0,0,0,5,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,10,17,25,8,16,3,13,3,98,0,13,15,77,7,147,4,66,7,342,40,155,100,951,190,1847,76,880,41,4279,9,40,29,222,76,316,24,147,4,874,11,32,26,126,36,82,4,35,6,351,17,50,182,63,45,35,3,9,0,412,10,29,183,20,20,8,3,16,0,284,3,6,78,16,13,3,3,6,0,130,5,3,35,9,6,3,0,3,0,73,3,5,16,24,9,40,3,19,25,138,105,329,665,1512,389,2487,121,1173,89,6884
69799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
69499,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,6,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,6,0,0,3,0,0,5,19,0,0,0,10,0,0,0,5,0,11,3,9,3,44,5,21,3,23,0,114,0,3,4,13,0,0,0,4,0,23,0,0,0,3,0,0,0,3,0,8,3,0,29,0,0,0,0,3,0,35,3,0,25,0,0,0,0,0,0,36,3,0,12,0,0,0,0,0,0,16,0,0,10,0,0,0,0,0,0,11,0,0,0,3,0,4,0,0,5,17,15,16,83,70,9,30,5,41,9,274
5RWAU,0,0,0,0,0,0,0,0,0,4,0,0,0,8,0,8,0,11,0,23,0,0,3,4,0,0,0,5,0,16,0,0,0,0,0,7,0,0,0,13,0,4,9,6,4,7,0,6,0,39,0,0,8,0,4,3,0,3,0,20,0,3,14,0,0,3,0,0,0,19,0,3,18,0,0,0,3,3,0,26,0,0,3,0,0,0,0,0,7,18,3,12,56,26,9,28,3,29,13,179,9,5,50,72,15,127,6,96,12,395,40,62,113,752,147,2366,59,1122,50,4722,20,30,55,177,59,276,16,156,6,792,10,17,58,145,29,93,8,66,3,429,21,35,307,107,107,47,9,37,5,669,18,47,356,35,56,21,13,27,0,572,15,21,201,25,22,12,8,23,4,334,24,28,222,27,21,11,21,40,5,399,5,3,33,31,12,74,3,43,69,265,157,260,1387,1378,457,3033,153,1603,158,8582
5GPER,0,4,0,3,0,9,0,5,0,26,0,0,7,26,11,76,5,28,0,152,3,3,4,23,0,25,0,15,3,74,3,3,11,17,3,8,0,3,0,50,8,5,30,15,15,16,0,18,7,110,0,5,33,3,9,3,0,10,0,80,0,3,16,3,0,0,5,3,0,29,0,5,9,3,3,0,0,3,0,25,0,0,4,8,0,9,3,9,28,66,17,30,105,93,48,149,20,104,41,619,22,96,147,508,127,802,58,360,19,2140,359,1550,793,8106,1679,15913,891,7230,241,36757,294,421,594,2762,909,3849,409,2046,83,11363,139,231,358,1166,397,1194,102,410,41,4046,134,260,1227,447,396,302,59,136,31,2995,106,243,1328,221,242,97,45,67,22,2375,61,118,493,103,91,68,23,37,8,1000,45,101,314,115,66,44,21,49,17,763,18,49,95,257,54,351,28,155,329,1350,1187,3077,5357,13686,3958,22615,1639,10491,785,62793
59799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,6,0,17
59499,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,5,0,7,0,0,0,0,0,0,0,0,3,3,0,0,5,0,0,0,0,0,0,8,0,0,9,0,0,0,0,3,0,10,0,0,8,0,0,0,0,3,0,13,0,0,8,0,0,0,0,4,0,13,0,0,3,0,0,0,0,0,0,8,0,0,3,0,0,0,0,0,0,7,0,0,37,6,0,4,0,16,5,70,4,6,24,26,4,14,0,17,0,98,7,178,39,359,45,86,19,205,16,952,3,20,38,58,11,23,17,61,10,236,3,11,38,21,4,11,4,15,0,110,0,7,177,13,0,3,5,12,0,211,3,0,264,10,0,0,0,6,0,284,0,0,75,3,0,0,3,3,0,88,0,3,58,6,0,0,3,9,0,79,0,10,16,6,3,10,0,17,33,90,32,238,726,492,74,147,56,340,54,2155
4RSAU,0,0,0,4,0,0,0,3,0,6,0,0,0,7,0,12,0,8,0,25,0,0,0,0,0,0,0,4,0,10,0,0,3,5,0,8,0,5,0,24,3,3,10,0,3,3,3,12,0,37,5,4,12,0,0,0,0,3,0,23,0,0,0,0,0,0,0,4,0,17,0,0,3,0,0,0,0,3,0,8,0,0,0,0,0,3,0,0,5,9,11,7,34,20,3,30,7,38,13,161,0,6,22,80,16,123,12,86,3,344,50,59,128,755,106,1823,69,1252,26,4260,23,14,57,190,39,232,16,161,4,737,14,20,39,128,39,109,6,68,4,430,19,54,250,64,67,45,8,50,0,559,15,20,197,26,21,13,7,48,3,351,8,15,98,12,12,14,0,15,3,180,6,7,45,11,6,11,7,11,0,112,7,3,17,27,0,45,5,48,53,205,144,196,858,1296,300,2410,139,1744,101,7183
4GADE,0,0,0,0,0,4,0,0,0,7,0,0,6,24,0,61,3,35,3,130,0,0,5,11,4,18,0,7,4,56,0,0,3,19,3,10,3,10,0,47,0,9,13,9,13,9,4,6,3,67,0,3,11,9,5,3,3,8,0,38,0,3,3,3,0,3,0,0,0,17,3,4,4,0,0,0,0,0,0,12,0,0,9,8,0,11,3,7,18,46,9,22,56,80,24,115,20,65,33,428,12,63,77,429,87,516,34,289,18,1523,252,910,445,5717,1064,10635,442,5494,154,25118,142,281,285,1666,452,2157,195,1143,40,6359,114,169,182,856,296,812,52,296,20,2792,72,281,766,306,352,178,29,107,22,2117,63,152,560,154,133,58,13,47,9,1197,39,69,268,75,62,49,3,21,0,592,25,45,133,70,28,36,3,21,8,369,13,27,47,141,31,254,20,126,197,848,732,2007,2762,9421,2506,14693,785,7546,468,40922
49799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
