GCCSA_CODE_2016,FTS_NNI_Mng,FTS_NNI_Pro,FTS_NNI_TecTW,FTS_NNI_CoPSW,FTS_NNI_ClAW,FTS_NNI_SWks,FTS_NNI_MaOpDv,FTS_NNI_Lab,FTS_NNI_IDNS,FTS_NNI_Tot,FTS_1_149_Mng,FTS_1_149_Pro,FTS_1_149_TecTW,FTS_1_149_CoPSW,FTS_1_149_ClAW,FTS_1_149_SWks,FTS_1_149_MaOpDv,FTS_1_149_Lab,FTS_1_149_IDNS,FTS_1_149_Tot,FTS_150_299_Mng,FTS_150_299_Pro,FTS_150_299_TecTW,FTS_150_299_CoPSW,FTS_150_299_ClAW,FTS_150_299_SWks,FTS_150_299_MaOpDv,FTS_150_299_Lab,FTS_150_299_IDNS,FTS_150_299_Tot,FTS_300_399_Mng,FTS_300_399_Pro,FTS_300_399_TecTW,FTS_300_399_CoPSW,FTS_300_399_ClAW,FTS_300_399_SWks,FTS_300_399_MaOpDv,FTS_300_399_Lab,FTS_300_399_IDNS,FTS_300_399_Tot,FTS_400_499_Mng,FTS_400_499_Pro,FTS_400_499_TecTW,FTS_400_499_CoPSW,FTS_400_499_ClAW,FTS_400_499_SWks,FTS_400_499_MaOpDv,FTS_400_499_Lab,FTS_400_499_IDNS,FTS_400_499_Tot,FTS_500_649_Mng,FTS_500_649_Pro,FTS_500_649_TecTW,FTS_500_649_CoPSW,FTS_500_649_ClAW,FTS_500_649_SWks,FTS_500_649_MaOpDv,FTS_500_649_Lab,FTS_500_649_IDNS,FTS_500_649_Tot,FTS_650_799_Mng,FTS_650_799_Pro,FTS_650_799_TecTW,FTS_650_799_CoPSW,FTS_650_799_ClAW,FTS_650_799_SWks,FTS_650_799_MaOpDv,FTS_650_799_Lab,FTS_650_799_IDNS,FTS_650_799_Tot,FTS_800_999_Mng,FTS_800_999_Pro,FTS_800_999_TecTW,FTS_800_999_CoPSW,FTS_800_999_ClAW,FTS_800_999_SWks,FTS_800_999_MaOpDv,FTS_800_999_Lab,FTS_800_999_IDNS,FTS_800_999_Tot,FTS_1000_1249_Mng,FTS_1000_1249_Pro,FTS_1000_1249_TecTW,FTS_1000_1249_CoPSW,FTS_1000_1249_ClAW,FTS_1000_1249_SWks,FTS_1000_1249_MaOpDv,FTS_1000_1249_Lab,FTS_1000_1249_IDNS,FTS_1000_1249_Tot,FTS_1250_1499_Mng,FTS_1250_1499_Pro,FTS_1250_1499_TecTW,FTS_1250_1499_CoPSW,FTS_1250_1499_ClAW,FTS_1250_1499_SWks,FTS_1250_1499_MaOpDv,FTS_1250_1499_Lab,FTS_1250_1499_IDNS,FTS_1250_1499_Tot,FTS_1500_1749_Mng,FTS_1500_1749_Pro,FTS_1500_1749_TecTW,FTS_1500_1749_CoPSW,FTS_1500_1749_ClAW,FTS_1500_1749_SWks,FTS_1500_1749_MaOpDv,FTS_1500_1749_Lab,FTS_1500_1749_IDNS,FTS_1500_1749_Tot,FTS_1750_1999_Mng,FTS_1750_1999_Pro,FTS_1750_1999_TecTW,FTS_1750_1999_CoPSW,FTS_1750_1999_ClAW,FTS_1750_1999_SWks,FTS_1750_1999_MaOpDv,FTS_1750_1999_Lab,FTS_1750_1999_IDNS,FTS_1750_1999_Tot,FTS_2000_2999_Mng,FTS_2000_2999_Pro,FTS_2000_2999_TecTW,FTS_2000_2999_CoPSW,FTS_2000_2999_ClAW,FTS_2000_2999_SWks,FTS_2000_2999_MaOpDv,FTS_2000_2999_Lab,FTS_2000_2999_IDNS,FTS_2000_2999_Tot,FTS_3000mo_Mng,FTS_3000mo_Pro,FTS_3000mo_TecTW,FTS_3000mo_CoPSW,FTS_3000mo_ClAW,FTS_3000mo_SWks,FTS_3000mo_MaOpDv,FTS_3000mo_Lab,FTS_3000mo_IDNS,FTS_3000mo_Tot,FTS_PINS_Mng,FTS_PINS_Pro,FTS_PINS_TecTW,FTS_PINS_CoPSW,FTS_PINS_ClAW,FTS_PINS_SWks,FTS_PINS_MaOpDv,FTS_PINS_Lab,FTS_PINS_IDNS,FTS_PINS_Tot,FTS_Tot_Mng,FTS_Tot_Pro,FTS_Tot_TecTW,FTS_Tot_CoPSW,FTS_Tot_ClAW,FTS_Tot_SWks,FTS_Tot_MaOpDv,FTS_Tot_Lab,FTS_Tot_IDNS,FTS_Tot_Tot,PTS_NNI_Mng,PTS_NNI_Pro,PTS_NNI_TecTW,PTS_NNI_CoPSW,PTS_NNI_ClAW,PTS_NNI_SWks,PTS_NNI_MaOpDv,PTS_NNI_Lab,PTS_NNI_IDNS,PTS_NNI_Tot,PTS_1_149_Mng,PTS_1_149_Pro,PTS_1_149_TecTW,PTS_1_149_CoPSW,PTS_1_149_ClAW,PTS_1_149_SWks,PTS_1_149_MaOpDv,PTS_1_149_Lab,PTS_1_149_IDNS,PTS_1_149_Tot,PTS_150_299_Mng,PTS_150_299_Pro,PTS_150_299_TecTW,PTS_150_299_CoPSW,PTS_150_299_ClAW,PTS_150_299_SWks,PTS_150_299_MaOpDv,PTS_150_299_Lab,PTS_150_299_IDNS,PTS_150_299_Tot,PTS_300_399_Mng,PTS_300_399_Pro,PTS_300_399_TecTW,PTS_300_399_CoPSW,PTS_300_399_ClAW,PTS_300_399_SWks,PTS_300_399_MaOpDv,PTS_300_399_Lab,PTS_300_399_IDNS,PTS_300_399_Tot
6RTAS,6,4,3,13,3,47,0,25,4,116,14,37,51,406,57,1251,38,582,24,2455,9,23,22,194,34,454,27,178,5,953,3,13,17,111,19,129,12,47,3,352,5,7,12,64,12,81,4,30,0,221,6,6,25,58,12,46,7,20,0,179,0,3,16,17,3,13,3,16,0,72,3,8,3,12,5,0,0,6,0,36,0,7,3,3,3,0,0,0,0,15,0,3,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,6,0,47,0,16,8,81,57,117,156,883,152,2074,94,918,52,4490,0,0,3,0,0,3,0,3,0,15,3,3,7,12,9,29,3,11,0,81,0,7,25,17,3,37,0,24,3,117,0,4,52,35,3,29,0,16,0,142
6GHOB,0,6,0,17,3,39,3,25,3,98,15,58,43,518,66,1231,38,609,26,2613,11,43,36,282,64,544,33,254,14,1283,10,30,23,146,42,203,16,72,3,550,10,21,19,114,37,124,9,43,10,377,12,21,21,93,26,73,6,24,0,269,3,15,7,33,14,14,0,5,0,98,3,4,6,24,6,10,0,5,0,51,0,6,3,4,0,0,0,0,0,21,0,3,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,3,0,0,11,0,37,4,13,10,88,64,217,160,1251,270,2266,102,1062,75,5469,0,0,0,0,0,8,0,4,0,8,0,3,3,13,0,32,0,12,4,72,3,5,15,38,12,47,3,20,0,139,0,5,45,23,9,31,0,17,3,135
69799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
69499,0,0,0,3,0,0,0,0,0,6,0,3,0,28,4,12,0,17,3,70,3,3,3,12,0,9,0,5,0,35,0,0,0,5,0,0,0,0,0,13,0,0,0,6,0,0,0,0,0,8,0,0,3,0,0,0,0,0,0,7,0,0,6,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,6,3,10,15,53,7,21,4,25,10,150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,3,0,0,0,8,0,15,0,0,8,0,0,0,0,0,0,6
5RWAU,15,3,9,31,6,94,0,63,20,248,26,35,70,550,78,2059,43,900,51,3816,11,11,29,135,40,367,15,208,20,831,10,10,20,84,21,77,11,81,0,308,3,11,39,54,20,40,8,32,0,206,3,10,41,46,13,26,4,22,3,173,7,8,24,25,15,12,3,21,5,127,4,7,14,25,11,5,0,12,0,79,3,9,14,13,14,0,0,0,0,47,0,0,11,4,0,0,0,0,0,17,0,0,10,3,3,0,3,0,0,15,0,0,5,0,0,0,0,0,0,6,0,0,6,0,0,0,0,0,0,7,0,0,3,4,0,3,0,3,3,18,3,3,4,16,3,54,0,33,21,141,86,115,301,989,217,2748,86,1377,118,6045,3,0,0,3,0,0,0,4,0,11,0,3,17,24,7,42,5,23,0,134,3,4,27,37,10,57,4,26,4,160,3,11,111,44,14,40,0,27,0,253
5GPER,14,35,30,185,38,357,23,206,49,937,152,671,364,4205,616,9984,374,4660,217,21245,151,467,317,2796,664,4944,362,2018,96,11826,110,279,252,1599,444,2170,212,1066,54,6186,111,193,283,1084,355,1270,147,655,35,4133,100,180,267,767,295,741,106,352,17,2827,81,116,175,369,150,271,46,114,18,1335,51,71,73,157,91,88,23,73,16,644,24,67,44,91,60,37,10,17,4,355,6,40,8,40,15,13,0,7,3,134,3,20,4,19,16,7,3,7,3,80,0,0,3,3,4,7,0,0,0,22,0,3,7,7,0,7,3,3,0,29,0,0,3,13,10,11,3,8,4,58,7,29,23,139,33,294,15,130,81,759,820,2165,1846,11473,2803,20206,1327,9322,596,50566,0,6,12,14,8,11,3,24,4,77,5,37,44,211,45,336,35,168,9,895,19,61,109,362,101,603,45,254,18,1571,11,47,368,296,89,399,41,187,14,1459
59799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
59499,0,8,0,11,0,4,0,10,10,41,7,82,18,183,19,60,6,112,16,505,3,66,15,102,12,25,11,59,8,303,0,25,14,38,10,13,6,24,3,137,0,14,22,39,3,5,7,17,5,106,0,5,27,18,0,6,7,11,0,76,0,3,12,9,0,3,3,8,0,40,0,0,5,3,3,3,0,0,0,18,0,3,0,7,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,5,3,10,0,3,0,0,10,24,21,213,116,419,55,121,39,250,42,1278,0,0,0,0,0,0,0,0,0,5,0,4,5,10,3,3,0,15,0,41,0,5,15,15,3,0,0,16,0,59,0,0,62,18,0,4,0,11,0,103
4RSAU,8,0,11,24,6,63,3,68,16,199,32,27,92,505,62,1427,55,1023,34,3260,6,19,28,171,26,406,18,226,9,909,6,9,14,86,10,94,5,56,3,292,7,5,25,66,17,68,7,32,4,222,4,4,31,58,16,45,3,24,7,193,8,5,16,28,5,8,0,11,0,80,3,9,10,19,3,10,0,4,0,57,0,10,0,8,4,3,0,0,0,35,0,0,0,3,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,8,3,0,0,19,4,48,0,35,4,122,78,83,227,1000,156,2174,96,1482,71,5370,3,0,0,0,0,0,0,0,0,12,5,0,17,22,3,32,4,38,0,125,0,6,34,36,10,39,4,44,0,178,8,0,67,43,18,28,0,26,3,196
4GADE,8,17,24,121,24,200,10,139,30,566,107,396,178,2826,392,6340,206,3602,123,14179,83,301,177,2034,406,3476,205,1580,70,8330,67,177,141,1121,267,1457,107,649,29,4012,66,132,149,803,214,824,62,388,18,2649,64,134,124,537,168,423,31,170,21,1673,39,77,71,258,98,150,12,65,3,766,31,56,24,122,60,44,3,23,3,366,8,37,15,39,39,24,3,9,7,185,0,14,3,19,16,4,0,0,0,60,3,5,0,17,5,9,0,5,0,38,3,0,0,0,3,0,0,0,0,8,0,0,0,10,3,3,0,0,0,20,0,0,0,0,6,7,0,11,3,26,6,22,16,92,18,206,5,89,45,502,488,1368,916,7991,1724,13154,655,6734,350,33382,0,3,4,10,3,13,3,9,7,57,5,32,40,127,25,206,11,138,12,599,15,30,72,198,61,381,20,190,12,984,16,32,158,172,76,228,15,114,3,812
49799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
