GCCSA_CODE_2016,Pvte_2000_2999_Mng,Pvte_2000_2999_Pro,Pvte_2000_2999_TecTW,Pvte_2000_2999_CoPSW,Pvte_2000_2999_ClAW,Pvte_2000_2999_SWks,Pvte_2000_2999_MaOpDv,Pvte_2000_2999_Lab,Pvte_2000_2999_IDNS,Pvte_2000_2999_Tot,Pvte_3000mo_Mng,Pvte_3000mo_Pro,Pvte_3000mo_TecTW,Pvte_3000mo_CoPSW,Pvte_3000mo_ClAW,Pvte_3000mo_SWks,Pvte_3000mo_MaOpDv,Pvte_3000mo_Lab,Pvte_3000mo_IDNS,Pvte_3000mo_Tot,Pvte_PINS_Mng,Pvte_PINS_Pro,Pvte_PINS_TecTW,Pvte_PINS_CoPSW,Pvte_PINS_ClAW,Pvte_PINS_SWks,Pvte_PINS_MaOpDv,Pvte_PINS_Lab,Pvte_PINS_IDNS,Pvte_PINS_Tot,Pvte_Tot_Mng,Pvte_Tot_Pro,Pvte_Tot_TecTW,Pvte_Tot_CoPSW,Pvte_Tot_ClAW,Pvte_Tot_SWks,Pvte_Tot_MaOpDv,Pvte_Tot_Lab,Pvte_Tot_IDNS,Pvte_Tot_Tot,NS_NNI_Mng,NS_NNI_Pro,NS_NNI_TecTW,NS_NNI_CoPSW,NS_NNI_ClAW,NS_NNI_SWks,NS_NNI_MaOpDv,NS_NNI_Lab,NS_NNI_IDNS,NS_NNI_Tot,NS_1_149_Mng,NS_1_149_Pro,NS_1_149_TecTW,NS_1_149_CoPSW,NS_1_149_ClAW,NS_1_149_SWks,NS_1_149_MaOpDv,NS_1_149_Lab,NS_1_149_IDNS,NS_1_149_Tot,NS_150_299_Mng,NS_150_299_Pro,NS_150_299_TecTW,NS_150_299_CoPSW,NS_150_299_ClAW,NS_150_299_SWks,NS_150_299_MaOpDv,NS_150_299_Lab,NS_150_299_IDNS,NS_150_299_Tot,NS_300_399_Mng,NS_300_399_Pro,NS_300_399_TecTW,NS_300_399_CoPSW,NS_300_399_ClAW,NS_300_399_SWks,NS_300_399_MaOpDv,NS_300_399_Lab,NS_300_399_IDNS,NS_300_399_Tot,NS_400_499_Mng,NS_400_499_Pro,NS_400_499_TecTW,NS_400_499_CoPSW,NS_400_499_ClAW,NS_400_499_SWks,NS_400_499_MaOpDv,NS_400_499_Lab,NS_400_499_IDNS,NS_400_499_Tot,NS_500_649_Mng,NS_500_649_Pro,NS_500_649_TecTW,NS_500_649_CoPSW,NS_500_649_ClAW,NS_500_649_SWks,NS_500_649_MaOpDv,NS_500_649_Lab,NS_500_649_IDNS,NS_500_649_Tot,NS_650_799_Mng,NS_650_799_Pro,NS_650_799_TecTW,NS_650_799_CoPSW,NS_650_799_ClAW,NS_650_799_SWks,NS_650_799_MaOpDv,NS_650_799_Lab,NS_650_799_IDNS,NS_650_799_Tot,NS_800_999_Mng,NS_800_999_Pro,NS_800_999_TecTW,NS_800_999_CoPSW,NS_800_999_ClAW,NS_800_999_SWks,NS_800_999_MaOpDv,NS_800_999_Lab,NS_800_999_IDNS,NS_800_999_Tot,NS_1000_1249_Mng,NS_1000_1249_Pro,NS_1000_1249_TecTW,NS_1000_1249_CoPSW,NS_1000_1249_ClAW,NS_1000_1249_SWks,NS_1000_1249_MaOpDv,NS_1000_1249_Lab,NS_1000_1249_IDNS,NS_1000_1249_Tot,NS_1250_1499_Mng,NS_1250_1499_Pro,NS_1250_1499_TecTW,NS_1250_1499_CoPSW,NS_1250_1499_ClAW,NS_1250_1499_SWks,NS_1250_1499_MaOpDv,NS_1250_1499_Lab,NS_1250_1499_IDNS,NS_1250_1499_Tot,NS_1500_1749_Mng,NS_1500_1749_Pro,NS_1500_1749_TecTW,NS_1500_1749_CoPSW,NS_1500_1749_ClAW,NS_1500_1749_SWks,NS_1500_1749_MaOpDv,NS_1500_1749_Lab,NS_1500_1749_IDNS,NS_1500_1749_Tot,NS_1750_1999_Mng,NS_1750_1999_Pro,NS_1750_1999_TecTW,NS_1750_1999_CoPSW,NS_1750_1999_ClAW,NS_1750_1999_SWks,NS_1750_1999_MaOpDv,NS_1750_1999_Lab,NS_1750_1999_IDNS,NS_1750_1999_Tot,NS_2000_2999_Mng,NS_2000_2999_Pro,NS_2000_2999_TecTW,NS_2000_2999_CoPSW,NS_2000_2999_ClAW,NS_2000_2999_SWks,NS_2000_2999_MaOpDv,NS_2000_2999_Lab,NS_2000_2999_IDNS,NS_2000_2999_Tot,NS_3000mo_Mng,NS_3000mo_Pro,NS_3000mo_TecTW,NS_3000mo_CoPSW,NS_3000mo_ClAW,NS_3000mo_SWks,NS_3000mo_MaOpDv,NS_3000mo_Lab,NS_3000mo_IDNS,NS_3000mo_Tot,NS_PINS_Mng,NS_PINS_Pro,NS_PINS_TecTW,NS_PINS_CoPSW,NS_PINS_ClAW,NS_PINS_SWks,NS_PINS_MaOpDv,NS_PINS_Lab,NS_PINS_IDNS,NS_PINS_Tot,NS_Tot_Mng,NS_Tot_Pro,NS_Tot_TecTW,NS_Tot_CoPSW,NS_Tot_ClAW,NS_Tot_SWks,NS_Tot_MaOpDv,NS_Tot_Lab,NS_Tot_IDNS,NS_Tot_Tot
5RWAU,3552,4987,11117,426,1358,327,9069,2321,426,33583,3895,3777,8515,145,750,256,3008,1689,331,22378,620,261,683,256,247,250,472,479,193,3464,31467,23672,47241,15583,19858,16767,30306,28129,2727,215745,9,0,0,7,3,0,3,16,99,134,3,3,0,16,0,10,3,12,65,119,4,12,4,9,9,12,3,18,82,143,4,0,7,13,7,7,3,23,89,149,12,3,3,12,5,8,6,25,71,151,16,4,17,15,12,11,8,31,105,211,6,3,27,15,12,0,5,31,92,193,14,10,26,12,12,4,13,32,88,214,11,6,25,8,10,7,20,25,88,206,12,14,10,3,9,3,6,15,53,123,6,9,15,0,4,0,5,7,53,103,3,3,3,0,0,0,5,7,34,51,10,8,18,0,0,0,11,5,31,81,9,0,3,0,3,0,0,7,43,69,37,8,43,26,19,19,28,42,369,595,152,83,225,133,104,87,123,301,1346,2548
5GPER,16460,24159,10645,979,4759,2491,4200,1690,738,66131,17093,19457,4370,398,3062,1542,1235,675,628,48457,954,1209,1553,869,1120,1082,637,1000,473,8893,89932,138272,110613,75336,97426,81948,48769,67303,8094,717686,5,10,17,19,12,7,10,26,202,305,6,17,15,59,17,35,4,35,205,398,4,10,21,45,13,38,10,67,214,423,3,12,33,47,16,25,16,64,241,460,11,15,43,58,24,22,17,73,233,505,17,36,71,55,39,30,46,84,276,651,18,26,81,57,41,26,60,85,305,700,31,45,115,60,45,26,61,84,347,820,30,61,123,36,66,15,65,49,310,752,11,54,63,19,42,9,25,19,205,449,26,53,54,12,10,8,16,14,140,326,14,48,30,10,10,5,8,10,115,252,21,52,31,14,8,0,8,8,161,300,20,31,22,3,10,6,3,7,109,213,42,115,150,74,63,49,60,70,1221,1837,268,592,874,555,410,298,414,704,4282,8394
59799,14,62,128,8,10,0,62,152,7,437,57,193,336,5,11,0,100,125,8,836,0,3,8,0,0,0,5,5,0,24,87,299,525,38,25,0,187,381,23,1557,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,0,0,3,0,0,0,0,3,8,14
59499,316,552,2051,51,87,55,982,567,61,4730,275,496,910,21,58,29,373,219,47,2445,59,55,306,57,35,23,95,140,43,819,2564,4069,20483,4183,1709,1993,5814,10589,731,52130,3,0,0,0,0,0,0,4,27,34,0,3,3,3,0,3,4,10,15,42,0,3,4,0,0,0,0,6,18,40,0,0,6,3,3,0,0,5,20,36,3,0,5,3,3,4,4,7,20,53,0,6,6,10,5,4,9,12,19,65,0,0,14,0,0,0,3,11,30,68,4,0,17,0,3,0,3,7,25,73,3,7,14,3,6,0,4,11,32,64,3,4,8,3,3,0,3,4,18,42,0,4,8,0,0,0,0,4,11,24,0,6,0,0,0,0,0,0,9,20,0,6,7,0,0,0,0,0,9,18,0,4,0,0,0,0,0,0,10,18,9,5,7,0,9,5,4,6,96,130,26,38,104,31,34,12,37,86,351,726
4RSAU,1733,1374,1517,73,286,130,1052,246,82,6512,1227,830,466,46,168,101,184,140,33,3202,510,156,293,188,156,189,179,369,79,2108,24481,13543,18553,12089,12156,13098,11424,21795,1332,128476,8,0,7,3,3,0,3,5,60,89,5,3,4,3,0,6,3,15,51,92,6,3,12,7,4,7,3,29,74,140,6,4,4,6,0,3,10,14,89,142,3,3,11,12,4,3,3,11,83,137,11,3,15,7,9,8,7,23,78,154,13,6,10,3,0,9,0,11,66,125,18,7,15,4,3,8,9,20,50,136,6,3,10,9,0,0,10,13,52,103,4,3,8,0,0,0,0,3,20,45,4,0,7,3,0,0,0,0,23,33,3,3,3,0,0,0,0,0,6,23,0,0,0,0,0,0,0,4,19,20,0,0,0,0,0,0,0,3,15,19,17,7,27,19,13,17,9,34,178,313,111,44,122,89,44,57,65,186,848,1571
4GADE,8535,10213,2427,369,1821,1047,738,422,227,25802,5696,6772,615,210,841,572,174,176,175,15229,570,746,772,626,643,711,345,706,266,5392,57161,86472,61447,54680,62835,55921,29134,50065,4667,462386,9,5,8,11,3,10,3,17,144,210,3,6,8,29,3,22,4,31,127,233,8,14,22,30,6,23,8,44,184,334,9,14,21,34,16,16,20,36,189,343,0,16,28,42,11,13,16,43,217,395,14,19,51,45,21,15,19,38,221,441,19,24,59,53,34,22,34,61,225,527,17,33,57,29,32,20,39,46,211,484,16,39,52,16,25,12,25,20,175,379,14,35,28,10,13,0,10,15,95,219,6,25,21,3,9,4,7,3,60,131,3,20,0,3,6,0,9,5,33,72,14,17,3,0,6,6,3,0,33,74,15,8,7,3,0,0,4,4,55,89,28,60,67,59,47,32,29,39,689,1039,171,327,426,370,228,185,222,391,2656,4988
49799,0,3,5,0,0,0,0,4,0,12,0,4,6,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,3,5,13,0,0,0,7,23,0,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
49499,170,186,502,25,28,27,154,133,20,1244,89,163,132,18,12,15,39,35,19,524,41,29,183,38,10,17,35,115,21,507,2065,2735,11966,3581,1079,1471,2341,7168,412,32816,0,0,3,0,0,0,0,5,15,27,0,0,3,3,0,4,0,3,15,30,3,0,7,3,0,0,3,11,15,38,0,0,3,0,0,0,3,6,21,38,0,0,3,0,0,0,3,8,20,40,0,0,4,0,7,0,3,9,17,42,3,0,14,3,4,0,0,5,9,48,3,3,3,0,0,0,3,5,19,38,6,0,12,0,0,0,0,5,9,28,0,0,3,0,0,0,0,0,15,18,0,0,3,0,0,0,0,0,7,14,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,3,6,3,3,11,0,0,0,3,5,34,67,28,21,70,16,17,12,23,66,186,436
3RQLD,11224,11883,11590,596,2735,1777,8226,1547,527,50100,8444,8714,4386,373,1481,1122,2149,716,400,27778,2129,1086,2079,1299,1296,1580,1195,1771,622,13052,112160,107472,132806,92009,100515,102714,69118,101810,8319,826921,30,10,17,13,17,13,4,37,316,466,20,12,18,26,14,50,10,66,268,491,31,20,40,50,32,42,20,103,343,679,32,18,51,59,28,46,20,98,479,833,33,19,64,78,34,38,31,116,447,868,51,31,107,97,55,62,53,148,454,1059,46,35,101,81,77,48,70,154,527,1133,56,47,134,58,70,41,73,105,470,1056,56,53,130,30,58,18,55,55,373,836,33,44,75,21,24,4,36,25,208,472,26,35,34,13,19,14,11,13,144,321,21,32,25,8,4,7,13,10,79,203,20,21,20,4,9,3,12,15,99,207,22,30,10,3,9,15,8,13,102,197,89,96,195,117,82,79,102,175,1686,2629,574,506,1025,664,538,477,528,1137,6007,11453
3GBRI,18865,25085,7611,647,4677,2784,2193,1140,603,63622,16707,18487,2286,361,2520,1836,578,371,476,43629,1242,1458,1546,1068,1351,1196,807,1197,576,10436,110905,164905,113643,89488,120485,97119,58390,84896,9109,848942,16,12,17,8,26,17,10,32,300,444,3,20,17,52,14,52,9,51,229,450,9,24,36,61,19,41,22,81,275,574,15,24,58,66,23,37,21,88,330,664,17,30,48,70,40,30,39,84,381,741,23,36,79,102,56,49,72,129,445,987,38,47,108,78,79,45,95,152,526,1172,44,80,136,73,89,27,114,110,551,1218,51,107,128,42,73,26,74,72,447,1017,32,77,75,15,46,10,22,30,238,542,28,45,48,15,21,6,15,12,177,365,23,35,19,4,14,3,6,7,107,221,32,78,10,6,14,4,4,5,119,270,29,34,11,6,5,3,6,10,101,190,65,142,168,101,94,61,89,126,1651,2493,427,783,963,698,606,409,597,1004,5861,11351
39799,0,10,7,0,0,0,3,8,0,34,3,11,5,0,0,0,3,0,0,28,0,0,0,0,0,0,0,0,0,3,5,49,28,13,3,3,14,51,0,170,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
39499,707,800,2025,64,137,110,673,494,75,5088,422,637,609,42,70,66,215,149,55,2272,136,124,609,109,67,72,191,329,85,1716,6299,7621,34431,7309,3104,4322,8750,20882,1372,94084,4,3,3,4,4,3,4,3,51,75,0,7,8,3,3,4,0,15,27,63,3,4,4,4,4,5,0,21,38,84,5,5,11,10,0,4,0,21,40,103,0,0,12,12,4,6,4,22,53,118,7,3,22,11,7,8,3,18,42,128,7,3,23,8,11,3,10,20,55,140,5,3,21,13,11,4,12,23,59,147,7,5,28,7,6,0,17,9,49,128,0,0,8,0,3,3,4,3,22,49,3,3,10,0,3,0,3,0,12,32,3,3,7,0,0,0,0,0,14,28,0,3,3,0,0,0,0,3,15,28,3,7,5,0,0,0,0,0,18,36,13,16,17,7,10,12,6,19,187,286,52,67,168,81,71,59,76,184,688,1444
2RVIC,6175,5611,3350,255,1172,843,1316,773,177,19675,4312,3895,1330,233,547,520,410,328,146,11704,1528,748,1279,791,705,983,623,1172,331,8169,75455,62359,69650,48577,48825,56532,31276,60976,4443,458086,22,9,15,13,8,4,3,25,262,365,13,6,13,58,12,42,0,63,216,419,23,13,32,42,19,30,11,62,256,480,30,20,45,38,25,21,23,58,277,535,27,19,45,56,12,27,17,71,300,585,53,16,75,56,31,30,29,83,302,677,46,24,88,57,40,26,43,82,305,707,48,25,73,23,35,24,52,75,259,616,34,41,53,19,22,13,33,26,204,443,13,26,26,7,17,6,20,12,84,215,14,14,16,4,7,3,5,8,83,162,15,13,5,3,4,0,3,4,45,109,16,21,7,3,3,0,3,5,52,113,18,10,6,6,3,3,3,12,71,130,86,72,118,79,35,52,61,83,920,1512,459,333,627,469,265,293,313,662,3639,7067
2GMEL,44620,58116,12776,1354,9740,6646,3191,2606,1154,140203,41808,40285,3374,916,5784,4412,699,723,1081,99078,3314,4226,3870,2602,3191,3258,1740,2567,1324,26101,250999,384263,222823,170438,241960,199234,110492,150858,18906,1749968,33,45,71,56,39,37,24,58,756,1119,25,54,44,163,34,103,10,129,606,1167,25,69,95,165,69,114,52,178,716,1501,28,50,151,168,85,105,103,233,826,1750,47,74,164,200,79,94,95,242,882,1879,69,122,218,213,129,117,168,278,1003,2319,79,144,274,194,178,108,238,374,1155,2750,110,216,331,133,197,82,234,253,1156,2707,103,277,270,82,152,51,135,106,915,2094,84,237,151,49,73,35,66,54,522,1268,71,160,73,11,52,24,26,28,355,811,56,101,50,16,23,11,15,23,232,525,69,143,30,15,30,6,13,8,278,593,75,95,17,9,17,11,3,18,274,521,207,373,419,225,267,191,178,262,3661,5783,1080,2162,2355,1698,1431,1105,1363,2244,13338,26781
29799,0,3,9,0,0,0,7,6,0,28,6,7,29,0,0,0,12,8,0,60,0,0,0,0,0,0,0,0,0,5,11,14,63,0,0,0,25,34,0,151,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4
29499,719,920,2232,51,108,136,327,603,63,5150,510,741,532,51,59,44,131,154,43,2267,216,171,950,150,88,113,178,405,132,2402,7691,10649,45315,8903,3702,4943,8687,21362,1584,112838,3,5,8,3,5,7,3,13,55,91,4,12,7,10,6,11,0,18,42,100,4,7,16,20,3,0,5,31,52,138,9,5,18,22,3,11,12,19,55,151,6,4,23,17,8,6,11,26,59,168,3,9,38,16,10,9,23,39,57,192,6,3,35,15,16,4,15,31,69,202,9,16,38,8,16,6,18,17,85,217,9,18,31,10,11,3,10,26,72,186,8,11,17,0,3,4,7,3,28,86,5,10,11,0,3,0,4,3,19,52,3,3,3,3,3,0,3,0,14,37,5,13,0,0,0,0,0,0,17,33,3,7,3,0,3,0,0,0,12,31,9,27,56,22,10,11,29,31,266,461,89,134,313,137,95,70,127,262,909,2149
1RNSW,11279,13083,7356,572,2464,1434,6434,953,464,44043,8063,8545,2277,315,1236,933,1063,513,289,23233,2230,1246,1992,1361,1280,1622,1063,1897,599,13276,118050,115276,125612,95715,95017,99422,63890,102452,8290,823730,45,19,20,19,22,22,15,31,382,566,22,15,29,56,22,61,7,64,331,609,38,24,53,65,31,52,17,110,401,790,47,22,81,93,34,44,22,104,540,989,54,42,70,74,40,38,33,120,516,995,47,38,121,91,57,69,40,175,556,1196,65,58,154,89,65,42,55,168,511,1211,64,57,126,69,45,24,82,99,491,1060,44,86,108,36,54,17,56,54,376,830,41,44,50,16,21,14,32,25,185,426,36,41,30,14,5,3,29,8,129,296,30,25,17,5,7,3,14,0,75,181,19,32,11,8,5,9,15,8,90,198,31,25,6,7,0,3,4,22,117,209,85,116,197,103,80,88,85,155,1600,2513,669,636,1079,746,490,492,506,1150,6290,12063
1GSYD,53868,80186,13207,1960,13699,8269,3898,2059,1671,178817,59526,60894,4004,997,9020,6164,825,681,1801,143919,3185,4426,3307,2257,3165,2602,1569,1969,1378,23855,281004,452175,220250,174879,271963,199462,112853,145329,23830,1881756,34,50,51,63,41,38,28,64,817,1190,10,71,61,117,54,88,24,89,558,1063,16,65,100,206,61,100,72,211,820,1649,37,73,192,203,100,105,99,280,951,2038,35,82,188,210,76,89,132,280,983,2074,62,152,273,237,178,127,199,341,1286,2861,88,178,324,206,220,120,273,428,1359,3195,121,257,356,196,205,102,273,292,1425,3215,153,338,298,124,193,85,173,166,1207,2734,70,264,158,50,125,45,76,78,640,1502,81,232,96,37,71,25,50,40,482,1116,69,176,35,12,35,24,21,15,312,700,117,203,38,13,27,14,25,17,384,835,86,145,29,15,28,16,20,15,345,700,196,405,411,234,238,158,184,268,3985,6080,1174,2681,2604,1924,1659,1142,1638,2578,15553,30958
19799,0,3,0,0,0,0,0,3,0,7,0,8,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,19,8,5,0,0,3,25,0,74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19499,1066,1209,2254,95,190,194,538,582,113,6240,645,972,551,73,78,92,142,172,72,2793,226,174,846,163,105,76,239,465,108,2398,9643,12393,49215,11497,4712,5863,12903,27808,1843,135889,0,3,4,6,3,0,8,12,74,121,3,15,9,12,0,11,4,13,49,124,3,4,16,14,7,5,7,32,62,153,0,6,19,19,4,13,15,34,81,196,3,5,36,13,3,5,13,26,85,203,8,12,51,10,11,6,27,49,107,286,9,14,48,21,6,10,21,30,74,229,13,13,33,15,15,11,24,28,101,249,9,23,40,8,12,0,12,13,83,210,3,12,18,0,6,3,6,8,45,106,3,8,18,0,0,3,6,3,40,84,3,8,7,5,0,0,4,3,21,50,10,4,10,3,3,3,3,9,19,60,3,11,3,0,0,0,0,0,13,36,17,22,47,10,20,12,21,29,290,460,92,159,367,139,91,88,181,302,1148,2573
