GCCSA_CODE_2016,IE_AgFF_OMOE_Nil_em,IE_AgFF_OMOE_1_19_em,IE_AgFF_OMOE_20more_em,IE_AgFF_OMOE_NE_NS,IE_AgFF_Tot,IE_Min_OMOE_Nil_em,IE_Min_OMOE_1_19_em,IE_Min_OMOE_20more_em,IE_Min_OMOE_NE_NS,IE_Min_Tot,IE_Mnf_OMOE_Nil_em,IE_Mnf_OMOE_1_19_em,IE_Mnf_OMOE_20more_em,IE_Mnf_OMOE_NE_NS,IE_Mnf_Tot,IE_EGWWS_OMOE_Nil_em,IE_EGWWS_OMOE_1_19_em,IE_EGWWS_OMOE_20more_em,IE_EGWWS_OMOE_NE_NS,IE_EGWWS_Tot,IE_Const_OMOE_Nil_em,IE_Const_OMOE_1_19_em,IE_Const_OMOE_20more_em,IE_Const_OMOE_NE_NS,IE_Const_Tot,IE_WST_OMOE_Nil_em,IE_WST_OMOE_1_19_em,IE_WST_OMOE_20more_em,IE_WST_OMOE_NE_NS,IE_WST_Tot,IE_RetT_OMOE_Nil_em,IE_RetT_OMOE_1_19_em,IE_RetT_OMOE_20more_em,IE_RetT_OMOE_NE_NS,IE_RetT_Tot,IE_AcFd_OMOE_Nil_em,IE_AcFd_OMOE_1_19_em,IE_AcFd_OMOE_20more_em,IE_AcFd_OMOE_NE_NS,IE_AcFd_Tot,IE_TPW_OMOE_Nil_em,IE_TPW_OMOE_1_19_em,IE_TPW_OMOE_20more_em,IE_TPW_OMOE_NE_NS,IE_TPW_Tot,IE_IMT_OMOE_Nil_em,IE_IMT_OMOE_1_19_em,IE_IMT_OMOE_20more_em,IE_IMT_OMOE_NE_NS,IE_IMT_Tot,IE_FinIns_OMOE_Nil_em,IE_FinIns_OMOE_1_19_em,IE_FinIns_OMOE_20more_em,IE_FinIns_OMOE_NE_NS,IE_FinIns_Tot,IE_RHRE_OMOE_Nil_em,IE_RHRE_OMOE_1_19_em,IE_RHRE_OMOE_20more_em,IE_RHRE_OMOE_NE_NS,IE_RHRE_Tot,IE_ProSTS_OMOE_Nil_em,IE_ProSTS_OMOE_1_19_em,IE_ProSTS_OMOE_20more_em,IE_ProSTS_OMOE_NE_NS,IE_ProSTS_Tot,IE_AdSup_OMOE_Nil_em,IE_AdSup_OMOE_1_19_em,IE_AdSup_OMOE_20more_em,IE_AdSup_OMOE_NE_NS,IE_AdSup_Tot,IE_PubAS_OMOE_Nil_em,IE_PubAS_OMOE_1_19_em,IE_PubAS_OMOE_20more_em,IE_PubAS_OMOE_NE_NS,IE_PubAS_Tot,IE_EdTrn_OMOE_Nil_em,IE_EdTrn_OMOE_1_19_em,IE_EdTrn_OMOE_20more_em,IE_EdTrn_OMOE_NE_NS,IE_EdTrn_Tot,IE_HC_SA_OMOE_Nil_em,IE_HC_SA_OMOE_1_19_em,IE_HC_SA_OMOE_20more_em,IE_HC_SA_OMOE_NE_NS,IE_HC_SA_Tot,IE_ArtsR_OMOE_Nil_em,IE_ArtsR_OMOE_1_19_em,IE_ArtsR_OMOE_20more_em,IE_ArtsR_OMOE_NE_NS,IE_ArtsR_Tot,IE_OthSvs_OMOE_Nil_em,IE_OthSvs_OMOE_1_19_em,IE_OthSvs_OMOE_20more_em,IE_OthSvs_OMOE_NE_NS,IE_OthSvs_Tot,IE_IDNS_OMOE_Nil_em,IE_IDNS_OMOE_1_19_em,IE_IDNS_OMOE_20more_em,IE_IDNS_OMOE_NE_NS,IE_IDNS_Tot,IE_Tot_OMOE_Nil_em,IE_Tot_OMOE_1_19_em,IE_Tot_OMOE_20more_em,IE_Tot_OMOE_NE_NS,IE_Tot_Tot,UIE_AgFF_OMOE_Nil_em,UIE_AgFF_OMOE_1_19_em,UIE_AgFF_OMOE_20more_em,UIE_AgFF_OMOE_NE_NS,UIE_AgFF_Tot,UIE_Min_OMOE_Nil_em,UIE_Min_OMOE_1_19_em,UIE_Min_OMOE_20more_em,UIE_Min_OMOE_NE_NS,UIE_Min_Tot,UIE_Mnf_OMOE_Nil_em,UIE_Mnf_OMOE_1_19_em,UIE_Mnf_OMOE_20more_em,UIE_Mnf_OMOE_NE_NS,UIE_Mnf_Tot,UIE_EGWWS_OMOE_Nil_em,UIE_EGWWS_OMOE_1_19_em,UIE_EGWWS_OMOE_20more_em,UIE_EGWWS_OMOE_NE_NS,UIE_EGWWS_Tot,UIE_Const_OMOE_Nil_em,UIE_Const_OMOE_1_19_em,UIE_Const_OMOE_20more_em,UIE_Const_OMOE_NE_NS,UIE_Const_Tot,UIE_WST_OMOE_Nil_em,UIE_WST_OMOE_1_19_em,UIE_WST_OMOE_20more_em,UIE_WST_OMOE_NE_NS,UIE_WST_Tot,UIE_RetT_OMOE_Nil_em,UIE_RetT_OMOE_1_19_em,UIE_RetT_OMOE_20more_em,UIE_RetT_OMOE_NE_NS,UIE_RetT_Tot,UIE_AcFd_OMOE_Nil_em,UIE_AcFd_OMOE_1_19_em,UIE_AcFd_OMOE_20more_em,UIE_AcFd_OMOE_NE_NS,UIE_AcFd_Tot,UIE_TPW_OMOE_Nil_em,UIE_TPW_OMOE_1_19_em,UIE_TPW_OMOE_20more_em,UIE_TPW_OMOE_NE_NS,UIE_TPW_Tot,UIE_IMT_OMOE_Nil_em,UIE_IMT_OMOE_1_19_em,UIE_IMT_OMOE_20more_em,UIE_IMT_OMOE_NE_NS,UIE_IMT_Tot,UIE_FinIns_OMOE_Nil_em,UIE_FinIns_OMOE_1_19_em,UIE_FinIns_OMOE_20more_em,UIE_FinIns_OMOE_NE_NS,UIE_FinIns_Tot,UIE_RHRE_OMOE_Nil_em,UIE_RHRE_OMOE_1_19_em,UIE_RHRE_OMOE_20more_em,UIE_RHRE_OMOE_NE_NS,UIE_RHRE_Tot,UIE_ProSTS_OMOE_Nil_em,UIE_ProSTS_OMOE_1_19_em,UIE_ProSTS_OMOE_20more_em,UIE_ProSTS_OMOE_NE_NS,UIE_ProSTS_Tot,UIE_AdSup_OMOE_Nil_em,UIE_AdSup_OMOE_1_19_em,UIE_AdSup_OMOE_20more_em,UIE_AdSup_OMOE_NE_NS,UIE_AdSup_Tot,UIE_PubAS_OMOE_Nil_em,UIE_PubAS_OMOE_1_19_em,UIE_PubAS_OMOE_20more_em,UIE_PubAS_OMOE_NE_NS,UIE_PubAS_Tot,UIE_EdTrn_OMOE_Nil_em,UIE_EdTrn_OMOE_1_19_em,UIE_EdTrn_OMOE_20more_em,UIE_EdTrn_OMOE_NE_NS,UIE_EdTrn_Tot,UIE_HC_SA_OMOE_Nil_em,UIE_HC_SA_OMOE_1_19_em,UIE_HC_SA_OMOE_20more_em,UIE_HC_SA_OMOE_NE_NS,UIE_HC_SA_Tot,UIE_ArtsR_OMOE_Nil_em,UIE_ArtsR_OMOE_1_19_em,UIE_ArtsR_OMOE_20more_em,UIE_ArtsR_OMOE_NE_NS,UIE_ArtsR_Tot,UIE_OthSvs_OMOE_Nil_em,UIE_OthSvs_OMOE_1_19_em,UIE_OthSvs_OMOE_20more_em,UIE_OthSvs_OMOE_NE_NS,UIE_OthSvs_Tot
6RTAS,217,572,50,23,855,15,20,7,0,42,73,254,57,9,387,7,23,0,0,35,209,441,52,11,716,27,121,12,3,162,70,467,70,3,608,55,292,67,8,416,78,223,30,3,337,28,21,3,0,46,38,70,3,3,111,30,125,10,3,175,169,275,34,3,479,48,79,13,0,146,11,19,7,0,31,19,24,3,0,52,85,240,19,5,350,18,24,6,0,44,48,193,13,4,249,75,93,20,11,196,1306,3569,480,94,5446,984,665,20,35,1713,21,3,0,0,24,367,132,4,10,520,23,3,0,0,26,995,307,0,22,1324,92,35,0,0,129,379,382,23,23,806,270,367,7,10,656,248,121,0,13,389,44,6,0,0,51,30,8,0,3,43,55,22,0,0,78,510,125,18,15,664,343,79,3,8,434,23,9,0,0,29,177,35,3,3,212,526,126,18,11,676,189,32,0,3,220,641,267,0,13,927
6GHOB,23,90,9,0,128,0,9,3,0,13,36,191,41,5,272,14,18,6,0,34,171,405,61,3,638,24,107,20,0,157,71,306,65,3,434,28,208,86,0,323,93,102,16,5,207,20,19,3,0,45,49,118,3,3,171,39,81,23,3,147,238,369,61,0,670,39,74,26,0,137,13,24,9,0,48,18,43,5,0,68,97,223,50,3,370,40,34,3,0,79,38,163,11,0,215,64,119,10,0,192,1126,2687,516,34,4358,123,72,3,3,199,5,0,0,0,6,275,96,0,5,373,14,6,0,0,23,876,271,7,14,1173,44,21,0,0,63,348,227,14,3,598,162,286,12,0,458,214,66,7,4,287,82,7,0,0,82,48,19,4,0,67,71,20,4,0,94,719,124,57,11,913,283,51,7,0,342,42,3,6,0,47,283,39,0,6,329,650,137,7,9,797,262,30,0,0,291,501,205,0,7,722
69799,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
69499,25,36,3,0,63,0,0,0,0,0,8,4,0,0,11,0,0,0,0,0,151,159,0,12,314,0,0,0,0,3,3,3,0,0,11,0,4,0,0,5,30,17,0,0,49,11,7,0,0,18,3,3,0,0,3,3,0,0,0,4,18,7,0,0,33,25,13,0,0,40,3,0,0,0,3,3,0,0,0,3,5,0,0,0,9,4,3,0,0,5,10,5,0,0,19,10,10,0,0,27,311,280,7,8,613,105,39,0,0,146,0,0,0,0,3,36,5,0,0,45,13,4,0,0,13,1188,213,0,26,1433,15,3,0,0,19,38,4,0,0,44,20,0,0,0,17,113,11,0,3,121,12,0,0,0,15,4,0,0,0,4,14,0,0,0,18,71,8,0,0,71,381,39,0,14,432,11,0,0,0,13,57,0,0,0,63,71,8,0,0,82,35,3,0,0,35,139,16,0,4,148
5RWAU,927,1967,90,69,3055,136,128,76,3,344,115,410,81,9,620,33,29,6,3,73,545,1219,101,28,1890,67,187,30,3,290,118,912,130,13,1173,96,524,139,9,767,227,415,80,7,729,22,26,7,0,62,96,163,12,3,272,85,204,47,5,341,335,481,44,12,870,135,290,39,7,468,31,49,15,0,88,42,65,9,0,111,147,306,34,6,495,26,53,3,4,85,161,446,15,7,639,208,362,32,10,617,3549,8245,985,193,12972,2995,2471,43,157,5657,105,34,3,0,148,470,281,5,22,775,42,20,0,3,67,2041,816,9,45,2907,98,73,0,3,182,523,631,22,9,1189,388,482,17,14,904,627,279,10,15,930,56,22,0,3,72,88,10,0,3,109,127,64,0,0,193,961,252,9,20,1240,704,249,8,22,983,45,13,0,3,61,354,63,3,4,428,784,225,9,22,1039,236,50,0,5,288,1061,502,4,23,1596
5GPER,153,365,56,9,578,423,406,91,3,925,577,2057,468,26,3131,143,174,33,0,343,3015,5184,584,65,8850,389,1016,236,6,1652,762,2533,558,38,3894,241,1819,537,16,2614,1352,1047,171,21,2587,246,243,34,0,522,1050,1150,118,9,2325,663,1299,215,11,2195,3323,4219,702,40,8284,791,1139,189,23,2148,156,220,63,0,445,357,403,65,3,834,882,1930,300,15,3126,188,354,49,0,590,807,1767,114,18,2701,1439,1960,232,62,3695,16957,29286,4808,383,51438,543,329,9,12,890,253,25,8,3,286,1624,696,37,23,2381,86,25,3,0,115,7579,2330,53,86,10047,451,227,24,4,705,1960,1331,145,25,3464,761,1295,65,16,2136,3076,370,22,29,3500,427,53,3,6,487,833,161,15,10,1017,612,255,21,7,900,5716,1328,392,50,7485,3008,538,18,38,3606,259,56,14,0,329,2229,325,17,25,2593,4122,1243,90,40,5491,1237,244,15,10,1508,4494,1251,26,49,5815
59799,3,6,0,0,9,4,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,15,10,0,0,22,4,3,0,0,14,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
59499,50,66,3,0,119,43,24,4,0,74,43,16,5,3,66,13,11,0,0,25,1262,1145,20,25,2456,15,11,4,0,33,37,23,4,0,62,25,15,17,0,55,273,81,7,10,373,80,29,0,0,102,25,3,0,3,33,34,8,0,0,46,168,62,3,3,233,203,103,8,3,320,15,11,0,0,31,49,15,3,0,62,40,16,7,0,56,18,10,0,0,25,161,55,3,3,219,162,80,9,7,262,2726,1782,95,54,4658,217,94,0,6,319,46,4,0,0,57,191,33,0,3,222,33,9,0,0,40,6340,1483,6,105,7931,50,8,0,0,59,198,11,3,0,213,97,11,0,3,114,1180,62,3,21,1272,65,7,0,0,67,26,3,0,0,27,65,4,0,0,73,426,34,0,6,474,2237,213,3,38,2489,45,4,3,0,52,544,26,0,8,577,272,32,0,0,306,194,16,0,6,209,1077,40,0,12,1129
4RSAU,875,1555,77,47,2557,18,27,17,0,56,113,388,76,7,592,6,26,0,0,32,217,720,46,15,996,41,169,33,3,247,97,686,129,14,923,85,435,78,5,605,131,304,52,13,493,20,19,6,0,45,62,110,7,4,180,44,154,7,0,212,143,240,23,3,407,54,118,17,3,197,8,21,0,0,32,24,21,0,0,51,87,225,37,4,358,18,25,3,0,44,97,297,7,8,411,87,152,23,12,274,2230,5691,650,145,8717,3457,2497,24,153,6120,37,5,0,0,37,467,257,14,16,754,32,13,0,0,47,1320,563,3,34,1926,114,67,0,3,188,550,532,18,17,1119,292,380,5,13,690,335,184,5,16,537,46,13,0,0,57,47,29,0,0,78,72,42,0,3,115,526,163,3,9,705,509,112,5,17,639,45,7,0,3,61,236,39,5,4,283,551,174,51,17,790,175,34,0,4,215,961,415,0,31,1406
4GADE,185,305,53,10,554,58,51,10,0,119,493,1478,317,23,2317,68,109,21,0,195,1478,2483,307,52,4317,290,698,141,9,1139,589,1752,367,18,2727,195,1383,371,22,1974,677,574,117,19,1391,184,182,25,3,396,533,697,60,7,1303,381,652,79,12,1128,1702,2046,405,26,4187,421,466,89,18,992,90,111,52,3,257,219,222,49,3,498,610,1305,246,10,2172,127,156,31,3,317,484,1069,87,22,1659,632,798,87,35,1554,9427,16556,2912,300,29190,848,273,13,28,1160,42,5,0,0,47,1444,428,27,24,1919,82,21,0,0,102,4478,1116,13,82,5688,368,130,6,9,517,1516,848,42,24,2437,619,893,44,30,1577,1630,281,13,22,1951,309,36,3,3,347,418,97,13,3,530,389,97,4,9,500,3606,948,289,40,4885,2058,312,18,19,2407,162,30,7,0,200,1619,177,8,20,1818,2945,1116,95,35,4190,898,114,3,13,1033,3215,898,18,40,4165
49799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
49499,35,55,0,3,93,7,4,0,0,17,35,23,3,0,69,19,14,0,0,29,819,630,15,25,1485,13,11,0,0,28,35,18,0,0,58,10,7,3,0,21,148,37,0,3,189,48,19,0,0,65,8,4,0,0,10,20,3,0,0,27,80,33,0,0,120,174,53,0,10,237,22,6,0,0,27,33,8,0,3,47,40,15,3,0,56,6,5,0,0,18,88,30,0,3,122,85,34,8,0,126,1728,1008,47,51,2837,261,71,0,9,347,19,3,0,0,23,184,16,0,5,204,31,4,0,0,33,4638,853,0,89,5587,48,4,0,3,51,144,8,0,0,156,55,9,0,0,65,572,49,0,8,637,35,0,0,0,36,14,0,0,0,14,43,3,0,0,50,253,18,0,5,273,1967,126,3,33,2130,46,4,0,0,46,445,7,0,0,449,260,26,0,3,292,184,12,0,0,200,608,37,3,3,645
3RQLD,1333,2756,364,84,4544,383,360,81,9,827,820,2523,490,43,3883,79,191,19,4,293,3480,6582,630,125,10815,479,1069,195,21,1767,1097,4124,609,46,5877,759,3179,674,43,4653,1393,1769,233,49,3436,311,303,40,0,656,899,1233,91,14,2236,1476,1899,211,27,3606,3001,3896,427,41,7365,1153,1713,206,43,3109,170,255,87,6,514,489,587,90,7,1174,1344,2749,307,30,4433,295,363,64,4,721,1031,2381,142,42,3592,1506,2143,203,86,3948,21489,40085,5163,714,67459,6745,3340,87,265,10429,173,48,14,3,235,2352,949,24,51,3379,156,51,0,0,209,8256,2804,35,154,11252,503,263,12,18,798,2826,2046,77,64,5019,1709,1882,66,56,3708,2538,781,19,56,3396,428,56,4,0,488,625,146,12,10,789,1171,365,13,29,1576,5544,1391,169,59,7162,4395,915,13,80,5397,303,56,14,6,378,2414,340,12,36,2809,5032,1135,69,83,6316,1465,264,12,27,1764,6098,2060,19,108,8282
3GBRI,252,459,90,7,813,191,141,31,3,366,782,2214,573,27,3593,143,172,31,3,350,3449,5641,689,81,9860,556,1226,246,10,2040,1010,3018,550,36,4614,344,2291,498,25,3159,1754,1436,259,28,3476,326,332,73,6,739,1183,1316,112,13,2623,1421,1719,215,30,3384,4161,4934,876,47,10021,1018,1426,219,31,2690,226,271,70,0,568,569,612,116,12,1313,1502,3041,404,26,4971,252,385,55,7,694,1068,2041,133,28,3272,1526,2126,209,55,3913,21737,34805,5456,462,62455,1151,415,24,36,1624,93,17,8,0,121,1626,635,30,16,2314,131,37,3,3,169,6573,2002,36,93,8711,479,181,10,4,678,2210,1059,78,38,3383,896,1167,33,19,2116,2669,427,36,36,3163,534,36,3,0,576,602,152,13,6,768,916,215,16,7,1162,6128,1604,563,67,8365,3494,564,19,39,4117,288,52,29,4,363,2656,327,17,34,3034,5225,1221,101,52,6589,1550,190,10,14,1765,5226,1254,17,54,6551
39799,0,8,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,12,9,3,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
39499,96,94,3,3,204,57,26,0,0,86,148,47,3,0,198,39,22,0,3,62,2787,2662,45,66,5553,56,31,4,0,94,102,49,19,7,177,50,35,7,0,92,466,195,8,11,685,173,46,0,3,226,40,17,0,0,62,85,35,3,0,128,337,164,5,11,528,459,258,11,11,742,61,31,3,0,92,93,28,9,0,133,120,56,12,3,182,53,23,3,6,79,386,126,0,6,515,305,191,14,14,529,5901,4138,166,150,10357,490,114,0,12,617,56,0,0,3,58,404,43,0,3,452,64,13,0,0,78,9838,2179,3,158,12174,96,19,0,3,117,408,22,0,3,438,216,26,0,0,242,1286,125,3,14,1428,149,11,0,0,160,51,3,0,0,55,131,9,0,3,141,826,49,3,7,889,4527,482,3,69,5085,91,12,0,3,105,906,36,3,6,954,611,58,3,9,680,559,58,0,4,628,1916,106,0,29,2056
2RVIC,1929,2899,216,149,5195,29,88,14,0,142,515,1477,360,41,2387,74,100,32,4,202,1793,3727,316,97,5937,238,619,109,17,982,597,2561,432,52,3642,421,1959,359,31,2768,802,1117,140,32,2099,124,144,23,3,294,354,509,42,3,907,256,596,93,5,952,1364,1886,297,33,3583,462,852,102,25,1441,73,107,22,0,205,214,214,44,4,479,649,1369,187,22,2217,141,262,30,4,433,600,1288,43,39,1969,669,931,104,53,1761,11300,22702,2972,626,37599,8356,3903,42,341,12647,49,13,4,0,65,1381,578,21,44,2025,79,26,0,0,104,4994,1640,13,149,6788,301,138,5,10,458,1787,1461,56,40,3345,1092,1485,36,53,2665,1126,332,19,43,1523,231,31,3,3,268,230,53,3,0,290,233,97,3,9,342,2980,756,82,45,3862,1809,371,13,40,2228,134,25,14,3,174,1195,201,6,15,1425,2843,713,64,59,3678,921,158,5,17,1099,3356,1255,11,93,4706
2GMEL,506,824,162,29,1520,95,92,11,0,201,2155,6255,1496,103,10002,242,326,78,0,651,7939,12205,1224,234,21600,1510,3400,658,45,5612,3093,7399,1120,130,11739,1099,6044,1103,79,8326,4009,2825,470,75,7372,1034,1053,163,19,2267,2814,2882,292,42,6024,1612,2629,487,25,4750,10079,12063,1917,155,24213,2398,3257,586,72,6312,423,464,146,9,1034,1295,1382,265,23,2968,2846,5755,687,74,9366,857,1035,190,10,2096,2483,4711,239,78,7516,3913,5285,612,145,9955,50393,79883,11910,1342,143527,1254,515,22,52,1843,56,7,3,0,65,3619,1102,57,54,4834,193,34,3,7,234,13699,3315,51,232,17294,963,295,33,10,1302,4937,2393,217,84,7631,2116,2673,102,69,4965,5068,595,44,80,5787,1590,120,14,8,1725,1607,266,44,6,1924,970,228,35,13,1255,15830,3099,1097,143,20175,6088,948,40,87,7156,673,76,32,6,786,5716,691,47,49,6504,11553,2994,156,129,14827,3981,337,23,42,4385,9290,2311,27,128,11755
29799,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29499,98,86,3,5,194,17,0,0,0,20,158,88,14,3,263,51,30,0,3,84,4502,4080,54,135,8765,70,44,3,3,115,111,84,12,3,204,43,25,20,0,87,872,267,18,21,1173,237,80,5,7,322,66,20,3,0,87,76,33,7,0,116,544,254,10,12,814,641,358,11,19,1034,70,40,5,4,112,137,58,3,4,197,134,77,19,3,227,58,30,8,0,96,403,147,4,5,561,406,240,34,20,692,8679,6027,227,243,15169,484,55,3,27,569,15,0,0,0,17,396,37,0,10,441,83,7,0,4,90,13528,2682,4,306,16525,101,11,0,6,117,353,37,0,3,394,197,24,0,4,221,1893,163,15,29,2099,250,0,0,3,255,49,4,0,0,54,108,7,0,0,113,1316,77,0,12,1412,5035,499,0,83,5624,128,8,0,3,143,1333,60,3,6,1404,823,111,3,6,941,665,37,0,12,711,1667,92,0,25,1783
1RNSW,1855,3244,197,138,5432,207,244,73,8,524,643,2265,481,32,3423,91,184,26,4,299,2761,6027,485,123,9397,331,1213,181,25,1753,852,4202,642,80,5765,510,2935,662,64,4169,1216,1800,286,52,3355,262,299,30,0,592,665,891,51,19,1630,594,1454,161,27,2243,2489,3679,453,66,6693,798,1430,155,41,2425,147,215,65,3,437,399,484,75,8,963,1170,2843,301,37,4344,243,352,53,9,658,827,2200,105,36,3169,980,1470,187,62,2698,17040,37438,4661,841,59974,11002,5765,60,532,17365,128,20,5,0,161,2389,1073,35,51,3559,140,42,3,3,188,9849,3425,24,252,13553,509,347,18,13,886,3205,2791,119,103,6217,1952,3047,81,73,5153,2324,927,20,66,3330,528,54,3,3,591,481,129,12,5,631,640,273,5,10,929,5823,1642,195,86,7739,3966,853,18,70,4908,270,75,26,14,390,2775,417,21,43,3253,6121,1588,101,96,7910,1693,301,11,37,2041,6384,2602,12,164,9156
1GSYD,332,576,86,10,1000,100,118,23,0,245,1966,5459,1093,72,8594,203,333,69,5,613,8507,14019,1313,235,24073,1517,3722,659,40,5940,3203,7430,1050,101,11784,982,6007,1106,55,8147,4086,3179,498,80,7834,1521,1483,189,5,3203,3714,3822,384,61,7978,2398,4084,439,49,6974,11727,14190,2025,155,28102,2776,3929,509,83,7301,606,777,186,9,1580,1568,1762,294,30,3650,3211,6860,753,94,10921,934,1211,152,13,2304,2440,4871,261,68,7644,3976,5204,524,166,9863,55757,89035,11622,1349,157758,1508,517,9,50,2089,58,4,0,0,61,3487,1182,36,48,4749,192,38,3,7,240,13637,3320,49,203,17215,1087,356,27,16,1485,5534,2962,176,84,8756,2266,3234,102,46,5652,7389,783,54,89,8316,1967,132,10,10,2119,2038,332,42,11,2420,1511,339,24,16,1887,16713,4041,1601,126,22485,6710,1031,38,79,7861,626,113,47,5,792,6962,891,45,60,7963,11734,3481,149,126,15488,3882,491,11,34,4423,9284,2740,32,135,12194
19799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,7,6,3,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19499,91,123,13,9,234,28,31,6,0,68,187,101,7,0,298,60,41,0,0,101,4509,4691,56,128,9381,84,42,0,3,131,157,83,22,10,278,57,57,25,0,137,925,335,25,20,1296,321,111,5,3,447,84,41,4,0,137,111,49,3,0,164,615,320,6,4,950,741,496,17,21,1272,93,60,3,0,158,184,68,9,5,265,165,109,14,3,289,85,65,0,4,155,456,215,3,3,677,432,284,26,14,756,9391,7333,239,227,17188,788,152,3,23,961,25,3,0,0,25,482,26,0,3,514,104,14,0,4,128,14880,3112,3,280,18271,153,21,0,0,172,552,50,3,5,622,285,39,0,3,328,3271,227,10,35,3545,301,14,0,0,312,87,3,0,0,93,157,27,0,7,186,1385,76,4,15,1480,6369,678,5,109,7159,120,11,0,3,140,1828,65,0,25,1927,1026,118,4,4,1155,953,76,3,14,1037,2428,122,0,32,2589
