GCCSA_CODE_2016,Mng_NNI_A_15_19,Mng_NNI_A_20_24,Mng_NNI_A_25_34,Mng_NNI_A_35_44,Mng_NNI_A_45_54,Mng_NNI_A_55_64,Mng_NNI_A_65_74,Mng_NNI_A_75ov,Mng_NNI_Tot,Mng_1_149_A_15_19,Mng_1_149_A_20_24,Mng_1_149_A_25_34,Mng_1_149_A_35_44,Mng_1_149_A_45_54,Mng_1_149_A_55_64,Mng_1_149_A_65_74,Mng_1_149_A_75ov,Mng_1_149_Tot,Mng_150_299_A_15_19,Mng_150_299_A_20_24,Mng_150_299_A_25_34,Mng_150_299_A_35_44,Mng_150_299_A_45_54,Mng_150_299_A_55_64,Mng_150_299_A_65_74,Mng_150_299_A_75ov,Mng_150_299_Tot,Mng_300_399_A_15_19,Mng_300_399_A_20_24,Mng_300_399_A_25_34,Mng_300_399_A_35_44,Mng_300_399_A_45_54,Mng_300_399_A_55_64,Mng_300_399_A_65_74,Mng_300_399_A_75ov,Mng_300_399_Tot,Mng_400_499_A_15_19,Mng_400_499_A_20_24,Mng_400_499_A_25_34,Mng_400_499_A_35_44,Mng_400_499_A_45_54,Mng_400_499_A_55_64,Mng_400_499_A_65_74,Mng_400_499_A_75ov,Mng_400_499_Tot,Mng_500_649_A_15_19,Mng_500_649_A_20_24,Mng_500_649_A_25_34,Mng_500_649_A_35_44,Mng_500_649_A_45_54,Mng_500_649_A_55_64,Mng_500_649_A_65_74,Mng_500_649_A_75ov,Mng_500_649_Tot,Mng_650_799_A_15_19,Mng_650_799_A_20_24,Mng_650_799_A_25_34,Mng_650_799_A_35_44,Mng_650_799_A_45_54,Mng_650_799_A_55_64,Mng_650_799_A_65_74,Mng_650_799_A_75ov,Mng_650_799_Tot,Mng_800_999_A_15_19,Mng_800_999_A_20_24,Mng_800_999_A_25_34,Mng_800_999_A_35_44,Mng_800_999_A_45_54,Mng_800_999_A_55_64,Mng_800_999_A_65_74,Mng_800_999_A_75ov,Mng_800_999_Tot,Mng_1000_1249_A_15_19,Mng_1000_1249_A_20_24,Mng_1000_1249_A_25_34,Mng_1000_1249_A_35_44,Mng_1000_1249_A_45_54,Mng_1000_1249_A_55_64,Mng_1000_1249_A_65_74,Mng_1000_1249_A_75ov,Mng_1000_1249_Tot,Mng_1250_1499_A_15_19,Mng_1250_1499_A_20_24,Mng_1250_1499_A_25_34,Mng_1250_1499_A_35_44,Mng_1250_1499_A_45_54,Mng_1250_1499_A_55_64,Mng_1250_1499_A_65_74,Mng_1250_1499_A_75ov,Mng_1250_1499_Tot,Mng_1500_1749_A_15_19,Mng_1500_1749_A_20_24,Mng_1500_1749_A_25_34,Mng_1500_1749_A_35_44,Mng_1500_1749_A_45_54,Mng_1500_1749_A_55_64,Mng_1500_1749_A_65_74,Mng_1500_1749_A_75ov,Mng_1500_1749_Tot,Mng_1750_1999_A_15_19,Mng_1750_1999_A_20_24,Mng_1750_1999_A_25_34,Mng_1750_1999_A_35_44,Mng_1750_1999_A_45_54,Mng_1750_1999_A_55_64,Mng_1750_1999_A_65_74,Mng_1750_1999_A_75ov,Mng_1750_1999_Tot,Mng_2000_2999_A_15_19,Mng_2000_2999_A_20_24,Mng_2000_2999_A_25_34,Mng_2000_2999_A_35_44,Mng_2000_2999_A_45_54,Mng_2000_2999_A_55_64,Mng_2000_2999_A_65_74,Mng_2000_2999_A_75ov,Mng_2000_2999_Tot,Mng_3000mo_A_15_19,Mng_3000mo_A_20_24,Mng_3000mo_A_25_34,Mng_3000mo_A_35_44,Mng_3000mo_A_45_54,Mng_3000mo_A_55_64,Mng_3000mo_A_65_74,Mng_3000mo_A_75ov,Mng_3000mo_Tot,Mng_PINS_A_15_19,Mng_PINS_A_20_24,Mng_PINS_A_25_34,Mng_PINS_A_35_44,Mng_PINS_A_45_54,Mng_PINS_A_55_64,Mng_PINS_A_65_74,Mng_PINS_A_75ov,Mng_PINS_Tot,Mng_Tot_A_15_19,Mng_Tot_A_20_24,Mng_Tot_A_25_34,Mng_Tot_A_35_44,Mng_Tot_A_45_54,Mng_Tot_A_55_64,Mng_Tot_A_65_74,Mng_Tot_A_75ov,Mng_Tot_Tot,Pro_NNI_A_15_19,Pro_NNI_A_20_24,Pro_NNI_A_25_34,Pro_NNI_A_35_44,Pro_NNI_A_45_54,Pro_NNI_A_55_64,Pro_NNI_A_65_74,Pro_NNI_A_75ov,Pro_NNI_Tot,Pro_1_149_A_15_19,Pro_1_149_A_20_24,Pro_1_149_A_25_34,Pro_1_149_A_35_44,Pro_1_149_A_45_54,Pro_1_149_A_55_64,Pro_1_149_A_65_74,Pro_1_149_A_75ov,Pro_1_149_Tot,Pro_150_299_A_15_19,Pro_150_299_A_20_24,Pro_150_299_A_25_34,Pro_150_299_A_35_44,Pro_150_299_A_45_54,Pro_150_299_A_55_64,Pro_150_299_A_65_74,Pro_150_299_A_75ov,Pro_150_299_Tot,Pro_300_399_A_15_19,Pro_300_399_A_20_24,Pro_300_399_A_25_34,Pro_300_399_A_35_44,Pro_300_399_A_45_54,Pro_300_399_A_55_64,Pro_300_399_A_65_74,Pro_300_399_A_75ov,Pro_300_399_Tot,Pro_400_499_A_15_19,Pro_400_499_A_20_24,Pro_400_499_A_25_34,Pro_400_499_A_35_44,Pro_400_499_A_45_54,Pro_400_499_A_55_64,Pro_400_499_A_65_74,Pro_400_499_A_75ov,Pro_400_499_Tot,Pro_500_649_A_15_19,Pro_500_649_A_20_24,Pro_500_649_A_25_34,Pro_500_649_A_35_44,Pro_500_649_A_45_54,Pro_500_649_A_55_64,Pro_500_649_A_65_74,Pro_500_649_A_75ov,Pro_500_649_Tot,Pro_650_799_A_15_19,Pro_650_799_A_20_24
6RTAS,3,4,23,50,82,115,43,10,327,18,5,17,33,44,67,24,3,217,8,10,42,68,81,139,82,19,452,11,13,36,72,122,185,117,45,596,15,20,60,98,153,180,94,52,676,24,46,116,152,228,274,177,40,1053,22,120,232,252,312,282,118,28,1375,11,124,342,337,396,342,120,41,1724,4,83,382,436,502,408,132,34,1982,0,18,281,345,363,278,92,20,1404,0,8,163,325,378,253,67,7,1190,0,3,111,216,258,195,30,7,825,0,3,82,394,507,351,67,12,1424,0,0,28,153,257,188,73,10,716,8,4,23,38,48,63,25,12,219,138,475,1962,2971,3733,3321,1255,344,14192,4,4,4,14,12,16,3,0,47,21,26,11,23,20,31,4,3,148,16,31,56,69,59,59,23,0,315,4,17,65,77,65,79,41,5,347,9,26,75,102,70,105,57,13,455,8,52,143,200,123,170,80,15,789,7,83
6GHOB,0,0,13,20,15,29,12,0,86,16,10,5,12,21,12,6,0,89,11,13,29,38,21,39,17,3,168,9,10,45,39,34,42,34,3,208,14,12,37,34,59,71,34,11,278,8,50,79,94,87,84,64,10,471,6,86,162,162,147,124,62,3,753,7,96,353,259,256,166,42,9,1190,0,50,376,388,347,247,58,8,1477,0,15,266,365,348,220,55,0,1264,0,5,174,359,381,228,47,7,1198,0,3,107,279,339,189,18,3,940,0,0,165,617,814,471,55,3,2131,0,0,36,232,393,256,57,10,988,0,3,17,32,28,18,13,0,114,69,354,1871,2924,3300,2185,577,77,11351,3,3,9,10,12,16,0,0,59,25,43,42,36,35,19,10,0,214,7,56,75,74,42,58,15,4,337,7,47,72,85,63,62,38,9,378,8,31,108,122,107,90,55,6,522,9,60,211,221,165,174,83,16,952,6,87
69799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
69499,0,0,3,3,5,0,0,0,15,0,0,3,0,0,0,0,0,3,0,0,0,8,3,5,0,4,21,0,0,4,0,14,6,3,0,25,3,0,0,7,7,10,0,0,25,0,11,14,11,13,16,0,0,67,6,5,6,21,16,17,8,0,74,3,18,21,20,24,21,8,0,117,0,7,31,29,42,31,0,0,136,0,0,21,27,30,16,0,0,99,0,0,17,22,26,12,0,0,84,0,0,6,7,10,3,4,0,32,0,0,8,15,6,17,4,0,53,0,0,0,0,8,7,0,0,16,0,0,0,3,0,3,0,0,12,13,52,143,175,200,168,31,7,790,0,0,0,0,0,0,0,0,0,7,4,5,7,4,3,0,0,22,3,4,8,7,8,6,0,0,33,0,3,7,10,10,10,3,0,38,0,3,12,0,11,5,3,0,35,0,3,20,17,5,16,0,3,67,0,0
5RWAU,24,14,83,127,245,258,121,32,900,31,9,40,89,103,103,83,27,488,21,33,71,137,182,218,144,56,862,25,25,75,167,203,251,217,73,1037,18,31,123,189,253,311,243,87,1252,27,97,265,325,406,526,343,118,2109,31,142,380,393,509,508,317,91,2370,20,200,637,637,777,617,307,77,3263,14,162,781,817,982,880,365,74,4082,3,62,521,768,869,675,248,55,3200,0,47,445,727,886,725,205,49,3085,0,18,329,563,675,489,145,37,2254,0,20,546,1211,1480,1074,257,56,4644,3,7,434,1142,1396,885,267,48,4180,0,16,53,112,141,199,124,34,681,221,866,4796,7405,9113,7712,3381,912,34405,0,3,28,31,27,21,3,0,114,34,11,73,65,51,33,25,0,300,20,31,141,162,91,84,28,4,570,14,26,112,173,108,108,52,15,606,18,46,156,182,113,153,83,14,767,17,74,255,310,237,215,111,15,1236,15,103
5GPER,10,23,158,238,305,214,63,13,1024,120,73,120,133,121,109,46,10,729,99,134,170,197,179,182,83,18,1049,47,171,261,280,290,227,109,31,1424,59,173,327,336,367,286,172,32,1767,68,308,658,624,692,515,245,56,3161,72,645,1200,917,895,688,257,54,4720,44,978,2483,1622,1466,1071,331,42,8038,20,696,3531,2464,2257,1473,406,60,10905,0,271,2586,2372,2263,1443,363,51,9350,0,119,2247,2861,2783,1724,390,34,10165,0,51,1646,2407,2344,1488,291,29,8251,0,47,3064,6640,7018,4170,657,52,21652,3,17,1334,5699,7274,3924,786,111,19148,10,49,176,251,337,151,79,19,1069,560,3747,19970,27039,28601,17659,4273,611,102456,18,41,191,224,157,96,23,6,756,436,383,376,442,226,195,65,11,2122,195,509,658,679,454,351,148,19,3017,75,422,724,728,534,422,206,38,3150,47,385,864,982,635,551,282,68,3805,64,573,1638,1593,1114,931,504,78,6496,34,847
59799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,7,4,0,4,0,0,14,0,0,8,13,23,15,0,0,59,0,0,0,0,0,0,0,0,0,0,0,20,18,33,20,3,0,89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
59499,0,0,9,12,15,17,3,0,50,7,7,3,5,5,0,3,3,42,0,8,5,13,6,4,7,0,47,0,3,10,8,4,8,3,0,47,4,6,19,12,16,22,10,10,92,3,8,16,24,21,24,13,4,115,4,11,23,26,32,32,19,9,153,0,17,58,56,48,45,14,3,242,0,12,74,90,79,56,16,3,332,0,8,85,87,78,43,11,7,315,0,3,64,103,86,63,7,3,330,0,4,31,58,75,24,3,0,198,0,3,67,113,99,38,10,0,333,0,3,22,85,91,59,10,0,279,0,0,14,8,19,16,9,3,71,24,95,506,700,689,459,125,45,2643,0,8,11,12,12,3,0,0,38,38,53,34,36,11,12,3,0,190,34,65,37,49,38,26,7,0,264,3,46,42,36,25,37,17,4,217,6,25,35,37,55,31,19,6,212,3,29,62,57,55,52,29,4,301,0,18
4RSAU,9,20,44,131,217,210,115,20,776,36,14,43,71,100,119,66,19,459,15,23,80,138,203,243,174,50,927,22,33,85,149,264,308,215,50,1119,19,31,119,194,299,333,262,99,1364,28,80,241,358,490,512,366,104,2182,22,147,333,459,584,606,341,106,2612,4,145,540,641,740,679,315,93,3154,7,117,578,773,907,825,292,78,3574,0,30,342,497,693,547,204,40,2347,3,21,235,473,592,518,130,34,2005,0,6,150,292,420,335,114,14,1328,0,9,181,524,687,542,148,34,2128,3,4,68,248,410,348,157,49,1285,8,10,53,82,139,141,80,39,537,179,678,3088,5031,6742,6267,2970,835,25801,0,3,5,13,26,12,4,0,67,21,4,28,34,31,28,15,4,156,17,32,65,77,72,67,25,3,363,10,25,78,65,59,97,41,5,386,19,29,96,114,81,107,51,22,515,8,58,173,191,164,181,84,9,878,9,121
4GADE,3,19,87,151,180,134,50,9,638,92,34,53,83,87,65,37,12,461,55,81,149,170,191,179,101,20,950,41,108,157,258,286,228,110,31,1217,31,139,261,280,378,307,178,40,1611,35,251,512,550,651,485,249,41,2781,28,480,1025,911,846,622,256,45,4204,33,632,1985,1416,1438,992,304,50,6852,12,361,2411,2042,2062,1309,332,38,8568,3,96,1597,1819,1882,1182,267,32,6872,0,47,1211,2071,2116,1343,254,33,7065,0,12,785,1732,1754,1095,180,23,5579,0,24,1063,3447,4049,2445,373,41,11443,0,9,322,1792,2674,1610,357,54,6817,5,35,115,142,179,117,38,15,645,347,2328,11727,16843,18794,12096,3095,484,65714,9,21,96,97,92,57,21,0,399,239,257,216,213,165,145,49,11,1295,83,350,399,392,303,328,116,18,1984,40,261,478,487,329,343,184,23,2148,22,269,637,599,453,463,231,42,2718,40,407,1292,1148,843,779,361,72,4936,13,636
49799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
49499,0,3,7,9,4,3,3,0,34,0,6,3,3,6,7,3,0,29,0,3,8,12,11,12,0,0,51,3,6,5,13,16,14,14,7,73,5,7,6,18,28,17,10,3,97,0,4,16,23,41,41,15,5,143,3,13,39,47,57,47,8,3,219,0,20,55,49,62,61,20,4,264,0,10,62,76,80,62,19,4,304,0,5,56,73,78,35,11,7,266,0,0,50,71,57,34,6,0,211,0,0,13,38,43,17,3,0,120,0,0,30,46,60,28,7,0,181,0,0,5,20,35,24,7,0,98,0,0,6,17,13,13,3,0,47,15,79,362,507,593,411,136,31,2141,0,3,3,3,7,3,0,0,24,42,41,22,18,16,8,0,3,148,10,48,24,36,26,28,11,0,189,9,28,30,34,43,38,8,0,186,3,19,37,34,39,41,24,4,205,0,27,46,51,49,50,22,8,250,0,15
3RQLD,40,41,236,520,896,873,451,105,3159,175,62,149,284,376,335,220,76,1669,85,104,281,459,615,726,482,163,2927,106,150,397,581,858,934,613,234,3878,100,219,496,612,893,1004,645,237,4197,151,484,992,1267,1544,1529,993,320,7281,152,1065,2077,1895,2101,1847,851,207,10194,84,1247,3591,2979,3330,2435,858,204,14729,27,714,4001,4061,4084,2987,949,182,17003,11,245,2358,3157,3341,2179,618,149,12065,3,128,1841,3160,3483,2190,570,107,11477,4,37,1096,2245,2458,1608,392,83,7919,0,34,1719,4252,4991,2963,590,115,14673,5,16,679,2486,3280,2178,667,167,9480,20,58,247,379,556,516,356,163,2296,969,4615,20155,28347,32814,24305,9258,2495,122961,19,21,143,181,172,135,40,8,716,362,196,266,340,248,220,62,7,1711,159,350,549,619,424,427,162,20,2715,101,288,584,714,580,593,278,49,3179,107,306,741,878,740,735,386,82,3974,132,592,1612,1743,1372,1276,584,76,7376,77,1055
3GBRI,30,35,158,258,320,242,86,25,1149,160,64,107,159,153,128,68,12,850,105,155,221,277,256,228,148,32,1428,113,217,318,368,406,357,206,47,2026,104,252,370,440,483,459,232,42,2380,113,459,814,796,888,718,357,81,4230,134,985,1769,1360,1296,861,337,56,6799,103,1513,3578,2377,2159,1390,422,49,11594,19,904,4662,3813,3264,2001,506,53,15225,10,325,3225,3465,3055,1788,390,54,12318,3,139,2897,4056,3770,2162,428,44,13497,3,47,1935,3496,3238,1761,293,32,10793,0,43,3366,8540,8562,4216,585,58,25363,3,19,1249,6119,7297,3478,688,112,18959,16,64,230,333,367,261,111,22,1409,914,5213,24898,35851,35519,20041,4858,728,128017,32,69,208,245,168,132,47,9,912,572,578,372,421,281,170,80,6,2484,317,768,693,718,483,379,136,15,3507,117,679,848,840,623,515,272,35,3939,107,609,1087,954,711,599,326,60,4451,98,964,2186,1902,1369,1063,542,91,8217,86,1504
39799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
39499,3,5,14,16,18,26,17,0,96,8,7,11,11,9,12,5,0,71,8,13,13,14,28,23,9,3,110,4,17,20,35,36,40,28,4,176,6,22,28,18,43,74,20,8,229,17,26,51,64,63,75,33,7,332,3,55,81,80,92,85,33,6,438,12,54,133,144,142,114,33,3,638,0,44,190,233,233,144,39,0,889,5,24,185,231,217,137,23,7,823,0,8,160,257,209,137,29,4,798,0,13,111,175,164,89,17,0,571,0,0,106,235,238,142,21,3,744,0,0,49,150,132,77,19,8,432,0,5,23,37,30,24,13,7,144,69,280,1171,1695,1675,1197,345,61,6496,7,15,20,32,16,18,4,0,105,122,109,49,44,39,27,9,0,395,62,74,98,91,56,67,17,0,453,12,62,100,99,93,66,43,3,480,4,46,93,100,103,90,33,5,487,6,56,161,173,127,126,57,12,721,5,57
2RVIC,39,36,154,406,635,743,326,92,2432,143,37,111,227,300,376,231,77,1512,87,103,186,395,516,698,557,175,2722,66,121,298,494,693,920,680,272,3548,71,165,355,637,895,994,774,267,4164,112,332,693,939,1288,1508,1030,370,6271,86,567,1188,1300,1645,1639,883,273,7590,46,660,1943,1921,2149,1958,852,251,9765,17,415,2262,2302,2546,2116,776,193,10618,0,141,1383,1823,1978,1488,531,123,7465,0,54,1023,1841,2027,1458,382,108,6887,3,11,672,1386,1483,1081,294,65,5004,3,21,814,2452,2824,2006,395,101,8610,0,21,276,1116,1745,1310,421,116,5007,21,54,153,246,386,398,290,117,1673,686,2744,11512,17478,21119,18688,8436,2600,83263,14,17,59,86,80,76,18,4,353,157,122,202,225,135,150,43,3,1035,70,195,413,473,301,329,124,6,1916,50,180,439,566,404,451,209,38,2327,38,188,549,694,509,544,279,42,2839,35,316,1115,1319,1034,1013,415,59,5299,32,561
2GMEL,32,73,445,709,717,453,165,39,2638,304,209,250,380,349,238,103,33,1863,181,434,479,670,687,487,226,60,3214,132,481,783,975,1055,734,359,103,4615,131,599,977,1095,1169,909,451,97,5435,138,941,2037,2133,2200,1568,693,158,9868,112,1589,3765,3158,3049,2008,747,144,14566,103,2262,7717,5042,4730,2929,836,135,23763,29,1461,10123,7602,6579,4034,1037,123,30997,11,500,7495,7470,6216,3606,865,107,26263,3,218,6616,8587,7349,4210,903,118,28007,4,74,4648,7518,6406,3592,635,96,22975,4,74,8408,18946,16304,8606,1407,153,53905,6,44,3153,15681,17400,8184,1713,274,46460,19,145,661,930,1068,614,240,72,3746,1210,9105,57555,80906,75281,42170,10385,1709,278324,64,139,553,586,390,279,90,10,2111,1073,1335,975,1059,679,463,160,35,5780,393,1695,1944,1963,1286,942,388,51,8666,147,1351,2146,2190,1501,1175,554,96,9160,98,1268,2808,2488,1938,1552,813,161,11130,89,1810,5433,4836,3349,2497,1213,208,19416,82,2754
29799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29499,0,3,18,28,26,19,5,3,101,16,8,10,9,10,8,5,4,73,3,21,21,17,31,25,14,5,128,15,28,33,51,50,38,21,4,231,22,29,34,42,58,70,19,9,286,24,35,65,97,92,90,46,9,452,9,67,140,126,135,128,33,10,647,3,75,199,207,204,157,29,7,882,4,62,274,244,317,196,41,3,1143,3,31,221,281,241,138,42,6,966,0,14,178,297,265,152,35,5,936,0,3,106,198,168,90,21,0,582,0,3,126,263,224,103,21,7,752,3,0,46,149,187,90,38,5,520,3,9,37,43,71,42,15,3,222,91,384,1507,2062,2068,1335,395,85,7931,11,13,33,36,29,6,0,0,121,120,183,78,63,52,37,6,0,541,55,181,162,130,91,85,19,0,730,22,90,149,126,101,101,34,5,621,5,80,159,140,146,111,60,17,714,3,98,241,206,222,158,87,10,1021,0,85
1RNSW,42,42,224,472,758,925,504,96,3065,184,42,157,255,386,451,303,95,1868,91,126,299,465,737,935,686,273,3604,108,136,362,607,909,1191,972,391,4673,146,239,485,774,1133,1375,1035,367,5554,185,511,963,1383,1857,2070,1483,536,8985,137,904,1882,1987,2533,2350,1211,372,11375,90,1068,3011,3031,3341,2844,1244,383,15016,22,661,3450,3776,4123,3441,1316,362,17156,13,220,2126,3062,3236,2446,850,203,12157,7,106,1766,2977,3396,2358,665,158,11427,3,31,990,2222,2462,1871,478,111,8167,4,30,1632,4581,5492,3821,718,171,16452,3,26,567,2285,3314,2542,768,215,9721,24,77,233,387,538,560,372,206,2402,1062,4225,18140,28255,34202,29190,12604,3944,131623,19,33,86,148,134,124,34,11,581,378,279,302,365,245,223,70,14,1882,172,396,609,653,540,563,193,38,3170,114,375,722,839,666,791,345,73,3916,107,423,974,1116,918,1006,459,101,5107,127,685,1977,2100,1856,1724,769,128,9372,104,1015
1GSYD,35,81,463,577,592,302,132,40,2219,255,138,223,275,279,190,89,22,1464,211,303,413,544,504,423,192,49,2646,151,441,686,786,821,651,332,84,3958,129,555,896,947,1022,841,357,86,4847,225,865,1857,1863,1933,1513,646,139,9039,190,1675,3424,2931,2795,1952,702,127,13793,152,2570,7258,4950,4330,2721,885,127,22994,53,2213,11132,7626,6140,3868,1104,130,32270,18,884,8600,7582,6033,3562,962,106,27745,11,461,8090,9116,7053,4164,886,104,29882,5,171,5976,8274,6570,3609,762,77,25445,5,130,12143,23336,18155,9702,1621,181,65273,8,50,5272,23335,24020,11193,2165,382,66428,28,146,683,923,986,548,186,68,3573,1478,10700,67110,93059,81245,45244,11024,1715,311581,89,172,498,580,444,279,95,20,2175,1598,1521,874,917,640,422,169,35,6182,783,2116,1560,1551,1057,861,394,93,8411,345,1657,2075,1927,1373,1190,581,149,9303,223,1653,2641,2126,1744,1366,780,171,10712,218,2266,5206,4180,3096,2605,1189,247,19019,237,3594
19799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0
19499,3,3,21,33,35,25,8,3,133,11,5,11,27,24,19,7,0,106,3,14,28,21,37,28,20,7,162,15,14,48,58,63,55,35,5,285,21,35,38,53,69,60,43,9,321,21,38,64,121,142,137,42,10,575,8,82,140,147,155,141,32,3,711,5,83,225,259,258,175,41,10,1051,7,66,341,371,367,244,51,8,1455,0,42,275,365,337,209,49,3,1280,0,21,237,353,298,167,35,3,1109,0,10,143,238,211,98,24,0,728,0,7,203,404,348,153,23,8,1137,0,3,85,212,210,120,30,7,666,3,12,41,60,51,39,17,10,237,99,448,1901,2723,2603,1656,455,84,9963,3,17,32,29,22,8,8,0,111,223,243,66,78,67,42,8,0,729,77,212,152,124,96,99,39,3,798,42,146,172,137,161,123,54,7,834,10,105,162,134,155,136,59,9,765,16,106,258,221,203,194,89,13,1101,9,114
