GCCSA_CODE_2016,EWFT_16_TechFEI_FT,EWFT_16_TechFEI_PT,EWFT_16_TechFEI_NS,EWFT_16_TechFEI_Tot,EWFT_16_UniOTIs_FT,EWFT_16_UniOTIs_PT,EWFT_16_UniOTIs_NS,EWFT_16_UniOTIs_Tot,EWFT_16_Other,EWFT_16_NS,EWFT_16_Tot,EWFT_17_TechFEI_FT,EWFT_17_TechFEI_PT,EWFT_17_TechFEI_NS,EWFT_17_TechFEI_Tot,EWFT_17_UniOTIs_FT,EWFT_17_UniOTIs_PT,EWFT_17_UniOTIs_NS,EWFT_17_UniOTIs_Tot,EWFT_17_Other,EWFT_17_NS,EWFT_17_Tot,EWFT_18_TechFEI_FT,EWFT_18_TechFEI_PT,EWFT_18_TechFEI_NS,EWFT_18_TechFEI_Tot,EWFT_18_UniOTIs_FT,EWFT_18_UniOTIs_PT,EWFT_18_UniOTIs_NS,EWFT_18_UniOTIs_Tot,EWFT_18_Other,EWFT_18_NS,EWFT_18_Tot,EWFT_19_TechFEI_FT,EWFT_19_TechFEI_PT,EWFT_19_TechFEI_NS,EWFT_19_TechFEI_Tot,EWFT_19_UniOTIs_FT,EWFT_19_UniOTIs_PT,EWFT_19_UniOTIs_NS,EWFT_19_UniOTIs_Tot,EWFT_19_Other,EWFT_19_NS,EWFT_19_Tot,EWFT_20_24_TechFEI_FT,EWFT_20_24_TechFEI_PT,EWFT_20_24_TechFEI_NS,EWFT_20_24_TechFEI_Tot,EWFT_20_24_UniOTIs_FT,EWFT_20_24_UniOTIs_PT,EWFT_20_24_UniOTIs_NS,EWFT_20_24_UniOTIs_Tot,EWFT_20_24_Other,EWFT_20_24_NS,EWFT_20_24_Tot,EWFT_25_29_TechFEI_FT,EWFT_25_29_TechFEI_PT,EWFT_25_29_TechFEI_NS,EWFT_25_29_TechFEI_Tot,EWFT_25_29_UniOTIs_FT,EWFT_25_29_UniOTIs_PT,EWFT_25_29_UniOTIs_NS,EWFT_25_29_UniOTIs_Tot,EWFT_25_29_Other,EWFT_25_29_NS,EWFT_25_29_Tot,EWFT_30over_TechFEI_FT,EWFT_30over_TechFEI_PT,EWFT_30over_TechFEI_NS,EWFT_30over_TechFEI_Tot,EWFT_30over_UniOTIs_FT,EWFT_30over_UniOTIs_PT,EWFT_30over_UniOTIs_NS,EWFT_30over_UniOTIs_Tot,EWFT_30over_Other,EWFT_30over_NS,EWFT_30over_Tot,EWFT_Tot_TechFEI_FT,EWFT_Tot_TechFEI_PT,EWFT_Tot_TechFEI_NS,EWFT_Tot_TechFEI_Tot,EWFT_Tot_UniOTIs_FT,EWFT_Tot_UniOTIs_PT,EWFT_Tot_UniOTIs_NS,EWFT_Tot_UniOTIs_Tot,EWFT_Tot_Other,EWFT_Tot_NS,EWFT_Tot_Tot,EWPT_16_TechFEI_FT,EWPT_16_TechFEI_PT,EWPT_16_TechFEI_NS,EWPT_16_TechFEI_Tot,EWPT_16_UniOTIs_FT,EWPT_16_UniOTIs_PT,EWPT_16_UniOTIs_NS,EWPT_16_UniOTIs_Tot,EWPT_16_Other,EWPT_16_NS,EWPT_16_Tot,EWPT_17_TechFEI_FT,EWPT_17_TechFEI_PT,EWPT_17_TechFEI_NS,EWPT_17_TechFEI_Tot,EWPT_17_UniOTIs_FT,EWPT_17_UniOTIs_PT,EWPT_17_UniOTIs_NS,EWPT_17_UniOTIs_Tot,EWPT_17_Other,EWPT_17_NS,EWPT_17_Tot,EWPT_18_TechFEI_FT,EWPT_18_TechFEI_PT,EWPT_18_TechFEI_NS,EWPT_18_TechFEI_Tot,EWPT_18_UniOTIs_FT,EWPT_18_UniOTIs_PT,EWPT_18_UniOTIs_NS,EWPT_18_UniOTIs_Tot,EWPT_18_Other,EWPT_18_NS,EWPT_18_Tot,EWPT_19_TechFEI_FT,EWPT_19_TechFEI_PT,EWPT_19_TechFEI_NS,EWPT_19_TechFEI_Tot,EWPT_19_UniOTIs_FT,EWPT_19_UniOTIs_PT,EWPT_19_UniOTIs_NS,EWPT_19_UniOTIs_Tot,EWPT_19_Other,EWPT_19_NS,EWPT_19_Tot,EWPT_20_24_TechFEI_FT,EWPT_20_24_TechFEI_PT,EWPT_20_24_TechFEI_NS,EWPT_20_24_TechFEI_Tot,EWPT_20_24_UniOTIs_FT,EWPT_20_24_UniOTIs_PT,EWPT_20_24_UniOTIs_NS,EWPT_20_24_UniOTIs_Tot,EWPT_20_24_Other,EWPT_20_24_NS,EWPT_20_24_Tot,EWPT_25_29_TechFEI_FT,EWPT_25_29_TechFEI_PT,EWPT_25_29_TechFEI_NS,EWPT_25_29_TechFEI_Tot,EWPT_25_29_UniOTIs_FT,EWPT_25_29_UniOTIs_PT,EWPT_25_29_UniOTIs_NS,EWPT_25_29_UniOTIs_Tot,EWPT_25_29_Other,EWPT_25_29_NS,EWPT_25_29_Tot,EWPT_30over_TechFEI_FT,EWPT_30over_TechFEI_PT,EWPT_30over_TechFEI_NS,EWPT_30over_TechFEI_Tot,EWPT_30over_UniOTIs_FT,EWPT_30over_UniOTIs_PT,EWPT_30over_UniOTIs_NS,EWPT_30over_UniOTIs_Tot,EWPT_30over_Other,EWPT_30over_NS,EWPT_30over_Tot,EWPT_Tot_TechFEI_FT,EWPT_Tot_TechFEI_PT,EWPT_Tot_TechFEI_NS,EWPT_Tot_TechFEI_Tot,EWPT_Tot_UniOTIs_FT,EWPT_Tot_UniOTIs_PT,EWPT_Tot_UniOTIs_NS,EWPT_Tot_UniOTIs_Tot,EWPT_Tot_Other,EWPT_Tot_NS,EWPT_Tot_Tot,EAFW_16_TechFEI_FT,EAFW_16_TechFEI_PT,EAFW_16_TechFEI_NS,EAFW_16_TechFEI_Tot,EAFW_16_UniOTIs_FT,EAFW_16_UniOTIs_PT,EAFW_16_UniOTIs_NS,EAFW_16_UniOTIs_Tot,EAFW_16_Other,EAFW_16_NS,EAFW_16_Tot,EAFW_17_TechFEI_FT,EAFW_17_TechFEI_PT,EAFW_17_TechFEI_NS,EAFW_17_TechFEI_Tot,EAFW_17_UniOTIs_FT,EAFW_17_UniOTIs_PT,EAFW_17_UniOTIs_NS,EAFW_17_UniOTIs_Tot,EAFW_17_Other,EAFW_17_NS,EAFW_17_Tot,EAFW_18_TechFEI_FT,EAFW_18_TechFEI_PT
6RTAS,0,13,0,13,0,0,0,0,4,0,16,3,50,0,57,0,0,0,0,3,5,65,7,91,3,100,0,3,0,3,4,10,120,5,96,0,104,15,12,0,21,5,7,145,37,342,0,382,56,103,0,162,52,46,640,16,155,3,169,37,162,0,201,39,47,454,33,497,6,529,92,792,4,888,189,544,2150,106,1247,10,1361,204,1069,8,1274,298,646,3590,84,16,0,96,3,0,0,3,693,34,821,221,19,0,239,11,0,0,10,659,31,937,107,31,0,137,87,6,0,98,391,30,656,33,41,0,74,230,12,0,239,16,3,339,77,138,0,208,782,126,4,908,33,39,1197,44,85,0,132,190,109,0,292,29,28,480,117,458,0,578,266,565,7,830,163,432,2009,676,782,4,1465,1558,815,8,2387,1991,595,6440,10,0,0,10,0,0,0,0,77,3,84,21,3,0,23,0,0,0,0,40,7,72,15,3
6GHOB,3,8,0,9,0,0,0,0,3,0,14,0,31,0,31,0,0,0,0,5,3,39,11,56,0,71,0,0,0,0,7,0,79,6,87,0,100,6,10,0,15,8,4,122,39,316,0,355,73,130,0,198,57,29,647,30,193,4,225,83,272,0,359,64,22,670,45,486,4,537,109,1118,3,1233,230,320,2319,127,1189,10,1331,277,1517,3,1801,376,386,3889,50,5,0,58,3,0,0,3,629,18,711,126,13,0,137,9,3,0,16,735,14,897,80,25,0,104,154,4,0,162,443,20,725,36,41,0,81,360,45,3,402,21,8,516,102,105,0,207,1659,217,3,1882,45,34,2172,62,82,0,146,441,193,0,641,51,13,841,108,420,3,532,365,699,3,1066,190,235,2026,561,700,5,1268,2994,1168,8,4167,2112,343,7891,3,0,0,4,0,0,0,0,47,0,58,13,4,0,18,0,0,0,0,51,0,70,14,3
69799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
69499,0,3,0,3,0,0,0,0,0,0,3,0,8,0,8,0,0,0,0,0,3,13,0,13,0,13,0,0,0,0,0,0,9,4,6,0,7,0,0,0,0,0,0,12,5,46,0,51,0,0,0,0,0,10,63,3,22,0,24,4,0,0,5,3,3,41,7,43,0,51,7,24,0,33,13,49,152,20,141,0,158,11,25,0,42,20,72,290,0,0,0,0,0,0,0,0,13,0,17,4,3,0,8,0,0,0,0,13,0,25,6,0,0,3,0,0,0,0,8,0,12,0,3,0,8,7,0,0,6,0,0,9,0,3,0,12,42,14,0,54,0,3,67,6,5,0,14,18,11,0,28,0,3,46,14,32,0,47,27,42,0,67,19,37,172,33,56,0,88,95,63,0,155,56,39,346,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,3,0,6,0,0
5RWAU,10,34,0,46,0,0,0,0,9,3,56,16,117,0,131,0,0,0,0,10,7,154,35,213,4,252,9,5,0,12,10,17,287,32,237,4,271,16,16,0,34,17,17,336,124,546,10,680,108,178,0,285,103,72,1132,58,476,3,539,83,441,3,525,137,97,1298,148,1390,19,1557,244,1804,9,2061,578,1211,5402,413,3014,39,3462,458,2443,13,2914,869,1425,8665,58,22,0,77,0,0,0,0,1365,32,1479,68,45,0,115,0,3,0,4,1366,46,1533,76,83,0,161,107,32,0,142,182,19,502,58,65,0,121,135,33,0,165,25,11,321,108,212,0,325,451,131,0,586,60,29,1002,85,177,0,261,152,137,0,290,55,32,637,190,959,14,1159,302,735,3,1043,401,601,3205,646,1562,14,2224,1152,1071,10,2238,3455,772,8679,8,7,0,7,0,0,0,0,116,9,130,5,12,0,17,0,0,0,0,126,3,142,0,9
5GPER,6,72,0,78,0,0,0,0,19,3,102,25,188,0,208,0,0,0,0,31,5,251,66,489,6,565,37,23,0,59,31,29,682,94,660,10,769,96,86,0,182,39,33,1017,389,1861,22,2262,875,1292,11,2183,441,195,5075,219,1300,10,1531,769,2542,15,3328,633,255,5744,466,3218,38,3726,1336,7757,62,9158,2404,2130,17417,1259,7798,81,9141,3117,11697,87,14910,3591,2647,30294,138,56,0,190,16,0,0,16,5236,83,5519,239,96,0,335,99,11,0,106,5833,89,6370,525,305,4,836,3866,364,11,4236,1002,65,6134,520,301,0,826,5392,511,15,5916,183,64,6987,1723,979,7,2712,16816,2731,46,19591,807,236,23354,1231,793,9,2031,4153,1276,22,5451,840,164,8489,1640,2423,28,4087,3051,3773,40,6867,2286,1390,14624,6021,4955,47,11025,33398,8663,127,42190,16175,2093,71478,3,8,0,15,0,0,0,0,297,14,326,15,11,0,35,14,0,0,9,334,11,394,40,31
59799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,6,0,0,6,0,3,0,3,0,0,0,0,0,0,5,0,12,0,12,0,14,0,16,7,6,36,0,19,0,19,3,14,0,24,9,6,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,6,0,0,0,0,3,0,0,3,6,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
59499,0,10,0,10,0,0,0,0,0,0,10,7,34,0,36,0,0,0,0,3,0,41,3,87,0,94,0,0,0,0,7,3,104,12,109,0,123,3,0,0,8,0,5,138,29,254,6,285,19,28,0,48,12,29,373,15,114,3,126,22,62,0,85,19,34,266,33,207,4,244,34,130,0,156,83,180,666,93,816,17,916,84,217,0,302,125,247,1593,4,3,0,4,0,0,0,0,83,3,89,8,4,0,9,3,0,0,3,96,6,119,15,6,0,21,82,10,0,90,17,3,124,12,25,0,35,114,12,0,131,3,0,167,65,43,0,103,519,96,0,611,14,15,748,57,42,3,97,181,59,0,241,42,8,395,82,154,3,242,159,164,4,327,130,125,823,237,278,8,514,1055,338,4,1394,385,160,2462,0,0,0,0,0,0,0,0,5,0,11,0,3,0,3,0,0,0,0,15,0,22,3,3
4RSAU,0,8,0,8,0,0,0,0,7,0,20,4,27,0,33,0,0,0,0,14,4,51,10,114,0,123,3,3,0,8,18,7,152,16,131,7,153,13,3,0,16,17,9,194,83,373,4,462,54,132,0,184,67,60,776,48,252,4,302,53,174,0,232,39,73,638,86,674,13,767,102,747,8,857,256,814,2695,245,1579,20,1847,230,1060,6,1298,418,969,4533,4,3,0,12,3,0,0,3,1124,40,1176,13,16,0,35,3,0,0,3,1308,43,1392,28,58,0,91,130,12,0,142,390,33,649,28,59,0,82,187,27,0,207,30,6,330,112,209,0,321,585,103,0,687,55,50,1115,54,142,3,193,137,89,0,226,44,36,507,144,619,3,763,223,458,0,683,306,584,2336,387,1102,9,1502,1257,692,3,1955,3249,787,7495,0,0,0,0,0,0,0,0,96,3,100,0,3,0,3,0,0,0,0,92,5,104,4,6
4GADE,3,13,0,14,0,3,0,3,8,0,18,5,51,0,56,0,0,0,3,34,7,90,26,197,0,220,16,15,0,28,26,16,289,34,305,0,345,41,29,0,72,45,15,477,206,1322,6,1533,578,818,10,1403,329,129,3389,132,1023,10,1164,517,1460,11,1983,374,146,3668,301,2923,22,3250,897,5154,31,6081,1465,1597,12393,713,5829,42,6578,2040,7482,42,9572,2282,1904,20329,28,6,0,39,8,3,0,10,3578,77,3704,66,50,0,115,63,12,0,77,4209,87,4487,177,171,0,342,2113,155,9,2275,1349,47,4017,222,173,0,394,3291,268,19,3577,166,61,4199,874,730,5,1610,11861,1568,30,13463,420,186,15674,521,526,0,1050,2708,916,6,3626,357,94,5134,835,2150,21,3003,2302,2788,26,5120,1318,1066,10511,2723,3807,31,6564,22350,5714,92,28147,11397,1620,47732,7,0,0,9,0,0,0,0,225,10,240,6,6,0,11,6,0,0,6,270,14,295,9,17
49799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
49499,0,0,0,0,0,0,0,0,0,0,0,0,4,0,8,0,0,0,0,8,0,13,3,27,0,28,0,0,0,0,8,3,45,5,38,0,49,0,0,0,4,5,3,57,19,168,0,198,16,16,0,32,18,8,255,5,83,0,90,14,26,0,31,18,9,151,14,137,0,148,17,86,0,107,58,125,431,50,460,3,515,47,131,0,174,107,150,945,0,0,0,0,0,0,0,0,50,3,53,5,4,0,9,0,0,0,0,63,0,68,5,4,0,11,43,3,0,46,19,0,71,3,4,0,12,87,4,0,91,4,0,107,21,42,0,68,362,56,0,422,19,17,514,21,30,0,50,115,32,0,154,17,11,231,64,160,0,223,125,87,3,209,84,116,638,120,255,0,370,738,180,3,919,251,145,1679,0,0,0,0,0,0,0,0,15,0,14,0,0,0,0,0,0,0,0,18,0,18,0,4
3RQLD,8,51,3,63,0,0,0,0,56,7,122,36,225,3,262,4,22,0,27,83,23,396,116,576,12,695,76,79,0,155,68,45,966,127,652,6,785,119,146,3,266,69,55,1182,588,2336,20,2940,979,1885,8,2878,545,343,6705,285,1594,12,1892,651,2624,12,3281,571,351,6091,552,4399,51,5003,1123,8633,46,9802,2623,3621,21053,1715,9823,103,11643,2959,13387,72,16421,4018,4437,36516,77,61,0,136,12,4,0,15,9113,183,9450,171,134,0,314,710,95,3,805,7456,196,8767,241,346,0,586,2841,344,4,3187,727,78,4581,211,325,0,539,3201,395,15,3607,162,49,4359,735,1096,17,1855,9297,1818,26,11134,658,243,13895,571,973,5,1549,2542,1283,21,3843,742,182,6314,1146,3598,49,4795,2809,4448,36,7296,2588,2196,16870,3155,6542,73,9768,21406,8385,97,29892,21437,3133,64234,8,7,0,16,3,0,0,3,621,33,674,14,18,0,34,49,4,0,51,521,32,629,18,41
3GBRI,5,33,0,43,0,0,0,0,24,0,64,16,138,0,160,16,13,0,26,46,13,244,81,397,7,484,101,44,0,146,53,19,703,123,531,11,659,195,119,0,315,68,32,1076,508,2339,13,2862,1646,2339,7,3988,595,281,7726,322,1801,11,2130,1194,3893,14,5099,734,260,8224,622,4448,46,5116,1774,11933,68,13776,3147,2552,24593,1677,9684,92,11454,4930,18340,97,23361,4666,3153,42641,96,30,0,133,20,0,0,20,7011,97,7258,216,124,0,346,1488,85,4,1574,5939,103,7962,486,292,3,786,5582,359,20,5959,585,81,7405,427,292,3,720,6643,465,23,7131,222,73,8150,1422,1076,7,2507,20771,2688,36,23489,1051,264,27320,1094,914,12,2017,5034,1524,15,6568,1204,190,9981,1423,2962,22,4404,3656,4824,40,8523,2744,1353,17016,5166,5691,48,10904,43188,9950,133,53266,18765,2156,85093,9,6,0,14,0,0,0,0,453,13,476,21,4,0,21,73,3,0,81,427,16,546,30,25
39799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
39499,0,12,0,16,0,0,0,0,4,0,18,4,51,0,52,0,0,0,0,4,0,61,9,115,0,126,4,3,0,10,8,3,149,21,128,3,151,6,0,0,14,12,6,179,76,344,0,426,53,58,0,108,37,31,605,49,190,4,247,39,93,0,133,45,38,457,40,377,3,422,49,298,3,350,195,353,1318,201,1216,12,1433,154,457,3,616,302,442,2788,10,3,0,10,0,0,0,0,215,3,232,8,10,0,20,37,0,0,33,189,7,246,5,24,0,32,189,12,0,199,23,4,259,15,22,0,35,252,24,0,276,6,7,319,79,88,0,162,756,98,0,853,49,27,1094,46,81,0,121,274,77,0,350,95,13,582,112,295,4,414,294,309,4,604,275,253,1544,272,520,4,791,1799,514,6,2320,840,320,4278,0,0,0,0,0,0,0,0,33,0,32,0,3,0,3,9,0,0,8,24,3,40,0,0
2RVIC,5,46,3,49,0,0,0,0,29,5,81,23,198,0,222,3,4,0,8,33,15,279,60,476,7,541,17,15,0,36,72,28,681,88,633,12,731,51,33,4,91,74,43,932,380,1818,18,2212,444,700,10,1150,346,248,3957,139,809,4,957,297,1090,6,1385,306,219,2866,196,1967,27,2192,470,3591,25,4092,1272,2630,10182,898,5939,68,6905,1282,5437,45,6764,2133,3187,18989,49,19,0,78,7,3,0,15,4834,149,5067,134,48,0,190,18,3,0,20,5298,144,5648,217,154,0,376,860,72,4,943,2672,106,4090,282,237,4,516,1865,177,10,2049,172,58,2799,678,748,11,1437,6980,992,19,7992,360,201,9981,264,462,11,731,1270,629,3,1901,241,131,3005,476,1855,16,2348,1277,2484,13,3781,1415,1792,9335,2101,3527,38,5671,12285,4357,51,16693,14982,2580,39926,11,3,0,15,0,0,0,0,431,21,470,16,9,0,26,4,0,0,4,416,27,473,20,20
2GMEL,13,73,0,89,0,6,0,6,33,9,128,26,290,3,321,4,6,0,14,66,20,415,83,792,6,883,76,25,0,100,115,26,1129,137,1276,14,1431,233,108,0,345,150,72,1998,888,5112,51,6046,2683,3282,25,5993,1226,510,13771,610,3156,24,3787,2128,6888,41,9060,1881,718,15442,1262,6915,116,8294,3448,17950,147,21548,7048,5766,42660,3015,17618,218,20853,8585,28255,219,37055,10523,7119,75547,144,43,4,188,30,0,0,30,11425,193,11837,286,123,3,415,156,12,0,170,12114,221,12916,841,349,3,1194,6347,335,11,6700,5812,189,13892,1262,544,9,1814,12588,752,41,13381,588,166,15951,4298,2108,25,6430,49755,5840,139,55733,2378,821,65358,2554,1819,16,4386,12687,3615,38,16334,2205,474,23405,2953,5107,53,8119,7430,9047,90,16568,6309,3354,34339,12338,10090,106,22543,88997,19608,313,108915,40828,5411,177699,14,7,0,18,0,0,0,0,708,25,756,28,16,0,45,4,0,0,6,870,30,962,62,48
29799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,3,0,4,0,4,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29499,3,13,0,12,0,0,0,0,3,0,18,4,83,0,94,0,0,0,0,8,3,104,15,259,3,270,0,0,0,3,22,6,304,27,340,0,372,5,3,0,7,25,11,411,110,1047,12,1173,50,53,0,102,76,79,1435,69,369,0,441,40,98,0,139,74,68,724,59,540,3,600,61,278,0,339,262,457,1654,283,2658,19,2964,153,436,3,590,465,620,4642,5,6,0,7,0,0,0,0,202,3,214,13,14,0,20,14,0,0,14,257,12,300,21,29,0,46,160,8,0,171,139,7,367,20,29,0,50,332,20,0,360,24,6,442,146,161,0,308,1453,173,9,1631,81,49,2068,97,107,0,206,494,133,4,622,119,41,986,173,379,11,566,334,376,7,712,356,342,1971,473,727,10,1212,2785,707,15,3509,1175,451,6348,0,0,0,3,0,0,0,0,30,6,42,0,11,0,6,3,0,0,3,38,0,53,3,9
1RNSW,18,193,4,217,0,0,0,0,34,11,265,42,590,4,640,0,0,0,0,49,31,720,113,1249,22,1380,24,46,0,68,90,71,1608,171,1542,16,1725,118,120,0,238,120,73,2155,666,4048,40,4746,928,1823,9,2760,533,386,8425,327,2046,14,2382,619,2824,6,3450,529,378,6744,411,5457,50,5922,939,8588,62,9590,2223,4356,22094,1750,15121,149,17018,2624,13400,81,16107,3581,5307,42007,129,104,0,228,10,0,0,6,7991,200,8433,213,220,4,434,38,10,0,42,8221,231,8930,255,459,0,717,1577,181,0,1761,3424,129,6023,271,495,0,763,3018,337,9,3360,206,82,4410,721,1527,17,2267,10921,2145,26,13086,513,290,16158,397,1123,4,1523,2460,1351,11,3822,420,208,5974,848,4480,39,5369,2381,4912,40,7336,1982,2890,17575,2834,8407,62,11313,20400,8927,87,29418,22747,4029,67509,9,13,0,23,0,0,0,0,652,30,706,16,26,0,45,6,0,0,6,824,31,908,24,65
1GSYD,28,320,0,350,0,0,0,0,30,13,389,51,784,5,837,3,5,0,12,63,25,935,143,1490,20,1654,157,86,0,243,135,50,2077,233,1922,22,2185,394,249,0,645,159,81,3069,931,6234,54,7219,3723,5609,40,9369,1393,563,18544,630,3810,29,4476,2597,9201,49,11841,1869,785,18973,1739,9213,148,11105,4843,23187,210,28229,7239,5872,52448,3761,23775,280,27819,11713,38330,299,50342,10895,7377,96435,144,143,0,289,34,3,0,37,10476,183,10987,206,219,3,427,140,15,0,155,9794,201,10576,682,631,7,1315,8104,507,11,8630,3344,148,13441,829,746,5,1579,13481,1031,40,14557,610,160,16907,3054,2610,16,5682,47844,6998,124,54967,3362,714,64733,2443,2337,15,4797,11965,3533,46,15543,3974,525,24838,3231,6476,76,9782,7850,8889,101,16840,7421,3190,37237,10584,13162,121,23874,89415,20989,326,110728,38988,5127,178716,14,19,0,35,3,0,0,3,767,26,838,29,41,0,71,20,0,0,16,1210,34,1336,55,87
19799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19499,5,108,0,116,0,0,0,0,5,0,124,6,234,0,243,0,0,0,0,5,19,262,22,450,5,478,5,0,0,5,6,10,500,32,487,5,527,17,7,0,24,11,10,570,105,1294,18,1416,104,112,5,221,40,79,1756,63,412,0,477,66,136,0,204,60,77,815,71,675,6,763,105,371,0,479,256,488,1984,318,3672,35,4026,296,624,3,924,382,674,6008,6,22,0,32,0,0,0,0,257,3,297,7,32,0,44,0,0,0,0,241,6,292,24,80,0,102,229,21,0,248,118,7,481,17,82,0,105,418,31,0,458,23,10,591,125,242,0,365,1570,222,4,1799,147,44,2356,108,186,0,296,397,154,0,552,179,38,1054,215,606,11,828,411,458,0,865,486,392,2575,503,1249,16,1767,3025,885,10,3916,1458,504,7648,3,0,0,7,0,0,0,0,51,0,57,0,13,0,15,0,0,0,0,50,0,65,11,15
