GCCSA_CODE_2016,SG_400_499_Mng,SG_400_499_Pro,SG_400_499_TecTW,SG_400_499_CoPSW,SG_400_499_ClAW,SG_400_499_SWks,SG_400_499_MaOpDv,SG_400_499_Lab,SG_400_499_IDNS,SG_400_499_Tot,SG_500_649_Mng,SG_500_649_Pro,SG_500_649_TecTW,SG_500_649_CoPSW,SG_500_649_ClAW,SG_500_649_SWks,SG_500_649_MaOpDv,SG_500_649_Lab,SG_500_649_IDNS,SG_500_649_Tot,SG_650_799_Mng,SG_650_799_Pro,SG_650_799_TecTW,SG_650_799_CoPSW,SG_650_799_ClAW,SG_650_799_SWks,SG_650_799_MaOpDv,SG_650_799_Lab,SG_650_799_IDNS,SG_650_799_Tot,SG_800_999_Mng,SG_800_999_Pro,SG_800_999_TecTW,SG_800_999_CoPSW,SG_800_999_ClAW,SG_800_999_SWks,SG_800_999_MaOpDv,SG_800_999_Lab,SG_800_999_IDNS,SG_800_999_Tot,SG_1000_1249_Mng,SG_1000_1249_Pro,SG_1000_1249_TecTW,SG_1000_1249_CoPSW,SG_1000_1249_ClAW,SG_1000_1249_SWks,SG_1000_1249_MaOpDv,SG_1000_1249_Lab,SG_1000_1249_IDNS,SG_1000_1249_Tot,SG_1250_1499_Mng,SG_1250_1499_Pro,SG_1250_1499_TecTW,SG_1250_1499_CoPSW,SG_1250_1499_ClAW,SG_1250_1499_SWks,SG_1250_1499_MaOpDv,SG_1250_1499_Lab,SG_1250_1499_IDNS,SG_1250_1499_Tot,SG_1500_1749_Mng,SG_1500_1749_Pro,SG_1500_1749_TecTW,SG_1500_1749_CoPSW,SG_1500_1749_ClAW,SG_1500_1749_SWks,SG_1500_1749_MaOpDv,SG_1500_1749_Lab,SG_1500_1749_IDNS,SG_1500_1749_Tot,SG_1750_1999_Mng,SG_1750_1999_Pro,SG_1750_1999_TecTW,SG_1750_1999_CoPSW,SG_1750_1999_ClAW,SG_1750_1999_SWks,SG_1750_1999_MaOpDv,SG_1750_1999_Lab,SG_1750_1999_IDNS,SG_1750_1999_Tot,SG_2000_2999_Mng,SG_2000_2999_Pro,SG_2000_2999_TecTW,SG_2000_2999_CoPSW,SG_2000_2999_ClAW,SG_2000_2999_SWks,SG_2000_2999_MaOpDv,SG_2000_2999_Lab,SG_2000_2999_IDNS,SG_2000_2999_Tot,SG_3000mo_Mng,SG_3000mo_Pro,SG_3000mo_TecTW,SG_3000mo_CoPSW,SG_3000mo_ClAW,SG_3000mo_SWks,SG_3000mo_MaOpDv,SG_3000mo_Lab,SG_3000mo_IDNS,SG_3000mo_Tot,SG_PINS_Mng,SG_PINS_Pro,SG_PINS_TecTW,SG_PINS_CoPSW,SG_PINS_ClAW,SG_PINS_SWks,SG_PINS_MaOpDv,SG_PINS_Lab,SG_PINS_IDNS,SG_PINS_Tot,SG_Tot_Mng,SG_Tot_Pro,SG_Tot_TecTW,SG_Tot_CoPSW,SG_Tot_ClAW,SG_Tot_SWks,SG_Tot_MaOpDv,SG_Tot_Lab,SG_Tot_IDNS,SG_Tot_Tot,LG_NNI_Mng,LG_NNI_Pro,LG_NNI_TecTW,LG_NNI_CoPSW,LG_NNI_ClAW,LG_NNI_SWks,LG_NNI_MaOpDv,LG_NNI_Lab,LG_NNI_IDNS,LG_NNI_Tot,LG_1_149_Mng,LG_1_149_Pro,LG_1_149_TecTW,LG_1_149_CoPSW,LG_1_149_ClAW,LG_1_149_SWks,LG_1_149_MaOpDv,LG_1_149_Lab,LG_1_149_IDNS,LG_1_149_Tot,LG_150_299_Mng,LG_150_299_Pro,LG_150_299_TecTW,LG_150_299_CoPSW,LG_150_299_ClAW,LG_150_299_SWks,LG_150_299_MaOpDv,LG_150_299_Lab,LG_150_299_IDNS,LG_150_299_Tot,LG_300_399_Mng,LG_300_399_Pro,LG_300_399_TecTW,LG_300_399_CoPSW,LG_300_399_ClAW,LG_300_399_SWks,LG_300_399_MaOpDv,LG_300_399_Lab,LG_300_399_IDNS,LG_300_399_Tot,LG_400_499_Mng,LG_400_499_Pro,LG_400_499_TecTW,LG_400_499_CoPSW,LG_400_499_ClAW,LG_400_499_SWks,LG_400_499_MaOpDv,LG_400_499_Lab,LG_400_499_IDNS,LG_400_499_Tot,LG_500_649_Mng,LG_500_649_Pro,LG_500_649_TecTW,LG_500_649_CoPSW,LG_500_649_ClAW,LG_500_649_SWks,LG_500_649_MaOpDv,LG_500_649_Lab,LG_500_649_IDNS,LG_500_649_Tot,LG_650_799_Mng,LG_650_799_Pro,LG_650_799_TecTW,LG_650_799_CoPSW,LG_650_799_ClAW,LG_650_799_SWks,LG_650_799_MaOpDv,LG_650_799_Lab,LG_650_799_IDNS,LG_650_799_Tot,LG_800_999_Mng,LG_800_999_Pro,LG_800_999_TecTW,LG_800_999_CoPSW,LG_800_999_ClAW,LG_800_999_SWks,LG_800_999_MaOpDv,LG_800_999_Lab,LG_800_999_IDNS,LG_800_999_Tot
6RTAS,10,79,16,198,56,7,0,52,7,420,11,168,31,305,149,11,13,131,10,831,15,297,61,257,200,15,21,133,12,1015,24,461,89,230,269,9,31,190,16,1310,42,867,127,247,450,13,50,112,23,1944,53,928,97,181,168,5,15,30,19,1488,78,1162,87,238,127,0,27,18,9,1744,106,915,41,239,42,4,27,30,12,1413,278,421,38,169,43,0,6,15,5,972,47,142,4,7,9,0,0,0,0,208,10,19,9,26,7,0,0,10,3,80,676,5614,619,2288,1599,68,188,800,109,11976,0,0,0,0,3,0,0,0,0,3,0,0,3,0,0,0,0,0,0,8,0,3,0,11,3,0,0,9,0,31,0,3,3,7,10,0,0,10,0,49,3,4,0,14,20,0,0,12,0,66,8,4,9,13,38,3,4,16,0,93,13,19,17,23,64,3,25,35,5,198,3,27,53,24,72,3,72,92,7,357
6GHOB,9,105,19,136,75,0,7,42,4,404,11,237,48,252,127,6,14,57,10,760,13,325,58,198,215,9,20,75,9,923,27,539,75,221,333,14,64,122,15,1409,68,1042,173,270,719,22,124,100,30,2544,112,1147,155,292,447,8,36,22,25,2240,157,1549,100,338,307,8,30,9,33,2512,200,1235,36,290,160,0,9,8,10,1955,661,958,42,190,163,7,3,0,17,2037,233,296,3,15,24,0,0,0,3,567,7,49,0,25,7,0,4,3,0,106,1502,7669,735,2387,2660,73,311,477,164,15978,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,5,0,12,0,0,0,7,0,0,0,4,0,9,0,0,0,19,7,0,0,5,0,35,0,0,0,20,14,0,4,10,0,44,8,5,6,43,20,0,0,11,0,92,3,20,13,31,27,0,5,23,0,130,4,26,34,20,71,7,36,70,9,283
69799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
69499,0,8,0,7,0,0,0,0,0,16,0,16,0,6,0,0,0,3,0,29,0,16,0,5,0,0,0,0,0,19,3,14,7,3,0,0,0,5,0,35,0,10,3,4,3,0,0,3,0,28,0,9,3,10,0,0,0,3,0,24,0,7,3,12,0,0,0,3,0,30,0,3,0,3,0,0,0,4,0,12,0,7,0,7,0,0,0,0,0,8,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,6,88,24,60,9,0,3,31,3,226,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3
5RWAU,17,170,47,284,89,4,0,114,4,719,18,261,97,551,187,3,13,196,8,1335,34,407,126,684,252,0,20,213,13,1745,39,564,154,767,337,12,21,177,12,2082,108,1054,174,562,609,22,39,113,15,2694,130,1376,171,423,366,11,32,69,19,2601,195,1800,170,618,216,5,33,52,20,3104,211,1757,149,544,134,3,36,35,26,2903,808,1575,236,740,124,3,33,32,29,3574,154,286,56,66,18,0,3,4,0,596,14,75,18,62,23,0,0,16,4,212,1766,9590,1475,5715,2456,70,228,1266,160,22724,0,0,0,0,0,0,0,0,0,9,5,3,3,31,10,0,0,7,3,63,5,10,9,31,14,0,0,31,0,99,3,3,15,29,32,0,0,30,3,122,12,16,16,25,56,0,7,43,3,176,17,28,26,42,98,4,10,47,0,272,31,43,60,40,146,3,54,46,4,428,27,33,123,37,232,8,146,130,19,767
5GPER,37,611,125,758,332,17,12,334,13,2236,75,1215,255,1480,780,30,24,567,17,4452,87,1835,302,2019,1008,30,54,580,32,5938,158,2736,488,2322,1673,33,151,529,61,8151,299,4923,798,1751,3520,77,226,326,89,12012,548,6347,781,1369,2657,65,134,117,117,12142,683,8132,606,2028,1699,38,176,83,124,13577,809,8258,401,1964,944,22,128,43,114,12692,3762,9382,680,1981,1337,44,109,59,154,17507,1398,2493,153,118,214,9,14,13,28,4433,46,316,41,163,131,3,11,49,18,778,8003,47284,4797,17184,14771,390,1066,3325,787,97617,0,6,0,0,9,0,0,3,0,18,3,7,7,97,23,3,3,16,0,153,8,9,10,131,40,7,0,20,0,228,10,12,19,109,57,7,4,22,3,240,12,31,30,95,89,7,7,32,0,296,34,76,90,148,225,8,13,36,3,632,25,113,91,113,252,8,25,57,4,692,58,140,188,125,309,7,142,180,22,1171
59799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
59499,0,16,0,10,8,0,0,11,0,49,0,26,0,21,11,0,3,8,0,63,0,39,8,15,11,0,3,0,0,77,0,57,5,16,14,0,0,0,0,95,0,51,8,26,9,0,3,5,0,101,3,47,6,24,4,6,4,6,0,102,9,36,9,32,7,0,3,0,0,92,0,30,10,30,0,0,3,0,0,81,7,34,23,26,3,0,6,0,3,101,0,9,5,4,0,0,0,0,0,16,0,5,0,8,0,0,0,0,0,15,23,385,71,257,79,9,31,58,13,929,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,3,0,0,0,3,0,0,0,3,0,9,0,0,0,5,0,0,0,0,0,11,0,0,0,9,0,0,0,3,0,16,0,0,0,3,3,0,0,3,0,15,0,0,3,4,0,0,0,4,0,10,0,0,4,9,0,0,8,6,0,27
4RSAU,7,82,20,245,67,4,14,52,0,500,19,174,49,435,151,7,22,86,4,947,27,303,48,389,212,6,20,111,5,1134,40,453,78,445,296,14,29,108,14,1475,43,771,93,462,362,9,28,64,20,1850,56,927,84,357,140,16,18,39,17,1656,94,885,69,285,65,0,20,10,12,1441,89,778,27,244,28,0,10,6,5,1189,272,299,19,460,29,0,5,0,0,1086,25,39,0,25,0,0,0,0,0,93,10,40,3,34,6,0,3,10,3,109,687,4875,524,3657,1422,66,193,561,87,12078,0,0,0,0,0,0,0,0,0,4,0,0,0,0,7,0,0,0,0,8,5,3,3,4,4,0,0,14,0,30,0,3,8,5,11,0,0,14,0,46,3,5,9,16,28,0,0,23,0,83,3,5,15,17,61,0,3,14,4,123,13,16,10,20,86,0,13,21,5,188,18,33,35,15,100,0,96,79,8,389
4GADE,46,375,53,524,306,13,15,93,3,1426,66,845,113,972,686,33,23,168,27,2932,90,1341,139,1094,1057,44,65,185,33,4051,158,2273,251,1399,2024,63,165,169,57,6560,333,4261,440,1780,2972,68,114,106,72,10141,381,4981,356,1256,1328,56,70,40,98,8566,592,6132,259,1248,1023,27,139,39,94,9556,722,4593,97,1192,568,4,41,9,65,7296,1617,3333,95,1771,468,18,24,9,64,7404,620,1513,12,112,55,3,0,3,9,2332,19,209,21,104,87,6,8,11,12,483,4688,30412,1889,12250,10889,364,685,970,554,62701,0,0,0,0,4,0,0,3,3,12,0,4,0,18,4,3,0,0,0,40,4,4,6,12,9,3,0,10,0,51,10,12,11,19,24,0,0,13,0,84,7,16,26,26,45,0,3,21,0,144,12,33,46,54,78,0,3,33,3,263,18,51,58,47,124,8,6,41,5,357,24,97,148,63,170,9,68,124,9,717
49799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
