GCCSA_CODE_2016,M2_BusFer_Mng,M2_BusFer_Pro,M2_BusFer_TecTW,M2_BusFer_CoPSW,M2_BusFer_ClAW,M2_BusFer_SWks,M2_BusFer_MaOpDv,M2_BusFer_Lab,M2_BusFer_IDNS,M2_BusFer_Tot,M2_BusTrm_Inc_LR_Mng,M2_BusTrm_Inc_LR_Pro,M2_BusTrm_Inc_LR_TecTW,M2_BusTrm_Inc_LR_CoPSW,M2_BusTrm_Inc_LR_ClAW,M2_BusTrm_Inc_LR_SWks,M2_BusTrm_Inc_LR_MaOpDv,M2_BusTrm_Inc_LR_Lab,M2_BusTrm_Inc_LR_IDNS,M2_BusTrm_Inc_LR_Tot,M2_BusCarAsDriv_Mng,M2_BusCarAsDriv_Pro,M2_BusCarAsDriv_TecTW,M2_BusCarAsDriv_CoPSW,M2_BusCarAsDriv_ClAW,M2_BusCarAsDriv_SWks,M2_BusCarAsDriv_MaOpDv,M2_BusCarAsDriv_Lab,M2_BusCarAsDriv_IDNS,M2_BusCarAsDriv_Tot,M2_BusCarAsPas_Mng,M2_BusCarAsPas_Pro,M2_BusCarAsPas_TecTW,M2_BusCarAsPas_CoPSW,M2_BusCarAsPas_ClAW,M2_BusCarAsPas_SWks,M2_BusCarAsPas_MaOpDv,M2_BusCarAsPas_Lab,M2_BusCarAsPas_IDNS,M2_BusCarAsPas_Tot,M2_BusOth_Mng,M2_BusOth_Pro,M2_BusOth_TecTW,M2_BusOth_CoPSW,M2_BusOth_ClAW,M2_BusOth_SWks,M2_BusOth_MaOpDv,M2_BusOth_Lab,M2_BusOth_IDNS,M2_BusOth_Tot,M2_Bus_and_Tot_Mng,M2_Bus_and_Tot_Pro,M2_Bus_and_Tot_TecTW,M2_Bus_and_Tot_CoPSW,M2_Bus_and_Tot_ClAW,M2_Bus_and_Tot_SWks,M2_Bus_and_Tot_MaOpDv,M2_Bus_and_Tot_Lab,M2_Bus_and_Tot_IDNS,M2_Bus_and_Tot_Tot,M2_Oth_M2_Mng,M2_Oth_M2_Pro,M2_Oth_M2_TecTW,M2_Oth_M2_CoPSW,M2_Oth_M2_ClAW,M2_Oth_M2_SWks,M2_Oth_M2_MaOpDv,M2_Oth_M2_Lab,M2_Oth_M2_IDNS,M2_Oth_M2_Tot,M2_Tot_M2_Mng,M2_Tot_M2_Pro,M2_Tot_M2_TecTW,M2_Tot_M2_CoPSW,M2_Tot_M2_ClAW,M2_Tot_M2_SWks,M2_Tot_M2_MaOpDv,M2_Tot_M2_Lab,M2_Tot_M2_IDNS,M2_Tot_M2_Tot,M3_Trn_2_OthM_Mng,M3_Trn_2_OthM_Pro,M3_Trn_2_OthM_TecTW,M3_Trn_2_OthM_CoPSW,M3_Trn_2_OthM_ClAW,M3_Trn_2_OthM_SWks,M3_Trn_2_OthM_MaOpDv,M3_Trn_2_OthM_Lab,M3_Trn_2_OthM_IDNS,M3_Trn_2_OthM_Tot,M3_Bus_2_OthM_ex_trn_Mng,M3_Bus_2_OthM_ex_trn_Pro,M3_Bus_2_OthM_ex_trn_TecTW,M3_Bus_2_OthM_ex_trn_CoPSW,M3_Bus_2_OthM_ex_trn_ClAW,M3_Bus_2_OthM_ex_trn_SWks,M3_Bus_2_OthM_ex_trn_MaOpDv,M3_Bus_2_OthM_ex_trn_Lab,M3_Bus_2_OthM_ex_trn_IDNS,M3_Bus_2_OthM_ex_trn_Tot,M3_Oth_M3_Mng,M3_Oth_M3_Pro,M3_Oth_M3_TecTW,M3_Oth_M3_CoPSW,M3_Oth_M3_ClAW,M3_Oth_M3_SWks,M3_Oth_M3_MaOpDv,M3_Oth_M3_Lab,M3_Oth_M3_IDNS,M3_Oth_M3_Tot,M3_Tot_M3_Mng,M3_Tot_M3_Pro,M3_Tot_M3_TecTW,M3_Tot_M3_CoPSW,M3_Tot_M3_ClAW,M3_Tot_M3_SWks,M3_Tot_M3_MaOpDv,M3_Tot_M3_Lab,M3_Tot_M3_IDNS,M3_Tot_M3_Tot,Wkd_at_home_Mng,Wkd_at_home_Pro,Wkd_at_home_TecTW,Wkd_at_home_CoPSW,Wkd_at_home_ClAW,Wkd_at_home_SWks,Wkd_at_home_MaOpDv,Wkd_at_home_Lab,Wkd_at_home_IDNS,Wkd_at_home_Tot,Did_not_go_to_work_Mng,Did_not_go_to_work_Pro,Did_not_go_to_work_TecTW,Did_not_go_to_work_CoPSW,Did_not_go_to_work_ClAW,Did_not_go_to_work_SWks,Did_not_go_to_work_MaOpDv,Did_not_go_to_work_Lab,Did_not_go_to_work_IDNS,Did_not_go_to_work_Tot,Meth_of_trav_NS_Mng,Meth_of_trav_NS_Pro,Meth_of_trav_NS_TecTW,Meth_of_trav_NS_CoPSW,Meth_of_trav_NS_ClAW,Meth_of_trav_NS_SWks,Meth_of_trav_NS_MaOpDv,Meth_of_trav_NS_Lab,Meth_of_trav_NS_IDNS,Meth_of_trav_NS_Tot,Tot_Mng,Tot_Pro,Tot_TecTW,Tot_CoPSW,Tot_ClAW,Tot_SWks,Tot_MaOpDv,Tot_Lab,Tot_IDNS,Tot_Tot
6RTAS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,14,4,7,14,8,13,9,0,67,0,8,6,12,4,11,0,9,0,60,3,6,3,8,3,4,0,8,0,30,11,24,12,29,21,22,18,27,0,158,103,139,90,47,33,42,68,90,15,623,117,168,106,80,61,66,87,117,11,816,0,0,0,0,0,0,0,0,0,7,0,6,0,5,0,3,0,3,0,20,11,7,3,4,7,0,5,7,0,35,8,15,4,5,7,3,6,8,0,64,2396,1037,551,354,999,200,98,272,97,6007,921,1937,1163,2105,1372,1926,789,1836,150,12198,116,74,117,105,78,74,63,175,383,1187,14192,17040,14444,12567,12501,10860,7935,14180,1794,105512
6GHOB,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,97,26,29,124,36,3,13,9,364,16,42,25,30,39,73,7,43,10,274,9,12,5,13,9,6,0,3,0,59,46,153,55,72,175,115,9,55,21,698,76,212,83,68,93,62,31,53,5,686,131,372,137,148,284,174,47,111,26,1420,5,3,0,0,0,0,0,0,0,12,7,17,3,10,11,4,3,5,3,71,6,14,3,3,3,0,0,0,0,33,19,42,12,18,19,4,3,5,4,120,702,1402,397,336,712,154,35,71,81,3891,729,2499,836,2045,1707,2048,376,1246,148,11630,54,91,94,112,62,71,46,93,288,915,11351,22806,12595,13017,15337,10148,4676,9000,1733,100657
69799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,7,0,0,0,0,0,0,0,0,0,0,3,10,8,3,0,0,5,23,0,55
69499,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,3,0,4,0,0,0,0,0,0,0,0,0,3,0,0,0,4,0,0,0,3,0,13,8,13,30,6,3,3,15,22,3,102,11,15,28,7,3,3,15,24,3,116,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,8,0,3,0,3,0,0,0,3,0,11,20,33,24,13,20,5,10,9,5,141,61,155,206,210,51,54,98,247,26,1111,7,7,16,11,3,8,14,18,48,128,790,674,2960,1049,266,353,932,1888,217,9132
5RWAU,0,0,3,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,14,40,86,11,17,0,135,14,9,323,3,13,27,9,6,25,23,29,5,140,13,33,124,5,13,6,95,32,4,318,22,87,251,23,30,32,253,76,17,794,189,269,426,122,105,82,344,189,29,1754,218,383,699,153,157,121,611,280,56,2684,0,13,37,8,3,0,22,5,0,85,13,16,77,4,9,3,61,17,0,202,41,17,21,4,3,3,20,14,0,124,49,45,133,18,22,8,92,37,3,406,6757,1615,887,549,2320,325,239,725,209,13632,2513,4131,6425,3140,2613,2576,5164,3656,466,30673,455,384,930,261,241,182,751,507,851,4563,34405,34568,49774,22026,24817,17053,31326,30284,4388,248646
5GPER,3,15,0,6,5,0,0,0,0,35,0,3,0,0,0,0,0,0,0,9,149,509,109,118,337,100,56,110,17,1495,67,222,81,179,125,276,20,234,8,1220,42,134,59,43,47,24,37,29,5,416,260,882,252,350,514,402,107,376,37,3175,544,967,855,449,420,393,460,529,83,4699,3415,10509,3214,2759,7152,2666,951,2480,494,33638,382,1341,458,462,1022,390,77,357,57,4548,26,72,51,44,18,43,20,39,3,321,36,57,30,18,26,13,8,15,7,207,444,1474,544,524,1062,446,107,413,72,5078,5965,11091,3097,2454,8751,1812,416,690,696,34966,5336,17576,8276,13429,11005,12487,4348,8042,1024,81511,530,982,1022,763,675,596,542,758,2004,7865,102456,198563,120052,96234,123663,83116,51246,72484,13805,861625
59799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,0,0,0,0,7,0,4,3,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,10,7,30,72,3,7,0,28,43,3,178,3,5,15,0,3,0,6,28,9,72,89,301,529,41,30,0,188,379,35,1595
59499,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,8,0,3,0,8,3,0,33,0,3,12,5,0,0,0,8,0,30,0,0,6,0,0,0,6,8,0,23,0,11,31,3,3,4,16,22,0,86,32,31,220,20,14,15,95,108,11,561,40,93,330,73,43,46,119,206,18,984,3,20,15,9,3,3,0,19,3,74,0,0,11,0,0,0,3,0,0,17,0,4,10,0,0,0,3,5,0,29,9,22,39,9,3,6,5,25,5,119,134,204,105,48,137,53,19,41,26,766,309,845,1818,811,300,292,991,1284,157,6808,32,55,181,41,31,25,95,109,165,734,2643,4577,20738,4549,2026,2034,5905,10794,1106,54378
4RSAU,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,27,0,0,5,56,3,0,99,0,3,4,0,0,7,10,9,0,30,3,4,10,0,0,0,7,3,0,33,4,9,38,7,3,9,71,19,0,166,178,102,138,60,53,35,116,150,17,844,183,128,184,73,63,54,185,170,18,1052,0,3,9,0,0,3,6,0,0,18,5,3,11,0,0,0,6,4,0,29,37,14,15,3,0,0,3,7,0,78,42,21,29,3,3,5,19,11,0,121,6423,986,689,425,1590,251,177,664,153,11346,1659,2196,1715,2689,1655,2278,1492,2685,219,16595,198,116,133,156,92,119,102,299,559,1782,25801,19113,19605,16089,15058,13309,12032,22943,2356,146296
4GADE,0,0,0,0,0,0,0,3,0,3,23,86,18,44,67,25,7,43,5,316,241,980,175,243,839,201,28,121,48,2880,70,245,60,158,191,221,18,202,19,1190,17,110,17,48,60,23,5,38,6,322,352,1425,274,487,1149,470,59,404,77,4710,501,1075,558,451,729,297,263,367,69,4313,1180,3596,1156,1333,2843,1110,397,1157,213,12999,50,184,73,109,173,80,18,75,20,781,29,107,27,49,66,51,0,32,3,383,43,68,25,17,25,4,6,5,4,202,131,356,125,177,267,134,23,115,33,1366,3898,6564,1966,1451,4553,1121,214,514,389,20676,3857,12750,4584,11171,8114,9528,2239,5900,640,58770,283,501,402,454,343,386,243,437,1380,4420,65714,128178,67635,69388,83019,56784,30714,52255,8470,562169
49799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,4,0,0,4,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,8,0,0,0,0,3,0,22,0,0,0,0,0,0,0,0,0,0,3,12,14,3,0,0,7,19,0,64
49499,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,4,0,9,12,0,0,0,7,3,0,36,0,0,3,3,0,0,0,7,0,9,0,0,0,0,0,0,0,0,0,6,0,17,15,4,0,0,12,10,0,57,25,34,116,15,9,10,52,99,9,366,33,63,142,35,14,25,61,120,9,498,0,8,8,4,0,0,0,0,0,26,3,9,4,3,0,0,0,0,0,16,7,3,0,0,0,0,3,3,0,19,12,17,12,6,3,0,3,6,0,65,94,133,57,25,72,26,20,54,13,480,196,625,808,763,212,239,280,805,73,4001,22,24,58,26,13,17,30,53,100,354,2141,3071,12099,3898,1273,1493,2399,7300,627,34306
3RQLD,10,20,83,13,11,12,24,57,0,220,23,65,44,109,64,128,3,121,8,565,37,79,166,56,55,38,244,70,10,746,20,59,54,135,37,196,53,167,14,739,13,32,45,42,15,29,61,46,3,290,110,245,392,363,186,406,384,456,24,2563,843,1211,1337,770,594,548,761,968,120,7151,1017,1653,1843,1254,908,1090,1211,1589,163,10723,34,75,73,44,39,65,42,54,8,438,79,119,364,77,68,67,170,158,20,1116,118,99,63,43,36,26,46,47,7,489,230,298,497,171,137,152,252,266,38,2040,20451,11789,4506,3579,12868,3474,829,2526,1075,61104,6311,15666,10692,15700,11020,15076,8068,11046,1197,94777,887,709,1097,895,685,735,669,1190,3184,10053,122961,167508,144211,118736,127900,104247,73924,111756,15600,986831
3GBRI,71,222,40,47,102,31,6,45,12,570,3,3,0,0,4,3,0,5,0,19,419,1477,204,301,1062,268,67,124,46,3967,144,523,82,279,410,410,40,230,27,2154,61,292,48,79,83,57,11,41,11,685,698,2512,374,701,1665,769,133,446,100,7400,962,1789,1058,705,767,556,620,767,119,7353,3930,11532,2903,2901,8059,2545,1104,2384,527,35886,270,1063,277,316,673,222,77,245,86,3228,76,217,92,86,100,84,30,61,13,759,81,128,53,31,31,13,18,28,3,388,426,1404,421,432,803,317,130,330,101,4372,9652,15413,3666,3471,11473,3021,465,955,902,49016,7415,23160,8716,15803,14821,14958,4735,9584,1158,100340,541,776,728,741,623,576,504,788,2428,7709,128017,246581,124343,115318,159543,98905,63597,91847,16763,1044909
39799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,8,5,5,0,3,10,3,42,0,0,0,0,0,0,0,0,0,0,9,53,36,15,13,3,14,52,4,202
39499,0,0,5,0,0,0,3,10,0,17,0,0,0,0,0,4,0,3,0,6,3,17,16,10,8,0,23,7,0,89,0,4,13,6,4,7,3,12,0,49,3,3,3,0,0,0,9,4,0,26,5,30,34,22,7,12,32,35,0,185,62,91,329,46,20,27,172,245,20,1015,86,186,430,101,54,57,209,346,26,1485,6,26,19,26,4,3,4,21,5,108,5,10,18,12,0,0,5,8,4,67,11,11,15,0,0,3,6,13,3,68,21,54,53,36,6,5,17,46,10,241,361,554,203,93,289,121,54,103,61,1837,589,1673,2385,1459,573,631,1022,2041,247,10626,45,76,192,80,48,51,80,158,334,1067,6496,8924,34880,7959,3724,4424,8990,21413,2113,98920
